"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang theme song for license to kill?","1385","60_3,60_2,60_5,60_1,60_12,60_4,60_13,60_7,60_6,60_11,60_8,60_9,60_10,60_14","0.28148001432418823,0.2891436219215393,0.3221403956413269,0.3315608501434326,0.3549346327781677,0.36831557750701904,0.39026015996932983,0.39029020071029663,0.4123733639717102,0.4246164560317993,0.43276286125183105,0.4360843896865845,0.47943711280822754,0.5146607160568237",": Gladys Knight.","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","22.43994140625,29.291906356811523,50.494388580322266,50.55824279785156,44.32746505737305,26.55486488342285","0.07249749990681824","1","0"
"rag","23","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: a concave mirror can form a real image which is a copy of an object that forms?","573","23_1,23_3,23_2,23_4,23_6,23_5","0.19220435619354248,0.22677737474441528,0.24518513679504395,0.3140564560890198,0.37309712171554565,0.48554015159606934","Answer: Yes, a concave mirror can form a real image which is","inverted","44.16300582885742,13.135324478149414,44.7213134765625,50.32680130004883,48.17233657836914,50.26634979248047,55.31564712524414,60.54258728027344,53.14597702026367,56.480587005615234,58.35213088989258,48.9487419128418,44.133575439453125,61.61453628540039,55.51221466064453","0","0","0"
"rag","93","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who wore number 7 for the green bay packers?","1381","93_1,93_5,93_3,93_8,93_4,93_7,93_2,93_6,93_11,93_14,93_10,93_13,93_9,93_12","0.24252992868423462,0.26831406354904175,0.2835204601287842,0.28570181131362915,0.2885425090789795,0.3054685592651367,0.3488692045211792,0.35662662982940674,0.3685595393180847,0.3695986866950989,0.3902822732925415,0.4006239175796509,0.4015311002731323,0.4463452100753784",": Reggie White wore number 7 for the Green Bay Packers.","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","39.8740348815918,38.48603820800781,26.847129821777344,32.91097640991211,32.33464431762695,27.996891021728516,49.097511291503906,31.999364852905273,34.616798400878906,51.9962272644043,60.575191497802734,53.07144546508789,52.87961959838867,36.928489685058594","0","0","0"
"rag","74","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does patience is a virtue come from?","325","74_1,74_2,74_3,74_4","0.2798388600349426,0.3585217595100403,0.4659598469734192,0.5376405715942383",": It is a proverb that has been used for centuries.","`` Psychomachia , ''","47.830810546875,45.349769592285156,48.14335632324219,58.08896255493164,45.53475570678711,49.61086654663086,36.078224182128906,44.53280258178711,48.1402473449707,45.846126556396484,40.7314453125,55.11296844482422,58.09313201904297,51.12137985229492","0","0","0"
"rag","38","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who wrote ain't living long like this?","1751","38_13,38_1,38_3,38_16,38_7,38_2,38_14,38_15,38_6,38_17,38_5,38_4,38_18,38_10,38_8,38_9,38_12,38_11","0.33796799182891846,0.3506773114204407,0.3736216425895691,0.3981112837791443,0.409903883934021,0.42253077030181885,0.4240936040878296,0.4306734800338745,0.43118399381637573,0.44697749614715576,0.4692233204841614,0.4701008200645447,0.4854280948638916,0.5136325359344482,0.5197002291679382,0.530190110206604,0.5474447011947632,0.5967991352081299",": Rodney Crowell.","Rodney Crowell","31.04640769958496,31.1906795501709,48.34117889404297,50.05000305175781,53.38264846801758,41.58120346069336,34.3862190246582","0.07249749990681824","1","0"
"rag","25","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played the mom on what's eating gilbert grape?","1354","25_3,25_11,25_2,25_9,25_10,25_4,25_7,25_8,25_12,25_5,25_14,25_13,25_6,25_1","0.27983391284942627,0.33409231901168823,0.3416047692298889,0.3599191904067993,0.3770555257797241,0.3794766068458557,0.39125603437423706,0.4000352621078491,0.40045154094696045,0.45636284351348877,0.45685625076293945,0.47459620237350464,0.4906628727912903,0.4942741394042969",": darlene cates.","Darlene Cates,Darlene Cates,Darlene Cates","23.005712509155273,37.1872673034668,44.55122375488281,31.7745361328125,32.52893829345703,20.820144653320312,33.23611068725586,19.539840698242188","0","1","0"
"rag","92","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where do secondary xylem and phloem cells arise from?","2033","92_3,92_4,92_1,92_5,92_6,92_11,92_2,92_7,92_10,92_18,92_12,92_8,92_17,92_9,92_13,92_19,92_14,92_15,92_16,92_20,92_21","0.21709847450256348,0.24563056230545044,0.24764078855514526,0.2556039094924927,0.25686538219451904,0.2595810890197754,0.27737051248550415,0.27790164947509766,0.2787284851074219,0.28260111808776855,0.30176788568496704,0.307087242603302,0.3352077007293701,0.33837366104125977,0.3490687608718872,0.40879935026168823,0.4343986511230469,0.48535215854644775,0.4880213737487793,0.5801756978034973,0.5995044112205505","","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","45.784358978271484","0","0","0"
"rag","52","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who added a press room to the white house?","1733","52_2,52_5,52_4,52_1,52_6,52_11,52_3,52_7,52_9,52_12,52_13,52_17,52_15,52_10,52_14,52_18,52_8,52_16","0.25537604093551636,0.26569467782974243,0.2696954011917114,0.28285467624664307,0.30180931091308594,0.30404746532440186,0.30950772762298584,0.32787126302719116,0.33300697803497314,0.3609691262245178,0.3746108412742615,0.3815489411354065,0.38972771167755127,0.40644657611846924,0.4390330910682678,0.4701533317565918,0.47324585914611816,0.5933111310005188","The White House has a long history of press briefings, dating back","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","43.511539459228516,13.939592361450195,53.49018859863281,61.394248962402344,42.73402404785156,51.628639221191406,48.9770393371582,57.989158630371094,57.14305877685547,50.40706253051758,40.06944274902344,59.655181884765625,54.94895553588867,50.10911178588867,65.45866394042969","0","0","0"
"rag","91","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: nodding your head no is an example of?","1469","91_7,91_2,91_5,91_6,91_3,91_4,91_8,91_1,91_10,91_13,91_14,91_9,91_12,91_11,91_15","0.2760632038116455,0.28564751148223877,0.2937358617782593,0.2961731553077698,0.29850542545318604,0.3058798313140869,0.31385886669158936,0.34642529487609863,0.4305315613746643,0.4600883722305298,0.47087693214416504,0.48537176847457886,0.4924051761627197,0.5536893010139465,0.5689358115196228","Nodding your head no is an example of a nonverbal","a gesture","25.165802001953125,12.219099044799805,22.93655014038086,36.02526092529297,31.247356414794922,54.0443000793457,43.11440658569336,27.8038387298584,39.16836166381836,49.65887451171875,33.890079498291016,29.32839584350586,39.4381103515625,44.862396240234375,21.39006233215332","0.023457495174891017","0.16666666666666669","0"
"rag","33","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings the theme tune to mum on bbc2?","1674","33_1,33_15,33_3,33_14,33_2,33_16,33_12,33_13,33_8,33_17,33_4,33_9,33_7,33_5,33_10,33_6,33_11","0.3727104663848877,0.3785351514816284,0.3848903775215149,0.3876951336860657,0.3877555727958679,0.3943830728530884,0.4260103106498718,0.44368016719818115,0.4494550824165344,0.4511259198188782,0.45603513717651367,0.4708687663078308,0.48656702041625977,0.4957541227340698,0.5212118029594421,0.5227824449539185,0.5303481817245483","Mum ( TV series ) - Wikipedia Mum ( TV series ) Jump","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","38.40174102783203,13.574969291687012,39.919437408447266,19.267677307128906,23.6468505859375,41.28602981567383,32.95912551879883,21.510528564453125,42.04911422729492,32.860023498535156,24.686304092407227,35.3004264831543,35.46784210205078,40.3155632019043,45.44351577758789","0","0","0"
