"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","15","20","1","1","contrastive","facebook/contriever",". Question: is aluminium a ferrous or non ferrous metal?","119","15_1","0.37768107652664185"," quora Aluminum is a non-ferrous metal, which means it does not contain","non-ferrous,non-ferrous,non-ferrous,non-ferrous,non-ferrous","49.04061508178711,26.424179077148438,24.869590759277344,52.380516052246094,30.62887191772461,45.025421142578125,32.228214263916016,36.6319580078125,25.96302604675293,54.2320556640625,35.25333786010742,30.367568969726562,41.31086730957031,43.421878814697266,43.72806167602539,49.40796661376953,54.17051315307617,42.95771789550781,52.05643844604492,27.977436065673828","0.020044994979069072","0.2666666666666667","0"
"rag","5","20","1","1","contrastive","facebook/contriever",". Question: who sang i want to be bobbys girl?","115","5_1","0.5114052891731262"," answers.","Marcie Blane,Marcie Blane","47.53947067260742,29.446849822998047,39.93534851074219","0","0","0"
"rag","18","20","1","1","contrastive","facebook/contriever",". Question: yo la tengo theres a riot going on release date?","118","18_6","0.44545429944992065","Yo La Tengo is an American alternative rock band formed in Hoboken, New Jersey in 1987","March 16 , 2018,March 16 , 2018,March 16 , 2018,March 16 , 2018,March 16 , 2018","39.10200119018555,19.423675537109375,33.3237419128418,27.743358612060547,27.258745193481445,19.68800163269043,37.372467041015625,31.8081111907959,21.794694900512695,23.689672470092773,27.467540740966797,44.79863739013672,49.88772201538086,20.10863494873047,27.730106353759766,49.36811828613281,45.33561706542969,53.03529357910156,54.634368896484375,23.628767013549805","0","0","0"
"rag","9","20","1","1","contrastive","facebook/contriever",". Question: when did john hart play the lone ranger?","118","9_10","0.3849184513092041","John Hart played the Lone Ranger in the radio series from 1933 to 1949, and in the","from 1952 until 1953,from 1952 until 1953,from 1952 until 1953,from 1952 until 1953,from 1952 until 1953","49.670894622802734,29.412715911865234,43.58771896362305,41.77227020263672,23.238746643066406,32.4464111328125,45.006717681884766,42.434486389160156,46.76502227783203,28.971179962158203,22.756723403930664,30.163089752197266,29.046119689941406,20.152963638305664,65.13307189941406,28.457887649536133,63.809715270996094,42.741512298583984,41.099491119384766,31.84346580505371","0.014936192853457254","0.09523809523809523","0"
"rag","6","20","1","1","contrastive","facebook/contriever",". Question: when did seat belts become law in ontario?","115","6_1","0.31886494159698486"," ontario seat belt law, canada.","January 1 , 1976,January 1 , 1976,January 1 , 1976,January 1 , 1976,January 1 , 1976","51.30113220214844,30.444293975830078,28.579578399658203,22.89790153503418,63.75016403198242,40.9849853515625,33.01681900024414,39.1241340637207,51.483863830566406,42.36054992675781","0","0","0"
"rag","13","20","1","1","contrastive","facebook/contriever",". Question: what is the approximate volume of blood in your body?","116","13_1","0.41062450408935547",": about 5 liters.","approximately 5 liters,approximately 5 liters,approximately 5 liters","49.60772705078125,47.35431671142578,30.926637649536133,33.86591339111328,45.10565185546875,41.366031646728516,49.604610443115234","0.061033220311973134","0.6666666666666666","0"
"rag","8","20","1","1","contrastive","facebook/contriever",". Question: who sings i'm going to soak up the sun?","117","8_1","0.5275179147720337"," answers.","Sheryl Crow,American artist Sheryl Crow,Sheryl Crow,Kidz Bop Kids,American artist Sheryl Crow,Sheryl Crow","53.95456314086914,31.451757431030273,38.77216339111328","0","0","0"
"rag","17","20","1","1","contrastive","facebook/contriever",". Question: anastomosis between the epididymis and the vas deferens?","120","17_7","0.4540599584579468"," is the purpose of this? Answer: The purpose of this is to bypass a blockage in","Vasoepididymostomy,Vasoepididymostomy","37.4348030090332,26.737274169921875,32.23042297363281,27.076305389404297,50.079864501953125,38.94032669067383,32.97737503051758,39.09298324584961,30.25560760498047,32.09284210205078,38.672481536865234,43.864601135253906,35.90016174316406,31.64374542236328,36.569435119628906,33.0073356628418,24.081859588623047,21.076570510864258,55.5661735534668,48.28005599975586","0","0","0"
"rag","7","20","1","1","contrastive","facebook/contriever",". Question: where would a subcutaneous injection be made in the skin?","117","7_1","0.44060415029525757"," Quora A subcutaneous injection is administered just below the skin, in the subcutis layer.","the subcutis","47.0726318359375,26.857412338256836,20.824203491210938,44.94597244262695,29.617290496826172,35.899330139160156,32.70087432861328,39.022705078125,38.861183166503906,37.63322830200195,48.75111389160156,31.27594566345215,35.9044189453125,35.30888366699219,29.891300201416016,24.235933303833008,28.2501220703125,27.843292236328125,37.90614700317383,53.18462371826172","0.041263216881455095","0.25","0"
"rag","24","20","1","1","contrastive","facebook/contriever",". Question: where does the last name galvez come from?","115","24_1","0.4087848663330078","Answer: The surname Galvez is of Spanish origin and is derived from the personal name Galvez","Spanish surname,Spanish","50.87371826171875,25.63450813293457,41.6766357421875,44.52942657470703,50.06904983520508,59.414215087890625,26.93498992919922,49.63218307495117,28.496644973754883,29.24011993408203,40.89372634887695,49.45816421508789,32.3455810546875,23.883056640625,48.70161056518555,31.64325523376465,22.705467224121094,25.169811248779297,21.50225067138672,23.008281707763672","0.018688671660841403","0.11437908496732026","0"
