"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","15","15","1","1","sampling_top_k","facebook/contriever",". Question: is aluminium a ferrous or non ferrous metal?","119","15_1","0.37768107652664185"," quora Aluminum is a non-ferrous metal, which","non-ferrous,non-ferrous,non-ferrous,non-ferrous,non-ferrous","49.04059982299805,26.424226760864258,24.86957359313965,52.38051223754883,30.62887954711914,45.02546310424805,32.22819137573242,36.63197326660156,25.963024139404297,54.23204040527344,35.25334167480469,30.367565155029297,41.31080627441406,43.42182159423828,43.72801971435547","0.03235934848975789","0.4","0"
"rag","5","15","1","1","sampling_top_k","facebook/contriever",". Question: who sang i want to be bobbys girl?","115","5_1","0.5114052295684814"," answers.","Marcie Blane,Marcie Blane","47.53947830200195,29.446840286254883,39.935367584228516","0","0","0"
"rag","18","15","1","1","sampling_top_k","facebook/contriever",". Question: yo la tengo theres a riot going on release date?","118","18_6","0.4454542398452759","Yo La Tengo is an American alternative rock band formed in Hoboken","March 16 , 2018,March 16 , 2018,March 16 , 2018,March 16 , 2018,March 16 , 2018","39.101993560791016,19.423686981201172,33.3237419128418,27.743330001831055,27.258764266967773,19.688013076782227,37.37245178222656,31.808141708374023,21.794713973999023,23.689666748046875,27.467519760131836,44.79863739013672,49.887725830078125,20.1086368560791,27.730098724365234","0","0","0"
"rag","9","15","1","1","sampling_top_k","facebook/contriever",". Question: when did john hart play the lone ranger?","118","9_10","0.3849183917045593","John Hart played the Lone Ranger in the radio series from 1933 to","from 1952 until 1953,from 1952 until 1953,from 1952 until 1953,from 1952 until 1953,from 1952 until 1953","49.67087936401367,29.412744522094727,43.58769607543945,41.77227783203125,23.238739013671875,32.44646453857422,45.00669860839844,42.43446350097656,46.76502227783203,28.971176147460938,22.756711959838867,30.163101196289062,29.046127319335938,20.152963638305664,65.1330795288086","0.018724372764461875","0.11764705882352941","0"
"rag","6","15","1","1","sampling_top_k","facebook/contriever",". Question: when did seat belts become law in ontario?","115","6_1","0.31886518001556396"," ontario seat belt law, canada.","January 1 , 1976,January 1 , 1976,January 1 , 1976,January 1 , 1976,January 1 , 1976","51.30113983154297,30.444278717041016,28.579586029052734,22.89789390563965,63.750144958496094,40.98499298095703,33.016822814941406,39.124168395996094,51.48386001586914,42.36054229736328","0","0","0"
"rag","13","15","1","1","sampling_top_k","facebook/contriever",". Question: what is the approximate volume of blood in your body?","116","13_1","0.4106243848800659",": about 5 liters.","approximately 5 liters,approximately 5 liters,approximately 5 liters","49.607749938964844,47.354286193847656,30.926677703857422,33.865882873535156,45.10563659667969,41.36603546142578,49.60462188720703","0.061033220311973134","0.6666666666666666","0"
"rag","8","15","1","1","sampling_top_k","facebook/contriever",". Question: who sings i'm going to soak up the sun?","117","8_1","0.5275179743766785"," answers.","Sheryl Crow,American artist Sheryl Crow,Sheryl Crow,Kidz Bop Kids,American artist Sheryl Crow,Sheryl Crow","53.954566955566406,31.451745986938477,38.77216720581055","0","0","0"
"rag","17","15","1","1","sampling_top_k","facebook/contriever",". Question: anastomosis between the epididymis and the vas deferens?","120","17_7","0.4540599584579468"," is the purpose of this? Answer: The purpose of this is to","Vasoepididymostomy,Vasoepididymostomy","37.43480682373047,26.73727035522461,32.23040771484375,27.076305389404297,50.07988357543945,38.9403190612793,32.97740936279297,39.0930290222168,30.255578994750977,32.09283447265625,38.672481536865234,43.864585876464844,35.90016174316406,31.643749237060547,36.56943130493164","0","0","0"
"rag","7","15","1","1","sampling_top_k","facebook/contriever",". Question: where would a subcutaneous injection be made in the skin?","117","7_1","0.44060420989990234"," Quora A subcutaneous injection is administered just below the skin, in the","the subcutis","47.07260513305664,26.857402801513672,20.824234008789062,44.94599151611328,29.617290496826172,35.89933776855469,32.70087432861328,39.02269744873047,38.86117935180664,37.63324737548828,48.751129150390625,31.27594757080078,35.904415130615234,35.30887222290039,29.891305923461914","0.020044994979069072","0.14285714285714285","0"
"rag","24","15","1","1","sampling_top_k","facebook/contriever",". Question: where does the last name galvez come from?","115","24_1","0.40878474712371826","Answer: The surname Galvez is of Spanish origin and is derived from","Spanish surname,Spanish","50.87371063232422,25.634567260742188,41.67658615112305,44.52941131591797,50.069061279296875,59.41424560546875,26.934980392456055,49.63215637207031,28.496652603149414,29.240121841430664,40.89373779296875,49.458160400390625,32.345550537109375,23.883041381835938,48.70160675048828","0.02383765064930276","0.14835164835164835","0"
"rag","23","15","1","1","sampling_top_k","facebook/contriever",". Question: where was gunsmoke to the last man filmed?","116","23_7","0.5025200843811035","The film was shot on location in the American Southwest, primarily in New","Tucson , Arizona,Tucson , Arizona,Tucson , Arizona,Tucson , Arizona","47.10112380981445,23.836135864257812,43.18637466430664,39.8748664855957,53.53614807128906,49.15903854370117,34.74898910522461,49.37621307373047,25.563392639160156,25.33346176147461,28.216209411621094,41.8631477355957,34.431678771972656,28.825048446655273,24.37479591369629","0","0","0"
