"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","25","Answer the question: who sang theme song for license to kill?","1","60","272.24237060546875"
"1","20","beam","1","25","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","46.77019119262695"
"2","20","beam","1","25","Answer the question: who wore number 7 for the green bay packers?","1","93","455.4356689453125"
"3","20","beam","1","25","Answer the question: where does patience is a virtue come from?","1","74","33.87417221069336"
"4","20","beam","1","25","Answer the question: who wrote ain't living long like this?","1","38","78.3492202758789"
"5","20","beam","1","25","Answer the question: who played the mom on what's eating gilbert grape?","1","25","214.95957946777344"
"6","20","beam","1","25","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","96.7774429321289"
"7","20","beam","1","25","Answer the question: who added a press room to the white house?","1","52","171.549560546875"
"8","20","beam","1","25","Answer the question: nodding your head no is an example of?","1","91","107.95645141601562"
"9","20","beam","1","25","Answer the question: who sings the theme tune to mum on bbc2?","1","33","400.9659423828125"
"10","20","beam","1","25","Answer the question: who played the detective in little boy blue?","1","68","165.5614776611328"
"11","20","beam","1","25","Answer the question: when was the first horrid henry book written?","1","31","95.67649841308594"
"12","20","beam","1","25","Answer the question: who plays grace in the secret life of the american teenager?","1","81","141.88510131835938"
"13","20","beam","1","25","Answer the question: who has won the canada open women's doubles?","1","63","89.88926696777344"
"14","20","beam","1","25","Answer the question: where does the last name waller come from?","1","45","72.66667938232422"
"15","20","beam","1","25","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","35.039588928222656"
"16","20","beam","1","25","Answer the question: what type of reproduction do whiptail lizards use?","1","67","423.4935302734375"
"17","20","beam","1","25","Answer the question: who sings i don't want to be lonely?","1","78","82.88410186767578"
"18","20","beam","1","25","Answer the question: who wrote song what a friend we have in jesus?","1","27","32.715492248535156"
"19","20","beam","1","25","Answer the question: who is the original singer of just when i needed you most?","1","39","43.6696891784668"
"20","20","beam","1","25","Answer the question: what allows chyme to enter the small intestine?","1","69","229.27479553222656"
"21","20","beam","1","25","Answer the question: where would the group bacteroids likely be found?","1","42","540.8778076171875"
"22","20","beam","1","25","Answer the question: where does the last name andersen originate from?","1","66","98.08949279785156"
"23","20","beam","1","25","Answer the question: how long did the democrats control the house and senate?","1","9","301.02716064453125"
"24","20","beam","1","25","Answer the question: who sang in the movie i walk the line?","1","26","353.78082275390625"
"25","20","beam","1","25","Answer the question: who is the premier of northern cape 2018?","1","59","63.7164192199707"
"26","20","beam","1","25","Answer the question: who owns the biggest house in beverly hills?","1","18","128.6897735595703"
"27","20","beam","1","25","Answer the question: who sings god is great beer is good?","1","89","1840.488037109375"
"28","20","beam","1","25","Answer the question: what does the air gap do on a dishwasher?","1","87","27.884557723999023"
"29","20","beam","1","25","Answer the question: who is the first indian climber of mount everest?","1","97","33.6333122253418"
"30","20","beam","1","25","Answer the question: what is in a pat o brien hurricane?","1","7","217.93206787109375"
"31","20","beam","1","25","Answer the question: what is the name of son of lord krishna?","1","44","68.43856048583984"
"32","20","beam","1","25","Answer the question: who played anna in once upon a time?","1","84","114.78229522705078"
"33","20","beam","1","25","Answer the question: what is the average salary for a us congressman?","1","96","140.42144775390625"
"34","20","beam","1","25","Answer the question: what type of joint connects the incus with the malleus?","1","15","18.241498947143555"
"35","20","beam","1","25","Answer the question: when was the lupus foundation of america founded?","1","17","52.84088134765625"
"36","20","beam","1","25","Answer the question: what started the war between us and japan?","1","41","147.6728515625"
"37","20","beam","1","25","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","122.37811279296875"
"38","20","beam","1","25","Answer the question: who played jennifer in back to the future?","1","21","59.909976959228516"
"39","20","beam","1","25","Answer the question: where are the cardiac and vasomotor centers found?","1","22","106.21727752685547"
"40","20","beam","1","25","Answer the question: who was the first to say i'm going to disney world?","1","50","119.71984100341797"
"41","20","beam","1","25","Answer the question: who sings the whiskey ain't workin anymore?","1","12","116.8463134765625"
"42","20","beam","1","25","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","96.74583435058594"
"43","20","beam","1","25","Answer the question: what goes on the bottom of shepherd's pie?","1","71","312.6396789550781"
"44","20","beam","1","25","Answer the question: who sang the most number of songs in the world?","1","75","57.22898483276367"
"45","20","beam","1","25","Answer the question: who owns spirit of the suwannee music park?","1","57","81.77722930908203"
"46","20","beam","1","25","Answer the question: who is the singer of kal ho na ho?","1","36","46.80746078491211"
"47","20","beam","1","25","Answer the question: what episode does marnie come back in geordie shore?","1","13","140.3082733154297"
"48","20","beam","1","25","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","22.556575775146484"
"49","20","beam","1","25","Answer the question: who sings love will keep us alive by the eagles?","1","14","65.6020278930664"
"50","20","beam","1","25","Answer the question: who sings the theme song for the tv show cops?","1","70","676.5387573242188"
"51","20","beam","1","25","Answer the question: when did 10 shilling note go out of circulation?","1","2","252.03013610839844"
"52","20","beam","1","25","Answer the question: who sang the songs on walk the line?","1","47","263.7254943847656"
"53","20","beam","1","25","Answer the question: who sang the song should have been a cowboy?","1","77","124.12771606445312"
"54","20","beam","1","25","Answer the question: who sang i ran all the way home?","1","1","119.6333236694336"
