"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","15","Answer the question: who sang theme song for license to kill?","1","60","342.6689453125"
"1","20","beam","1","15","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","42.35213851928711"
"2","20","beam","1","15","Answer the question: who wore number 7 for the green bay packers?","1","93","448.6053161621094"
"3","20","beam","1","15","Answer the question: where does patience is a virtue come from?","1","74","39.278812408447266"
"4","20","beam","1","15","Answer the question: who wrote ain't living long like this?","1","38","83.53607940673828"
"5","20","beam","1","15","Answer the question: who played the mom on what's eating gilbert grape?","1","25","108.6203842163086"
"6","20","beam","1","15","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","46.883331298828125"
"7","20","beam","1","15","Answer the question: who added a press room to the white house?","1","52","215.63705444335938"
"8","20","beam","1","15","Answer the question: nodding your head no is an example of?","1","91","91.73029327392578"
"9","20","beam","1","15","Answer the question: who sings the theme tune to mum on bbc2?","1","33","704.4197998046875"
"10","20","beam","1","15","Answer the question: who played the detective in little boy blue?","1","68","264.0274658203125"
"11","20","beam","1","15","Answer the question: when was the first horrid henry book written?","1","31","66.40536499023438"
"12","20","beam","1","15","Answer the question: who plays grace in the secret life of the american teenager?","1","81","71.00776672363281"
"13","20","beam","1","15","Answer the question: who has won the canada open women's doubles?","1","63","93.09520721435547"
"14","20","beam","1","15","Answer the question: where does the last name waller come from?","1","45","78.80348205566406"
"15","20","beam","1","15","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","32.657012939453125"
"16","20","beam","1","15","Answer the question: what type of reproduction do whiptail lizards use?","1","67","342.73529052734375"
"17","20","beam","1","15","Answer the question: who sings i don't want to be lonely?","1","78","83.65311431884766"
"18","20","beam","1","15","Answer the question: who wrote song what a friend we have in jesus?","1","27","32.38078689575195"
"19","20","beam","1","15","Answer the question: who is the original singer of just when i needed you most?","1","39","52.00667953491211"
"20","20","beam","1","15","Answer the question: what allows chyme to enter the small intestine?","1","69","230.675048828125"
"21","20","beam","1","15","Answer the question: where would the group bacteroids likely be found?","1","42","408.7004089355469"
"22","20","beam","1","15","Answer the question: where does the last name andersen originate from?","1","66","116.2707290649414"
"23","20","beam","1","15","Answer the question: how long did the democrats control the house and senate?","1","9","195.81057739257812"
"24","20","beam","1","15","Answer the question: who sang in the movie i walk the line?","1","26","537.9471435546875"
"25","20","beam","1","15","Answer the question: who is the premier of northern cape 2018?","1","59","53.152671813964844"
"26","20","beam","1","15","Answer the question: who owns the biggest house in beverly hills?","1","18","100.25917053222656"
"27","20","beam","1","15","Answer the question: who sings god is great beer is good?","1","89","1868.01806640625"
"28","20","beam","1","15","Answer the question: what does the air gap do on a dishwasher?","1","87","36.93368148803711"
"29","20","beam","1","15","Answer the question: who is the first indian climber of mount everest?","1","97","39.353363037109375"
"30","20","beam","1","15","Answer the question: what is in a pat o brien hurricane?","1","7","325.8268127441406"
"31","20","beam","1","15","Answer the question: what is the name of son of lord krishna?","1","44","78.9246826171875"
"32","20","beam","1","15","Answer the question: who played anna in once upon a time?","1","84","113.37451934814453"
"33","20","beam","1","15","Answer the question: what is the average salary for a us congressman?","1","96","132.57662963867188"
"34","20","beam","1","15","Answer the question: what type of joint connects the incus with the malleus?","1","15","19.552865982055664"
"35","20","beam","1","15","Answer the question: when was the lupus foundation of america founded?","1","17","42.8337287902832"
"36","20","beam","1","15","Answer the question: what started the war between us and japan?","1","41","170.5091094970703"
"37","20","beam","1","15","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","137.76312255859375"
"38","20","beam","1","15","Answer the question: who played jennifer in back to the future?","1","21","49.45716094970703"
"39","20","beam","1","15","Answer the question: where are the cardiac and vasomotor centers found?","1","22","75.27954864501953"
"40","20","beam","1","15","Answer the question: who was the first to say i'm going to disney world?","1","50","72.83426666259766"
"41","20","beam","1","15","Answer the question: who sings the whiskey ain't workin anymore?","1","12","78.33965301513672"
"42","20","beam","1","15","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","95.13163757324219"
"43","20","beam","1","15","Answer the question: what goes on the bottom of shepherd's pie?","1","71","254.2718505859375"
"44","20","beam","1","15","Answer the question: who sang the most number of songs in the world?","1","75","41.94633483886719"
"45","20","beam","1","15","Answer the question: who owns spirit of the suwannee music park?","1","57","152.2378387451172"
"46","20","beam","1","15","Answer the question: who is the singer of kal ho na ho?","1","36","35.84305953979492"
"47","20","beam","1","15","Answer the question: what episode does marnie come back in geordie shore?","1","13","286.03387451171875"
"48","20","beam","1","15","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","17.18515396118164"
"49","20","beam","1","15","Answer the question: who sings love will keep us alive by the eagles?","1","14","56.2305908203125"
"50","20","beam","1","15","Answer the question: who sings the theme song for the tv show cops?","1","70","755.3282470703125"
"51","20","beam","1","15","Answer the question: when did 10 shilling note go out of circulation?","1","2","247.5388641357422"
"52","20","beam","1","15","Answer the question: who sang the songs on walk the line?","1","47","362.2306213378906"
"53","20","beam","1","15","Answer the question: who sang the song should have been a cowboy?","1","77","102.17782592773438"
"54","20","beam","1","15","Answer the question: who sang i ran all the way home?","1","1","98.16010284423828"
