"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","10","Answer the question: who sang theme song for license to kill?","1","60","231.24266052246094"
"1","20","beam","1","10","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","82.31539916992188"
"2","20","beam","1","10","Answer the question: who wore number 7 for the green bay packers?","1","93","199.90562438964844"
"3","20","beam","1","10","Answer the question: where does patience is a virtue come from?","1","74","47.144107818603516"
"4","20","beam","1","10","Answer the question: who wrote ain't living long like this?","1","38","56.43866729736328"
"5","20","beam","1","10","Answer the question: who played the mom on what's eating gilbert grape?","1","25","115.71636199951172"
"6","20","beam","1","10","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","91.38226318359375"
"7","20","beam","1","10","Answer the question: who added a press room to the white house?","1","52","175.64076232910156"
"8","20","beam","1","10","Answer the question: nodding your head no is an example of?","1","91","69.11643981933594"
"9","20","beam","1","10","Answer the question: who sings the theme tune to mum on bbc2?","1","33","616.1485595703125"
"10","20","beam","1","10","Answer the question: who played the detective in little boy blue?","1","68","291.1154479980469"
"11","20","beam","1","10","Answer the question: when was the first horrid henry book written?","1","31","64.69953918457031"
"12","20","beam","1","10","Answer the question: who plays grace in the secret life of the american teenager?","1","81","95.24315643310547"
"13","20","beam","1","10","Answer the question: who has won the canada open women's doubles?","1","63","78.65729522705078"
"14","20","beam","1","10","Answer the question: where does the last name waller come from?","1","45","67.84770965576172"
"15","20","beam","1","10","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","22.55105972290039"
"16","20","beam","1","10","Answer the question: what type of reproduction do whiptail lizards use?","1","67","293.92169189453125"
"17","20","beam","1","10","Answer the question: who sings i don't want to be lonely?","1","78","68.0185775756836"
"18","20","beam","1","10","Answer the question: who wrote song what a friend we have in jesus?","1","27","50.669151306152344"
"19","20","beam","1","10","Answer the question: who is the original singer of just when i needed you most?","1","39","52.25135803222656"
"20","20","beam","1","10","Answer the question: what allows chyme to enter the small intestine?","1","69","185.41917419433594"
"21","20","beam","1","10","Answer the question: where would the group bacteroids likely be found?","1","42","1250.071044921875"
"22","20","beam","1","10","Answer the question: where does the last name andersen originate from?","1","66","162.18496704101562"
"23","20","beam","1","10","Answer the question: how long did the democrats control the house and senate?","1","9","263.7279968261719"
"24","20","beam","1","10","Answer the question: who sang in the movie i walk the line?","1","26","409.34539794921875"
"25","20","beam","1","10","Answer the question: who is the premier of northern cape 2018?","1","59","66.06521606445312"
"26","20","beam","1","10","Answer the question: who owns the biggest house in beverly hills?","1","18","100.7239761352539"
"27","20","beam","1","10","Answer the question: who sings god is great beer is good?","1","89","4106.8466796875"
"28","20","beam","1","10","Answer the question: what does the air gap do on a dishwasher?","1","87","37.35881042480469"
"29","20","beam","1","10","Answer the question: who is the first indian climber of mount everest?","1","97","27.233301162719727"
"30","20","beam","1","10","Answer the question: what is in a pat o brien hurricane?","1","7","393.47125244140625"
"31","20","beam","1","10","Answer the question: what is the name of son of lord krishna?","1","44","67.99400329589844"
"32","20","beam","1","10","Answer the question: who played anna in once upon a time?","1","84","130.27088928222656"
"33","20","beam","1","10","Answer the question: what is the average salary for a us congressman?","1","96","142.7096405029297"
"34","20","beam","1","10","Answer the question: what type of joint connects the incus with the malleus?","1","15","26.73341178894043"
"35","20","beam","1","10","Answer the question: when was the lupus foundation of america founded?","1","17","28.58395767211914"
"36","20","beam","1","10","Answer the question: what started the war between us and japan?","1","41","163.53277587890625"
"37","20","beam","1","10","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","72.25891876220703"
"38","20","beam","1","10","Answer the question: who played jennifer in back to the future?","1","21","34.93505859375"
"39","20","beam","1","10","Answer the question: where are the cardiac and vasomotor centers found?","1","22","66.1385269165039"
"40","20","beam","1","10","Answer the question: who was the first to say i'm going to disney world?","1","50","75.5711898803711"
"41","20","beam","1","10","Answer the question: who sings the whiskey ain't workin anymore?","1","12","71.72193145751953"
"42","20","beam","1","10","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","176.5681610107422"
"43","20","beam","1","10","Answer the question: what goes on the bottom of shepherd's pie?","1","71","254.70774841308594"
"44","20","beam","1","10","Answer the question: who sang the most number of songs in the world?","1","75","41.92082977294922"
"45","20","beam","1","10","Answer the question: who owns spirit of the suwannee music park?","1","57","394.1466979980469"
"46","20","beam","1","10","Answer the question: who is the singer of kal ho na ho?","1","36","64.57735443115234"
"47","20","beam","1","10","Answer the question: what episode does marnie come back in geordie shore?","1","13","214.0896759033203"
"48","20","beam","1","10","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","26.38253402709961"
"49","20","beam","1","10","Answer the question: who sings love will keep us alive by the eagles?","1","14","61.19565200805664"
"50","20","beam","1","10","Answer the question: who sings the theme song for the tv show cops?","1","70","768.7745971679688"
"51","20","beam","1","10","Answer the question: when did 10 shilling note go out of circulation?","1","2","194.9833984375"
"52","20","beam","1","10","Answer the question: who sang the songs on walk the line?","1","47","260.1230773925781"
"53","20","beam","1","10","Answer the question: who sang the song should have been a cowboy?","1","77","131.90789794921875"
"54","20","beam","1","10","Answer the question: who sang i ran all the way home?","1","1","76.94526672363281"
"55","20","beam","1","10","Answer the question: what is the second largest country in asia?","1","16","33.23219299316406"
"56","20","beam","1","10","Answer the question: who sang the theme song for the man with the golden gun?","1","32","168.84645080566406"
"57","20","beam","1","10","Answer the question: where does the last name roberts come from?","1","54","89.43248748779297"
"58","20","beam","1","10","Answer the question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1","83","65.29341125488281"
"59","20","beam","1","10","Answer the question: who is the captain of richmond football club?","1","51","36.474632263183594"
"60","20","beam","1","10","Answer the question: what's the difference between salisbury steak and hamburger steak?","1","80","12.029157638549805"
"61","20","beam","1","10","Answer the question: where is the heart of palm on a palm tree?","1","79","63.84796142578125"
"62","20","beam","1","10","Answer the question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","1","61","44.488494873046875"
"63","20","beam","1","10","Answer the question: how old do you have to be to get a gun licence in nz?","1","46","42.8665771484375"
"64","20","beam","1","10","Answer the question: what is the meaning of gorakh dhanda in urdu?","1","65","63.82808303833008"
"65","20","beam","1","10","Answer the question: when did the song things that make you go hmmm come out?","1","29","191.2340545654297"
"66","20","beam","1","10","Answer the question: cast of the have and have nots play?","1","98","164.40565490722656"
"67","20","beam","1","10","Answer the question: where does the last name orozco originate from?","1","8","57.39316940307617"
"68","20","beam","1","10","Answer the question: what is the name of india pakistan border?","1","58","31.651704788208008"
"69","20","beam","1","10","Answer the question: which british city is farthest from the sea?","1","11","91.69959259033203"
"70","20","beam","1","10","Answer the question: who played mrs warboys in one foot in the grave?","1","35","67.25518798828125"
"71","20","beam","1","10","Answer the question: who stepped out of the dithyrambic chorus to become the first actor?","1","19","92.88534545898438"
"72","20","beam","1","10","Answer the question: where was the salvation army's christmas collection kettle first introduced?","1","40","128.43984985351562"
"73","20","beam","1","10","Answer the question: sequel to a christmas story it runs in the family?","1","82","81.97212219238281"
"74","20","beam","1","10","Answer the question: where was because i could not stop for death published?","1","4","328.52734375"
"75","20","beam","1","10","Answer the question: where does kfc get their chicken in south africa?","1","43","99.61180877685547"
"76","20","beam","1","10","Answer the question: who won the super heavyweight gold medal at the 2000 olympics?","1","88","156.06439208984375"
"77","20","beam","1","10","Answer the question: when did men's curling start in the olympics?","1","28","81.10072326660156"
"78","20","beam","1","10","Answer the question: which state is the richest state in nigeria?","1","10","217.4087371826172"
"79","20","beam","1","10","Answer the question: who wrote if she knew what she wants?","1","37","52.00150680541992"
"80","20","beam","1","10","Answer the question: where was the film coming home for christmas filmed?","1","86","103.90544128417969"
"81","20","beam","1","10","Answer the question: who plays the mother of howard on big bang theory?","1","5","249.8253173828125"
"82","20","beam","1","10","Answer the question: who was the dj on in living color?","1","94","234.0156707763672"
"83","20","beam","1","10","Answer the question: when did the granite mountain hotshots get certified?","1","56","143.21170043945312"
"84","20","beam","1","10","Answer the question: who has been appointed as the election commissioner of india?","1","6","33.47481155395508"
"85","20","beam","1","10","Answer the question: what is the ultimate objective of financial management?","1","76","61.01523208618164"
"86","20","beam","1","10","Answer the question: new movie of ajay devgan and sonakshi sinha?","1","72","56.471588134765625"
"87","20","beam","1","10","Answer the question: who kidnapped ben in the deep end of the ocean?","1","85","170.01832580566406"
"88","20","beam","1","10","Answer the question: university of michigan school of public health ranking?","1","90","32.7659912109375"
"89","20","beam","1","10","Answer the question: what is the name of the gap between two front teeth?","1","48","65.3136215209961"
"90","20","beam","1","10","Answer the question: who plays colin on young and the restless?","1","0","687.2395629882812"
"91","20","beam","1","10","Answer the question: when was the last time tug-of-war was an official olympic sport?","1","49","13.50689697265625"
"92","20","beam","1","10","Answer the question: who is the actress who plays baker on blue bloods?","1","95","37.87028121948242"
"93","20","beam","1","10","Answer the question: what is the function of the pericardial sac?","1","73","45.06476593017578"
"94","20","beam","1","10","Answer the question: who won the 2017 sports personality of the year?","1","30","75.21406555175781"
"95","20","beam","1","10","Answer the question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","1","62","69.40485382080078"
"96","20","beam","1","10","Answer the question: what was the first capital city of australia?","1","34","25.814319610595703"
"97","20","beam","1","10","Answer the question: who is the young man in hawthorne's my kinsman major molineux?","1","99","75.229736328125"
"98","20","beam","1","10","Answer the question: who is the authority or governing body of mca?","1","64","454.1630859375"
"99","20","beam","1","10","Answer the question: who invented the cornell method of note taking?","1","3","107.3769302368164"
