"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","240","15","1","5","beam","facebook/contriever",". Question: Why did Ronnie and Mom go to the Davis house after being kicked out? 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","476","240_13,240_51,240_14,240_11,240_19","0.4432244300842285,0.44751977920532227,0.5026675462722778,0.5166780948638916,0.52152019739151","1) They needed to hide from the authorities.","2","18.345918655395508,29.912857055664062,49.57060241699219,47.15810775756836,41.42129135131836,51.75776290893555,35.322662353515625,42.092498779296875,54.583099365234375,35.730899810791016,50.87571716308594","0","0","0"
"rag","93","15","1","5","beam","facebook/contriever",". Question: What is the author’s thesis? 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","375","93_4,93_1,93_9,93_14,93_8","0.46049582958221436,0.49629920721054077,0.5212478637695312,0.5315731763839722,0.5353219509124756","1) That even Keynesian economists are misinterpreting some","1","13.414050102233887,17.573699951171875,43.21654510498047,40.96049118041992,47.52897644042969,44.24064636230469,25.848285675048828,25.811819076538086,35.20826721191406,43.66598129272461,43.460166931152344,30.984670639038086,28.6279354095459,32.24346160888672,39.91862106323242","0","0.2222222222222222","0"
"rag","296","15","1","5","beam","facebook/contriever",". Question: What does the author credit the recent dramatic change in politics to?  1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","363","296_19,296_1,296_2,296_12,296_20","0.520307183265686,0.5718733668327332,0.5720698833465576,0.5885481238365173,0.6164084672927856","1) The internet as a political tool
The author attributes the recent","1","16.526952743530273,24.695480346679688,47.83953094482422,55.941009521484375,51.08211898803711,54.019195556640625,58.258358001708984,45.111671447753906,42.182369232177734,50.959171295166016,33.50918960571289,52.64155578613281,52.87565612792969,54.68465042114258,58.179962158203125","0","0.15384615384615385","0"
"rag","155","15","1","5","beam","facebook/contriever",". Question: What is the author's overall feeling towards modern dentistry as a whole in this passage? 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","558","155_24,155_12,155_10,155_22,155_32","0.5383205413818359,0.5430186986923218,0.5584430694580078,0.5735218524932861,0.5783411264419556","3) Positive; the author implies that modern dentistry has only improved","4","17.600692749023438,20.30121421813965,35.18052673339844,50.73316955566406,46.238224029541016,44.37412643432617,42.52734375,32.69978713989258,47.490684509277344,38.56870651245117,36.21774673461914,30.699832916259766,41.57439422607422,42.46918487548828,36.30376434326172","0","0","0"
"rag","102","15","1","5","beam","facebook/contriever",". Question: What level of depth does the author provide on the subjects they use to make their case? 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","363","102_25,102_23,102_16,102_26,102_5","0.6559242010116577,0.6776003241539001,0.680377185344696,0.6946979761123657,0.698128342628479","4) They provide deep, explanatory statistics to most arguments.","2","13.972160339355469,21.926612854003906,45.186641693115234,49.0932502746582,52.3946647644043,51.599952697753906,49.118316650390625,27.695533752441406,49.340213775634766,49.908321380615234,40.99441909790039,41.46397399902344,60.08001708984375","0","0","0"
"rag","209","15","1","5","beam","facebook/contriever",". Question: Why was a Dr. able to examine Parks without being suspicious? 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","517","209_23,209_21,209_6,209_37,209_30","0.5686855316162109,0.590375542640686,0.5953518152236938,0.6134200692176819,0.6173905730247498","1) The Dr.","3","16.10508918762207,28.95484161376953,49.29095458984375,40.95567321777344,48.31996536254883,56.362972259521484","0","0","0"
"rag","135","15","1","5","beam","facebook/contriever",". Question: What role does technology play in Tannen’s views? 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","374","135_35,135_24,135_34,135_3,135_17","0.39034509658813477,0.4666825532913208,0.5120676755905151,0.5245596170425415,0.5393173098564148","1) 2) 3) 4)
Context: truth; 4","3","12.576074600219727,18.92881202697754,48.47967529296875,48.0875129699707,41.424076080322266,56.99908447265625,43.57068634033203,57.290218353271484,38.18220520019531,47.329105377197266,18.678287506103516,54.341163635253906,56.70924377441406,48.92045211791992,48.67487335205078","0","0.25","0"
"rag","272","15","1","5","beam","facebook/contriever",". Question: What does the author think that social media has the power to amplify? 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","478","272_12,272_5,272_3,272_13,272_28","0.5060379505157471,0.5751811265945435,0.5885967016220093,0.5920698642730713,0.6186356544494629","1) Both Positive and Negative Social Behaviors 2) Negative Social","1","16.830772399902344,29.40982437133789,56.083412170410156,57.62870788574219,65.63571166992188,59.10051345825195,52.046207427978516,47.40772247314453,42.86800003051758,31.50613784790039,30.026506423950195,50.09482955932617,41.93500518798828,62.48624038696289,53.16255569458008","0","0.18181818181818182","0"
"rag","125","15","1","5","beam","facebook/contriever",". Question: What does the author suggest are some traits Said possesses? 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","380","125_12,125_23,125_34,125_35,125_13","0.6441915035247803,0.6665613055229187,0.6748172044754028,0.6850405335426331,0.6865932941436768","1) Boldness, confidence 
2) Vanity, dis","1","12.646621704101562,28.343528747558594,49.263893127441406,51.09210968017578,46.5212516784668,53.08725357055664,51.62713623046875,44.60703659057617,21.28533935546875,32.7630500793457,37.1993293762207,63.147037506103516,37.16627883911133,50.89083480834961,55.826499938964844","0","0.2857142857142857","0"
"rag","325","15","1","5","beam","facebook/contriever",". Question: What is a message of this article? 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","431","325_17,325_16,325_13,325_33,325_6","0.5026752948760986,0.5122205018997192,0.5252988934516907,0.5332364439964294,0.5438069105148315","1) Technology will continue to change 2) It is important to understand","1","14.82894515991211,21.4561710357666,48.68310546875,53.323204040527344,42.72751998901367,43.942771911621094,46.04029083251953,42.47370147705078,48.604148864746094,39.31702423095703,60.53505325317383,46.30663299560547,42.09714889526367,45.45454025268555,39.44575500488281","0","0.15384615384615385","0"
