"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","15","sampling_top_p","5","100",". Why did Ronnie and Mom go to the Davis house after being kicked out?. Answer one of the following options: 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","83","240,93,296,155,102","1) They needed to hide from the authorities 
2) They","2","16.69831085205078,25.417312622070312,43.046058654785156,48.82233428955078,35.92402648925781,41.18824768066406,31.807640075683594,36.68978500366211,44.271568298339844,30.5458984375,48.53646469116211,19.669757843017578,24.089799880981445,33.44404220581055,51.51573944091797","0","0.18181818181818182","0"
"1","15","sampling_top_p","5","100",". What is the author’s thesis?. Answer one of the following options: 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","99","240,93,296,155,102","3) Keynesian economists are more united than divided. 
","1","15.833945274353027,32.28694152832031,43.452701568603516,54.809444427490234,29.481298446655273,27.929851531982422,37.03483200073242,45.440704345703125,43.28915023803711,25.746963500976562,37.37104797363281,24.54384422302246,49.96611022949219,45.499855041503906,21.77245330810547","0","0","0"
"2","15","sampling_top_p","5","100",". What does the author credit the recent dramatic change in politics to? . Answer one of the following options: 1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","49","240,93,296,155,102","1) The internet as a political tool

The author credits the","1","14.898544311523438,27.621360778808594,43.20090866088867,49.11806106567383,43.91698455810547,44.49831008911133,52.291500091552734,32.43790054321289,31.203418731689453,44.081748962402344,23.158700942993164,25.06415367126465,55.90348815917969,49.70890426635742,56.18775939941406","0","0.16666666666666669","0"
"3","15","sampling_top_p","5","100",". What is the author's overall feeling towards modern dentistry as a whole in this passage?. Answer one of the following options: 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","107","240,93,296,155,102","3) Positive; the author implies that modern dentistry has only improved","4","16.74064826965332,31.098094940185547,39.11756134033203,54.73480224609375,51.78696823120117,48.86505126953125,50.266632080078125,31.987518310546875,47.14805221557617,36.15034103393555,31.282302856445312,32.75965881347656,38.86187744140625,39.531742095947266,35.8533935546875","0","0","0"
"4","15","sampling_top_p","5","100",". What level of depth does the author provide on the subjects they use to make their case?. Answer one of the following options: 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","82","240,93,296,155,102","4) They provide deep, explanatory statistics to most arguments. 
","2","17.33662223815918,30.852022171020508,52.10353088378906,55.8158073425293,48.05616760253906,48.33443069458008,44.91746520996094,26.534481048583984,37.26795959472656,46.3434944152832,36.078941345214844,34.32544708251953,62.33609390258789,47.30816650390625,23.775157928466797","0","0","0"
"5","15","sampling_top_p","5","100",". Why was a Dr. able to examine Parks without being suspicious?. Answer one of the following options: 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","74","209,135,272,125,325","4) Parks had too strong of a disguise. 
This is","3","17.510887145996094,34.311763763427734,48.30902862548828,58.74493408203125,36.316993713378906,37.21952438354492,32.254302978515625,40.88627243041992,38.58308029174805,27.76426124572754,47.74238967895508,41.02398681640625,22.512285232543945,28.264083862304688,32.63461685180664","0","0","0"
"6","15","sampling_top_p","5","100",". What role does technology play in Tannen’s views?. Answer one of the following options: 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","80","209,135,272,125,325","4) It supports the first amendment of which there is no criticism.","3","16.460895538330078,35.93640899658203,47.046356201171875,55.40226364135742,51.35597229003906,51.984676361083984,43.654823303222656,38.966224670410156,54.584922790527344,42.488582611083984,50.4715576171875,49.25141143798828,46.04222106933594,28.508384704589844,57.91522979736328","0","0","0"
"7","15","sampling_top_p","5","100",". What does the author think that social media has the power to amplify?. Answer one of the following options: 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","57","209,135,272,125,325","4) Positive Altruistic Behavior. The author believes that social media","1","15.745330810546875,29.93971824645996,46.67644500732422,65.08509826660156,63.18107604980469,31.06201171875,39.903526306152344,53.54170227050781,50.595741271972656,51.823814392089844,67.61872100830078,47.9473991394043,63.23329544067383,59.62316131591797,54.364463806152344","0","0","0"
"8","15","sampling_top_p","5","100",". What does the author suggest are some traits Said possesses?. Answer one of the following options: 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","53","209,135,272,125,325","1) Boldness, confidence. The author suggests that Said possesses bold","1","15.44375228881836,27.131357192993164,46.7822265625,58.80553436279297,39.09494400024414,57.60688781738281,46.676414489746094,47.368534088134766,52.3924446105957,63.33806610107422,42.2325325012207,66.62431335449219,60.306114196777344,49.34712219238281,56.058319091796875","0","0.18181818181818182","0"
"9","15","sampling_top_p","5","100",". What is a message of this article?. Answer one of the following options: 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","52","209,135,272,125,325","4) Maglev was a failure.

. What is the","1","17.271989822387695,28.18353843688965,39.83570098876953,57.82040023803711,36.19298553466797,29.801471710205078,42.77201461791992,38.63517379760742,53.29883575439453,36.567874908447266,22.057104110717773,19.3488712310791,40.518943786621094,39.716312408447266,42.894554138183594","0","0","0"
"10","15","sampling_top_p","5","100",". What caused Skippy to start hearing different voices?. Answer one of the following options: 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","58","255,181,212,269,315","1) Using his telepathy too much
2) Being hit in","2","15.989124298095703,26.2591609954834,47.86555480957031,47.640506744384766,58.402034759521484,32.925872802734375,28.592300415039062,35.971946716308594,30.563182830810547,41.9473991394043,26.551002502441406,40.445987701416016,48.198944091796875,30.746644973754883,38.924293518066406","0","0.18181818181818182","0"
"11","15","sampling_top_p","5","100",". What was different about the Kung Fu class?. Answer one of the following options: 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","69","255,181,212,269,315","4) The class was done in the park.

. What","2","14.923213958740234,25.011764526367188,41.697853088378906,44.29729080200195,51.626277923583984,45.11683654785156,36.72984313964844,45.29033279418945,41.54705810546875,33.20786666870117,62.428070068359375,38.46707534790039,16.230775833129883,15.627260208129883,49.935516357421875","0","0","0"
"12","15","sampling_top_p","5","100",". What did Morgan assume when he thought that principles of business would be the same in both worlds?. Answer one of the following options: 1) That he would be able to start a business without any issues 2) That he would be able to get a newspaper for free 3) That his money would be good in this world 4) That he could negotiate the price of items at the store. Answer: ","82","255,181,212,269,315","4) That he could negotiate the price of items at the store.","3","16.76498794555664,27.09752655029297,41.870357513427734,55.95317840576172,59.54022979736328,48.42276382446289,35.804080963134766,44.905426025390625,46.6740608215332,39.040428161621094,34.58576583862305,37.75826644897461,42.907596588134766,35.522064208984375,47.22969055175781","0","0","0"
"13","15","sampling_top_p","5","100",". What is the main factor that makes maglev trains more successful in Asia?. Answer one of the following options: 1) More efficient organization of construction projects 2) A greater importance on speed of travel 3) Increased passenger volume 4) More accurate train schedules. Answer: ","55","255,181,212,269,315","1) More efficient organization of construction projects. Maglev trains require a","3","15.478764533996582,24.500085830688477,41.446739196777344,45.67707443237305,35.2441520690918,33.57557678222656,39.38941955566406,34.542972564697266,35.650794982910156,41.80487823486328,34.95541763305664,34.248985290527344,37.184532165527344,38.52895736694336,24.67996597290039","0","0","0"
"14","15","sampling_top_p","5","100",". The narrator's false sense of superiority. Answer one of the following options: 1) leads him to believe that he was the mastermind behind the victory over the high roller, but the kid actually was the one who saved the day. 2) almost got them killed when the big roller came to play. 3) turns out to be a huge joke at his expense because they are all exposed. 4) actually comes in handy because he comes up with a great plan to use when the high roller comes in.. Answer: ","106","255,181,212,269,315","1) leads him to believe that he was the mastermind behind the","1","15.326241493225098,26.939411163330078,50.79850387573242,51.51258087158203,57.23353958129883,47.46583938598633,34.92366027832031,48.71534729003906,53.913978576660156,48.975440979003906,44.19317626953125,39.11447525024414,36.87189483642578,38.101661682128906,50.984031677246094","0","0.15384615384615385","0"
"15","15","sampling_top_p","5","100",". How was Nash’s family involved in the story?. Answer one of the following options: 1) His two sons and previous wife were talked about 2) His father was a large influence on his life 3) His mother’s influence was discussed at length 4) His parents and wife were discussed. Answer: ","64","111,158,278,169,265","4) His parents and wife were discussed. 
a) How","1","17.269399642944336,28.613265991210938,48.85841751098633,60.644187927246094,62.732540130615234,51.8400993347168,37.71162033081055,45.79494857788086,25.962932586669922,56.89305877685547,51.97921371459961,25.1061954498291,23.276065826416016,40.12357711791992,51.49066925048828","0","0","0"
