"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","1",". Why did Ronnie and Mom go to the Davis house after being kicked out?. Answer one of the following options: 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","83","240","1) They needed to hide from the authorities.","2","16.508651733398438,20.837135314941406,36.15633773803711,41.77131271362305,46.97142791748047,43.13397979736328,64.16588592529297,40.75046157836914,54.32638931274414,55.696861267089844,35.24201583862305","0","0","0"
"1","20","beam","1","1",". What is the author’s thesis?. Answer one of the following options: 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","99","93","1) That even Keynesian economists are misinterpreting some of the intentions of Ke","1","17.483604431152344,37.75050735473633,51.32145309448242,49.47266387939453,49.93818283081055,35.842201232910156,31.325580596923828,27.37526512145996,31.755176544189453,42.580055236816406,33.83672332763672,31.766197204589844,26.424972534179688,35.39536666870117,37.01741409301758,40.39073944091797,48.67540740966797,29.027420043945312,49.65305709838867,51.58881759643555","0","0.14285714285714288","0"
"2","20","beam","1","1",". What does the author credit the recent dramatic change in politics to? . Answer one of the following options: 1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","49","296","2) Geopolitical tension
The author credits geopolitical tension as the recent dramatic change","1","14.197033882141113,20.052873611450195,47.947540283203125,58.849857330322266,24.052194595336914,29.643905639648438,48.965492248535156,31.770544052124023,17.00583267211914,44.04933166503906,38.47575378417969,50.280391693115234,27.346893310546875,32.90614318847656,60.19784164428711,53.877044677734375,51.20429229736328,50.611785888671875,47.227088928222656,52.614994049072266","0","0","0"
"3","20","beam","1","1",". What is the author's overall feeling towards modern dentistry as a whole in this passage?. Answer one of the following options: 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","107","155","4) Mixed
Explanation: The author acknowledges both the positive and negative aspects of modern dent","4","16.464340209960938,29.364643096923828,37.3352165222168,57.215606689453125,42.80900573730469,23.239355087280273,27.36412811279297,47.78168487548828,44.32759094238281,58.557525634765625,36.89598846435547,50.26976013183594,54.94264602661133,59.866180419921875,42.130043029785156,43.653228759765625,51.8006591796875,46.89199447631836,59.31327438354492,49.74831771850586","0","0.125","0"
"4","20","beam","1","1",". What level of depth does the author provide on the subjects they use to make their case?. Answer one of the following options: 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","82","102","4) They provide deep, explanatory statistics to most arguments.","2","18.382568359375,25.20730972290039,41.452667236328125,54.977073669433594,58.93380355834961,52.13507080078125,41.09782409667969,27.332582473754883,43.16651916503906,44.96946334838867,42.541709899902344,41.53596115112305,53.26789855957031","0","0","0"
"5","20","beam","1","1",". Why was a Dr. able to examine Parks without being suspicious?. Answer one of the following options: 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","74","209","4) Parks had too strong of a disguise.","3","17.25516128540039,34.164344787597656,44.507347106933594,60.1668815612793,33.90790557861328,45.34259796142578,32.541133880615234,41.66632843017578,37.2653923034668,27.306411743164062,38.779170989990234","0","0","0"
"6","20","beam","1","1",". What role does technology play in Tannen’s views?. Answer one of the following options: 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","80","135","It allows the facts to surface and be shared.","3","16.895151138305664,34.02622604370117,60.3602294921875,51.08091354370117,62.90455627441406,50.2089958190918,42.60729217529297,44.10179138183594,45.69318771362305,57.789306640625,47.712318420410156","0","0","0"
"7","20","beam","1","1",". What does the author think that social media has the power to amplify?. Answer one of the following options: 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","57","272","1) Both Positive and Negative Social Behaviors - This is because social media can bring people","1","15.078808784484863,30.989965438842773,52.76305389404297,60.02155303955078,60.93781280517578,65.64086151123047,54.87059783935547,52.0380973815918,53.881187438964844,30.625808715820312,30.2535400390625,44.129337310791016,46.92060470581055,44.04220199584961,43.67250061035156,46.198970794677734,55.48328399658203,39.18785095214844,51.200950622558594,38.21454620361328","0","0.125","0"
"8","20","beam","1","1",". What does the author suggest are some traits Said possesses?. Answer one of the following options: 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","53","125","1) Boldness, confidence.","1","14.570079803466797,25.139232635498047,44.73361587524414,61.14862060546875,38.279720306396484,42.3629264831543,60.49720764160156,41.26154327392578","0","0.5","0"
"9","20","beam","1","1",". What is a message of this article?. Answer one of the following options: 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","52","325","1) Technology will continue to change, and we need to adapt to it.","1","16.427656173706055,23.46074867248535,45.46052932739258,55.83774948120117,43.21006774902344,41.4066162109375,39.41703796386719,38.007694244384766,30.09429931640625,30.29287338256836,28.74250602722168,45.797752380371094,29.948863983154297,42.548866271972656,41.816627502441406,30.07422637939453,45.07288360595703","0","0.14285714285714288","0"
