"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","5",". Why did Ronnie and Mom go to the Davis house after being kicked out?. Answer one of the following options: 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","83","240","4) Mr.","2","17.61822509765625,22.799057006835938,41.45957946777344,42.639400482177734,66.61186218261719","0","0","0"
"1","20","beam","1","5",". What is the author’s thesis?. Answer one of the following options: 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","99","93","1) The author of this quote is probably referring to the fact that many economists today interpret Ke","1","18.74955940246582,25.64950180053711,41.6450309753418,41.558292388916016,33.38882827758789,41.3026008605957,31.606769561767578,41.929046630859375,38.24014663696289,17.94744110107422,18.56235694885254,43.4737434387207,24.45455551147461,28.01782989501953,49.79706573486328,25.60460662841797,32.33465576171875,28.824920654296875,24.595394134521484,30.670494079589844","0","0.10526315789473684","0"
"2","20","beam","1","5",". What does the author credit the recent dramatic change in politics to? . Answer one of the following options: 1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","49","296","1) The internet as a political tool
2) The internet is a tool for political change","1","16.103633880615234,30.28251838684082,48.43321228027344,49.0172119140625,51.63325119018555,45.34636306762695,52.66688919067383,53.01628112792969,48.545955657958984,45.7546501159668,40.202247619628906,46.60137176513672,55.02537155151367,53.20542907714844,45.02812194824219,44.18608474731445,42.261322021484375,45.60455322265625,43.894535064697266,38.015113830566406","0","0.11764705882352941","0"
"3","20","beam","1","5",". What is the author's overall feeling towards modern dentistry as a whole in this passage?. Answer one of the following options: 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","107","155","3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the","4","20.409744262695312,26.362232208251953,33.11857604980469,43.55364227294922,49.47556686401367,44.12235641479492,48.26762390136719,27.624303817749023,44.951934814453125,34.977622985839844,33.26613235473633,29.631855010986328,36.4066276550293,40.75379180908203,34.101234436035156,46.606834411621094,35.73694610595703,31.74121856689453,41.50822067260742,41.94318389892578","0","0","0"
"4","20","beam","1","5",". What level of depth does the author provide on the subjects they use to make their case?. Answer one of the following options: 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","82","102","3) They provide deep, explanatory statistics to most arguments.","2","20.51984214782715,26.276002883911133,41.65336227416992,46.81831359863281,50.33494567871094,50.63628387451172,43.85926818847656,25.353792190551758,43.139610290527344,42.280181884765625,47.80619430541992,42.39408874511719,49.231327056884766","0","0","0"
"5","20","beam","1","5",". Why was a Dr. able to examine Parks without being suspicious?. Answer one of the following options: 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","74","209","3) The anatomy of the beings on Parks' planet was almost identical to humans.","3","19.536436080932617,28.658397674560547,48.8555793762207,47.635154724121094,39.751441955566406,48.1249885559082,50.326629638671875,27.264678955078125,51.64674758911133,65.67758178710938,51.311092376708984,43.66975402832031,48.72706985473633,45.882164001464844,30.6979923248291,49.39207077026367,46.103816986083984,43.85960388183594","0","0.13333333333333333","0"
"6","20","beam","1","5",". What role does technology play in Tannen’s views?. Answer one of the following options: 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","80","135","2) It allows the public to communicate clearly and carefully with each other.","3","16.406251907348633,26.335798263549805,45.4867057800293,45.61310577392578,54.292152404785156,45.67729187011719,51.08518600463867,41.52756118774414,53.15163803100586,49.47621154785156,60.91209411621094,45.62152862548828,56.60239791870117,65.87565612792969,61.49003982543945,51.13133239746094","0","0","0"
"7","20","beam","1","5",". What does the author think that social media has the power to amplify?. Answer one of the following options: 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","57","272","1) Both Positive and Negative Social Behaviors
2) Negative Social Interactions
3","1","16.594257354736328,31.47701072692871,54.693538665771484,54.5037956237793,55.857357025146484,62.43358612060547,55.97092819213867,52.91364288330078,55.6832389831543,27.515335083007812,28.922836303710938,46.446807861328125,39.852012634277344,47.2454719543457,58.34663391113281,59.19956588745117,67.43638610839844,31.433866500854492,50.99668884277344,39.09127426147461","0","0.15384615384615385","0"
"8","20","beam","1","5",". What does the author suggest are some traits Said possesses?. Answer one of the following options: 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","53","125","2) Vanity, disorganization

The author of this quote is Edward W.","1","16.81500816345215,17.316810607910156,44.48576736450195,46.777801513671875,36.12424087524414,42.195743560791016,47.24536895751953,27.240903854370117,36.9858283996582,23.64472198486328,21.725757598876953,45.3964729309082,45.42173767089844,43.16524887084961,36.54032897949219,38.34358215332031,19.054962158203125,30.179914474487305,45.473838806152344","0","0","0"
"9","20","beam","1","5",". What is a message of this article?. Answer one of the following options: 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","52","325","1) Technology will continue to change
2) It is important to understand the history of trains","1","17.393089294433594,22.014997482299805,36.30226135253906,44.48278045654297,35.20451736450195,40.15674591064453,43.38579177856445,39.16670227050781,35.93081283569336,23.891889572143555,33.08026885986328,52.05831527709961,51.02919387817383,45.925960540771484,48.23851776123047,38.36125564575195,45.57986831665039,35.38814926147461,43.38772201538086,45.56298828125","0","0.11764705882352941","0"
