"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","30",". Why did Ronnie and Mom go to the Davis house after being kicked out?. Answer one of the following options: 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","83","240","4) Mr.","2","20.081417083740234,29.954273223876953,46.67873001098633,41.67214584350586,64.15740966796875","0","0","0"
"1","20","beam","1","30",". What is the author’s thesis?. Answer one of the following options: 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","99","93","1) 
2) 
3) 
4) 
5) ","1","18.200931549072266,22.737009048461914,44.897586822509766,39.645172119140625,21.69223976135254,25.103271484375,36.199832916259766,49.662845611572266,23.531949996948242,34.492881774902344,38.553836822509766,50.168724060058594,25.59027099609375,30.366140365600586,23.33358383178711,50.20698547363281,20.449241638183594,18.274072647094727,24.6778564453125,49.98151397705078","0","0.33333333333333337","0"
"2","20","beam","1","30",". What does the author credit the recent dramatic change in politics to? . Answer one of the following options: 1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","49","296","1) The internet is a tool for political change, and it's not just the US that","1","16.84687042236328,34.156558990478516,49.054466247558594,46.127105712890625,50.70104217529297,42.91320037841797,46.39690017700195,43.441551208496094,41.30488586425781,42.46746826171875,39.50028610229492,44.116180419921875,37.24072265625,37.1610221862793,52.047607421875,43.74698257446289,33.122779846191406,30.1470890045166,32.034034729003906,28.751428604125977","0","0.1111111111111111","0"
"3","20","beam","1","30",". What is the author's overall feeling towards modern dentistry as a whole in this passage?. Answer one of the following options: 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","107","155","3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the","4","20.872251510620117,26.024127960205078,34.255882263183594,49.52633285522461,48.685035705566406,43.16177749633789,53.471214294433594,30.649063110351562,45.04712677001953,41.036319732666016,43.41236114501953,31.300113677978516,43.232948303222656,47.38935089111328,44.11358642578125,47.41423797607422,43.79673385620117,39.989620208740234,45.09638977050781,45.21269607543945","0","0","0"
"4","20","beam","1","30",". What level of depth does the author provide on the subjects they use to make their case?. Answer one of the following options: 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","82","102","3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else","2","19.678218841552734,26.28789710998535,42.559791564941406,44.84383010864258,47.818809509277344,50.660400390625,53.79206466674805,50.41107940673828,47.66259002685547,35.00006866455078,47.756134033203125,47.296791076660156,33.3430061340332,39.419254302978516,44.26250076293945,44.161712646484375,32.8305778503418,54.764007568359375,41.992889404296875,46.4058952331543","0","0","0"
"5","20","beam","1","30",". Why was a Dr. able to examine Parks without being suspicious?. Answer one of the following options: 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","74","209","1) The Dr.","3","20.746662139892578,26.886903762817383,45.41680145263672,35.777408599853516,36.49891662597656,58.556556701660156","0","0","0"
"6","20","beam","1","30",". What role does technology play in Tannen’s views?. Answer one of the following options: 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","80","135","4) It supports the first amendment of which there is no criticism.","3","17.525074005126953,25.297571182250977,48.320579528808594,44.8389778137207,51.5721435546875,45.291046142578125,39.98229217529297,47.22637939453125,41.9739875793457,43.58219909667969,48.52752685546875,55.69125747680664,52.49166488647461,46.92534637451172,56.39645004272461","0","0","0"
"7","20","beam","1","30",". What does the author think that social media has the power to amplify?. Answer one of the following options: 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","57","272","1) Both Positive and Negative Social Behaviors
2) Negative Social Interactions
3","1","16.77250099182129,30.49315643310547,53.95513153076172,50.21333312988281,55.109619140625,63.973472595214844,59.84257507324219,50.74334716796875,57.33133316040039,31.0339298248291,30.232177734375,48.249786376953125,23.18572998046875,45.740787506103516,56.18810272216797,55.635406494140625,63.889286041259766,31.44253158569336,47.293521881103516,30.36200714111328","0","0.15384615384615385","0"
"8","20","beam","1","30",". What does the author suggest are some traits Said possesses?. Answer one of the following options: 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","53","125","1) Boldness, confidence.","1","15.475761413574219,19.10593032836914,39.86256790161133,48.97382354736328,39.10676574707031,50.30085754394531,45.653141021728516,43.40644454956055","0","0.5","0"
"9","20","beam","1","30",". What is a message of this article?. Answer one of the following options: 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","52","325","1) Technology will continue to change
2) It is important to understand the history of trains","1","16.554250717163086,25.204174041748047,38.439029693603516,42.39977264404297,37.475406646728516,50.95874786376953,47.22300720214844,44.64409637451172,29.447755813598633,27.100799560546875,32.93857955932617,49.462860107421875,51.191871643066406,48.41319274902344,50.935707092285156,42.11444854736328,47.84269714355469,37.14872741699219,47.734764099121094,49.81740188598633","0","0.11764705882352941","0"
"10","20","beam","1","30",". What caused Skippy to start hearing different voices?. Answer one of the following options: 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","58","255","""I'll take the third one.""

The man in the chair was Henry himself.","2","20.149616241455078,27.725257873535156,40.091976165771484,48.52732849121094,46.21563720703125,35.165096282958984,30.281784057617188,33.39220428466797,53.396240234375,44.91319274902344,15.843719482421875,17.164796829223633,40.42965316772461,44.50494384765625,47.32879638671875,28.03656005859375,41.69255065917969,41.075435638427734,24.69072151184082,53.66423034667969","0","0","0"
"11","20","beam","1","30",". What was different about the Kung Fu class?. Answer one of the following options: 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","69","181","3) The participants wore uniforms.","2","18.074050903320312,23.898895263671875,36.123756408691406,34.37382507324219,38.63688278198242,43.218055725097656,36.12593460083008,47.04690933227539","0","0","0"
"12","20","beam","1","30",". What did Morgan assume when he thought that principles of business would be the same in both worlds?. Answer one of the following options: 1) That he would be able to start a business without any issues 2) That he would be able to get a newspaper for free 3) That his money would be good in this world 4) That he could negotiate the price of items at the store. Answer: ","82","212","""I'd have to ask,"" said Morgan.","3","22.438385009765625,34.59754180908203,35.011260986328125,51.943092346191406,40.9446907043457,33.35091781616211,45.254066467285156,40.478660583496094,57.696502685546875,68.05970001220703,32.33732223510742","0","0","0"
"13","20","beam","1","30",". What is the main factor that makes maglev trains more successful in Asia?. Answer one of the following options: 1) More efficient organization of construction projects 2) A greater importance on speed of travel 3) Increased passenger volume 4) More accurate train schedules. Answer: ","55","269","1) More efficient organization of construction projects.","3","14.450746536254883,26.684324264526367,38.79924774169922,47.471405029296875,42.5583381652832,39.375701904296875,46.23290252685547,39.742801666259766,38.646419525146484,37.068992614746094","0","0","0"
"14","20","beam","1","30",". The narrator's false sense of superiority. Answer one of the following options: 1) leads him to believe that he was the mastermind behind the victory over the high roller, but the kid actually was the one who saved the day. 2) almost got them killed when the big roller came to play. 3) turns out to be a huge joke at his expense because they are all exposed. 4) actually comes in handy because he comes up with a great plan to use when the high roller comes in.. Answer: ","106","315","The kid.","1","22.34834861755371,31.76681900024414,42.205772399902344,39.60464096069336","0","0","0"
"15","20","beam","1","30",". How was Nash’s family involved in the story?. Answer one of the following options: 1) His two sons and previous wife were talked about 2) His father was a large influence on his life 3) His mother’s influence was discussed at length 4) His parents and wife were discussed. Answer: ","64","111","4) His parents and wife were discussed.","1","14.740701675415039,14.404770851135254,40.60595703125,52.1906852722168,32.94239807128906,39.148658752441406,49.381900787353516,41.652801513671875,46.64312744140625,53.18678283691406","0","0","0"
"16","20","beam","1","30",". Which martial art did the author think was the hardest workout?. Answer one of the following options: 1) Tae Kwon Do 2) Kung Fu 3) Jujistui 4) Karate. Answer: ","46","158","a) Tae Kwon Do

b) Kung Fu

c) A","3","15.51078987121582,15.608062744140625,34.34807205200195,39.009883880615234,47.01240158081055,48.540836334228516,44.340599060058594,54.371395111083984,43.736148834228516,20.22822380065918,14.961199760437012,25.25977897644043,44.05686950683594,47.53630828857422,50.98842239379883,37.12319564819336,30.316301345825195,17.573135375976562,27.59632110595703,43.06830596923828","0","0","0"
"17","20","beam","1","30",". What type of media does the author believe will be the most influential on the immediate future?. Answer one of the following options: 1) Government-approved media 2) Visual media 3) Participatory media 4) Print media. Answer: ","49","278","Participatory media are the most influential on the future.","3","15.935155868530273,32.05247116088867,33.43082809448242,54.46839141845703,44.07058334350586,41.4244384765625,41.62109375,54.14212417602539,37.02391815185547,47.07571792602539,53.59061050415039,44.266441345214844","0","0","0"
"18","20","beam","1","30",". Why do some evangelical authors believe that the Antichrist will not be Jewish?. Answer one of the following options: 1) They believe that the Antichrist is Henry Kissinger 2) It is thought that the Antichrist will make an agreement with Israel, which would be more likely by a gentile 3) They think that the Antichrist will be a United States President 4) It is believed that the Antichrist will not come until after the upcoming turn of the century. Answer: ","103","169","3) They think that the Antichrist will be a United States President.","2","20.21141242980957,18.96167755126953,35.96657180786133,35.551666259765625,46.724700927734375,50.637725830078125,45.02987289428711,50.14872741699219,31.36893653869629,29.264205932617188,46.536293029785156,47.082191467285156,30.061683654785156,51.853763580322266,51.332759857177734,48.89445877075195,40.40576934814453","0","0","0"
"19","20","beam","1","30",". Why did the Maglev trains not become popular in the western hemisphere?. Answer one of the following options: 1) People did not like traveling so fast 2) The technology was unreliable 3) Their cost was not justifiable 4) All of the other answers are correct. Answer: ","58","265","4) All of the other answers are correct.","3","15.858842849731445,22.877336502075195,37.41339874267578,47.61439514160156,40.593528747558594,54.44629669189453,54.697601318359375,48.28116226196289,43.078189849853516,41.75590896606445,50.83823776245117","0","0","0"
"20","20","beam","1","30",". Who was on the list of those who knew about Kennedy's affair?. Answer one of the following options: 1) The Secret Service members were the only ones who knew what was going on. 2) His wife and mistress were the only two who knew about the affair. 3) He did not have an affair. 4) His aids, secretary, drivers, guards, Secret Service, the domestic staff, and many friends and family members of both parties.. Answer: ","95","38","1) The Secret Service agents were the only ones who knew about the affair.","4","20.105871200561523,23.539440155029297,49.51972961425781,37.139381408691406,35.55324172973633,44.53908920288086,38.96872329711914,39.527008056640625,37.901580810546875,47.36256408691406,39.1077880859375,45.33658981323242,52.37085723876953,49.87065124511719,48.852081298828125,34.541786193847656,53.236724853515625","0","0","0"
"21","20","beam","1","30",". What is the musical’s relationship like between Monica and Linda?. Answer one of the following options: 1) Monica and Linda conspired together to hatch the plan 2) Monica keeps reiterating the story over and over in different ways to Linda 3) Linda does not believe what Monica is telling here and discredits it 4) Linda presses for details and Monica obliges. Answer: ","79","105","1) The White House was in crisis all year, but the events were less the stuff of","4","18.977310180664062,27.649911880493164,48.374794006347656,43.91591262817383,34.01787185668945,36.74210739135742,31.26640510559082,39.91718673706055,49.69071960449219,47.83518981933594,47.947669982910156,47.20079803466797,42.404808044433594,39.60458755493164,38.941715240478516,46.115875244140625,55.38066101074219,41.09919738769531,49.38588333129883,47.39112091064453","0","0","0"
"22","20","beam","1","30",". What made father realize he couldn't memory-wash Ronnie?. Answer one of the following options: 1) Others would notice and it would hurt Dad's reputation 2) Ronnie would just learn to read again 3) The technology wouldn't work on someone so young 4) Ronnie had already ingrained reading in his memory permanently . Answer: ","71","239","4)
The technology wouldn't work on someone so young.","1","20.73519515991211,29.604583740234375,37.43115234375,46.81779098510742,25.775291442871094,25.09906768798828,44.62283706665039,50.51625442504883,44.45618438720703,53.984458923339844,46.88694763183594,46.76543426513672,48.84025573730469,38.05876922607422","0","0","0"
"23","20","beam","1","30",". Why do owners want to build large ballparks?. Answer one of the following options: 1) they want to increase the total number of seats 2) they can afford it and don't need to budget 3) they want to sell more expensive tickets to the rich 4) they want to help bring an economic boom to the area. Answer: ","71","75","1) They want to increase the total number of seats in the park.","3","16.972227096557617,22.97439193725586,42.800148010253906,34.09779739379883,51.77351379394531,38.092533111572266,50.95268630981445,35.53690719604492,44.85057830810547,44.04834747314453,50.734100341796875,46.25597381591797,41.642494201660156,31.305084228515625,42.318355560302734,50.31108856201172","0","0","0"
