"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","15",". Why did Ronnie and Mom go to the Davis house after being kicked out?. Answer one of the following options: 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","83","240","4) Mr.","2","19.099332809448242,27.922760009765625,41.0002326965332,43.35486602783203,63.72583770751953","0","0","0"
"1","20","beam","1","15",". What is the author’s thesis?. Answer one of the following options: 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","99","93","1) The first option is the correct answer.","1","18.039587020874023,24.211442947387695,42.44318389892578,38.520103454589844,35.14421844482422,36.036441802978516,39.33147430419922,35.136131286621094,38.63472366333008,38.062721252441406,53.929603576660156","0","0.2222222222222222","0"
"2","20","beam","1","15",". What does the author credit the recent dramatic change in politics to? . Answer one of the following options: 1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","49","296","1) The internet is a tool for political change, and it is being used to disrupt the","1","17.534107208251953,35.646114349365234,48.032569885253906,48.170936584472656,50.798553466796875,43.58858871459961,45.16147232055664,42.68290710449219,41.648738861083984,43.58318328857422,40.57322311401367,43.66012191772461,36.160579681396484,38.56117248535156,52.693267822265625,45.74274444580078,49.937477111816406,51.99551773071289,46.30881118774414,41.857933044433594","0","0.1111111111111111","0"
"3","20","beam","1","15",". What is the author's overall feeling towards modern dentistry as a whole in this passage?. Answer one of the following options: 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","107","155","2) Negative; the author believes that all of the advancements of modern dentistry are an","4","20.34014892578125,26.22022819519043,35.68120574951172,49.090797424316406,49.335933685302734,41.20571517944336,52.673553466796875,42.56585693359375,47.766258239746094,48.423316955566406,48.66347885131836,48.32947540283203,44.33211135864258,34.353675842285156,48.268089294433594,40.080604553222656,36.49091720581055,29.406360626220703,45.23188018798828,47.98704528808594","0","0","0"
"4","20","beam","1","15",". What level of depth does the author provide on the subjects they use to make their case?. Answer one of the following options: 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","82","102","4) They provide deep, explanatory statistics to most arguments.","2","20.253524780273438,27.937911987304688,43.82783508300781,46.241004943847656,53.12189483642578,51.436946868896484,44.89323806762695,25.91620445251465,36.5200309753418,44.87458038330078,48.09355545043945,43.59404754638672,52.63059616088867","0","0","0"
"5","20","beam","1","15",". Why was a Dr. able to examine Parks without being suspicious?. Answer one of the following options: 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","74","209","1)
2)
3)
4)
5)
6)
7","3","21.30278778076172,28.262645721435547,46.28446578979492,35.34362030029297,28.351408004760742,26.396516799926758,42.98576736450195,46.813785552978516,31.685535430908203,42.24873352050781,45.00865173339844,30.648778915405273,46.006465911865234,27.776695251464844,27.56711769104004,39.20215606689453,32.174076080322266,29.176511764526367,45.63821029663086,31.450613021850586","0","0.25","0"
"6","20","beam","1","15",". What role does technology play in Tannen’s views?. Answer one of the following options: 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","80","135","3) It can spread misinformation, and enable ready critiquing of each other.","3","17.94781494140625,29.72746467590332,45.18801498413086,43.376747131347656,50.683902740478516,53.19448471069336,55.68385314941406,27.22393226623535,46.62701416015625,48.939823150634766,43.64256286621094,50.82609939575195,50.08360290527344,29.807180404663086,39.13373565673828,43.755950927734375,48.83540344238281,56.230865478515625,46.03447723388672","0","0.15384615384615385","0"
"7","20","beam","1","15",". What does the author think that social media has the power to amplify?. Answer one of the following options: 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","57","272","1) Both Positive and Negative Social Behaviors
2) Negative Social Interactions
3","1","16.519527435302734,32.313377380371094,54.47511291503906,51.273807525634766,56.79533004760742,65.71406555175781,59.570682525634766,51.22673797607422,55.95973205566406,29.20700454711914,29.88256072998047,49.2618293762207,27.64767837524414,46.4994010925293,56.58678436279297,57.20432662963867,64.50521087646484,32.00579833984375,49.75292205810547,36.73467254638672","0","0.15384615384615385","0"
"8","20","beam","1","15",". What does the author suggest are some traits Said possesses?. Answer one of the following options: 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","53","125","1) Boldness, confidence.","1","16.283557891845703,17.625953674316406,41.173526763916016,48.81024169921875,38.686466217041016,49.717166900634766,45.01860427856445,43.19923400878906","0","0.5","0"
"9","20","beam","1","15",". What is a message of this article?. Answer one of the following options: 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","52","325","1) Technology will continue to change
2) It is important to understand the history of trains","1","17.957324981689453,22.779827117919922,41.71769714355469,46.087276458740234,35.37441635131836,43.501312255859375,46.11666488647461,38.50749969482422,32.62215805053711,23.715497970581055,34.00532913208008,50.169166564941406,50.627838134765625,44.86511993408203,49.56501770019531,38.0495491027832,48.71001434326172,35.22520446777344,45.99591827392578,51.22782897949219","0","0.11764705882352941","0"
