"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","5","15","Answer the question: who sang theme song for license to kill?","20","60,23,93,74,38","
The Licence to Kill soundtrack was composed by Michael Kamen and performed by Eric Clapt","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","15.452860832214355,12.612711906433105,13.331896781921387,43.971614837646484,29.60193634033203,44.574195861816406,41.201255798339844,38.05988311767578,40.80467224121094,47.10489273071289,50.144309997558594,21.2911376953125,35.200477600097656,38.086029052734375,42.9189453125,18.532211303710938,38.97662353515625,16.295562744140625,25.11725616455078,34.269432067871094","0","0","0"
"1","20","beam","5","15","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","60,23,93,74,38","Licence to Kill ( soundtrack ) - wikipedia Licence to Kill Soundtrack album by Various","inverted","15.80825424194336,13.966324806213379,29.30376434326172,54.408302307128906,44.48548889160156,31.77625274658203,23.80422592163086,25.338504791259766,25.854969024658203,28.5429744720459,30.425113677978516,35.62554931640625,29.32219696044922,59.432865142822266,51.17851257324219,36.534584045410156,47.8118896484375,21.025455474853516,29.003726959228516,20.337535858154297","0","0","0"
"2","20","beam","5","15","Answer the question: who wore number 7 for the green bay packers?","20","60,23,93,74,38","
Licence to Kill Soundtrack - Michael Kamen 1989 - IMDb
Licence","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","16.493030548095703,30.018634796142578,11.351459503173828,24.68543815612793,49.47137451171875,50.39603042602539,26.458040237426758,53.73939895629883,23.32299041748047,34.18918991088867,37.49319076538086,37.637290954589844,17.999753952026367,19.201000213623047,23.24896240234375,32.1685791015625,33.027862548828125,32.35268783569336,17.142292022705078,26.396812438964844","0","0","0"
"3","20","beam","5","15","Answer the question: where does patience is a virtue come from?","20","60,23,93,74,38"," Retrieved August 1, 2011. ^ a b c d e f g h "" Licence","`` Psychomachia , ''","18.92591667175293,20.60836410522461,23.953298568725586,19.616432189941406,50.07112121582031,25.916942596435547,43.61064910888672,15.971823692321777,20.286705017089844,23.251575469970703,23.840789794921875,36.918880462646484,38.85557174682617,33.219940185546875,31.496023178100586,19.238372802734375,34.990196228027344,32.08924102783203,30.218647003173828,28.064693450927734","0","0","0"
"4","20","beam","5","15","Answer the question: who wrote ain't living long like this?","20","60,23,93,74,38"," Licence to Kill 1989 ""The Name's Bond, James Bond"" ( theme song ) ""","Rodney Crowell","15.776851654052734,26.54055404663086,25.42842674255371,49.46079635620117,42.64067459106445,23.818410873413086,19.067331314086914,17.093830108642578,28.7573299407959,30.109798431396484,19.961477279663086,30.689241409301758,24.595308303833008,41.29692077636719,29.5043888092041,28.971078872680664,20.180858612060547,41.99634552001953,44.750579833984375,23.660404205322266","0","0","0"
"5","20","beam","5","15","Answer the question: who played the mom on what's eating gilbert grape?","20","25,92,52,91,33","Darlene Cates, Actress: Biography, Filmography, Career, TV Sh","Darlene Cates,Darlene Cates,Darlene Cates","20.726381301879883,14.942239761352539,44.457557678222656,26.820758819580078,29.587675094604492,41.065643310546875,17.952716827392578,20.32866859436035,40.928497314453125,26.12247085571289,22.30594253540039,24.99758529663086,24.267305374145508,18.88960075378418,26.285959243774414,33.5765380859375,19.788095474243164,24.454166412353516,22.137697219848633,28.509004592895508","0.028599617161713803","0.4000000000000001","0"
"6","20","beam","5","15","Answer the question: where do secondary xylem and phloem cells arise from?","20","25,92,52,91,33","
Darlene Cates ( born Rita Darlene Guthrie ; December 13,","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","22.22661018371582,11.67554759979248,15.448067665100098,35.29035949707031,38.23933029174805,25.81198501586914,40.18260955810547,18.271804809570312,17.886934280395508,54.971099853515625,49.633544921875,51.332340240478516,33.686729431152344,56.21072769165039,41.7368278503418,34.18462371826172,38.513023376464844,23.624954223632812,42.14512634277344,48.19489669799805","0","0","0"
"7","20","beam","5","15","Answer the question: who added a press room to the white house?","20","25,92,52,91,33","
Darlene Cates

Darlene Cates is an American actress and singer","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","17.823867797851562,13.894895553588867,15.447265625,38.63500213623047,24.670833587646484,24.29251480102539,36.41242980957031,17.00420379638672,17.117382049560547,13.623191833496094,40.02880096435547,25.169723510742188,54.48617172241211,37.030433654785156,21.769691467285156,53.28053665161133,57.47101974487305,49.583702087402344,53.41647720336914,42.88739776611328","0","0","0"
"8","20","beam","5","15","Answer the question: nodding your head no is an example of?","20","25,92,52,91,33","
Darlene Cates, March 26, 2017 ( March 26, 2017 ), American","a gesture","17.315975189208984,12.718619346618652,14.135841369628906,39.583011627197266,32.35689163208008,31.414073944091797,38.764129638671875,17.05463409423828,27.657005310058594,35.683597564697266,43.311676025390625,36.5410041809082,22.16572380065918,25.560983657836914,34.27104568481445,42.64052200317383,31.611896514892578,31.119173049926758,17.144512176513672,20.149797439575195","0","0","0"
"9","20","beam","5","15","Answer the question: who sings the theme tune to mum on bbc2?","20","25,92,52,91,33","Darren Cates ( born August 15, 1947 )( in Borger, Texas )(","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","17.078094482421875,15.384708404541016,24.891393661499023,26.941797256469727,39.036224365234375,19.175334930419922,16.244827270507812,39.007320404052734,47.823089599609375,47.23673629760742,46.442256927490234,36.9535026550293,17.210939407348633,18.2087459564209,16.27351951599121,34.615135192871094,43.48905563354492,49.71622848510742,29.910987854003906,15.166686058044434","0","0","0"
"10","20","beam","5","15","Answer the question: who played the detective in little boy blue?","20","68,31,81,63,45","
The series follows the murder investigation of a young boy who is found dead in a canal in","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","18.885522842407227,19.353347778320312,24.64393424987793,39.62969970703125,44.9305305480957,35.53030776977539,33.09635925292969,33.58308792114258,43.51322937011719,29.692176818847656,33.92073059082031,38.54524612426758,38.22238540649414,49.972862243652344,39.15102005004883,33.206912994384766,48.4860954284668,30.235586166381836,23.411643981933594,43.568450927734375","0","0","0"
"11","20","beam","5","15","Answer the question: when was the first horrid henry book written?","20","68,31,81,63,45","
The series was created by Jeff Pope and produced by ITV Studios for the BBC.","published in 1994,1994,1994,in 1994,1994","26.731990814208984,18.529769897460938,26.408212661743164,39.38408279418945,47.332855224609375,47.772300720214844,53.65194320678711,35.94984817504883,39.75249481201172,49.58935546875,18.235830307006836,46.208274841308594,17.8969783782959,37.05413818359375,30.748666763305664,33.83565139770508,23.740629196166992,23.40114974975586,35.09103012084961","0","0","0"
"12","20","beam","5","15","Answer the question: who plays grace in the secret life of the american teenager?","20","68,31,81,63,45","
Little Boy Blue is a British television series that aired on ITV in 2017. The series","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","19.92922592163086,16.58913803100586,14.567606925964355,48.28714370727539,43.578060150146484,29.494361877441406,48.54798126220703,45.544281005859375,40.652286529541016,45.65272521972656,46.56306076049805,56.36103057861328,46.289649963378906,35.25291061401367,45.12919616699219,30.995315551757812,38.729888916015625,43.180667877197266,35.55565643310547,37.74748229980469","0","0","0"
"13","20","beam","5","15","Answer the question: who has won the canada open women's doubles?","20","68,31,81,63,45","
Little Boy Blue is a British television drama series created by Jeff Pope and produced by the BBC","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","24.05217933654785,18.574779510498047,22.28885269165039,50.010292053222656,46.36275863647461,26.113866806030273,47.053184509277344,43.71953582763672,37.757728576660156,41.980140686035156,37.546939849853516,43.78396224975586,51.84839630126953,24.818727493286133,40.00151824951172,45.2590446472168,14.834264755249023,45.42445755004883,13.56478500366211,19.447193145751953","0","0","0"
"14","20","beam","5","15","Answer the question: where does the last name waller come from?","20","68,31,81,63,45","The last name waller is of Old French origin and is derived from the Old French word ""","Anglo - Saxon origin","29.817167282104492,25.378684997558594,45.43659973144531,48.3840446472168,48.56761932373047,55.3862419128418,31.894630432128906,34.85723114013672,28.629554748535156,32.22861099243164,36.75288391113281,45.94414520263672,31.533159255981445,28.714710235595703,51.316123962402344,38.12630081176758,29.203624725341797,36.71714782714844,22.83205223083496,28.11484146118164","0.014238348381961592","0.1","0"
"15","20","beam","5","15","Answer the question: who wrote how do you do it by gerry and the pacemakers?","20","53,67,78,27,39","How Do You Do It? is a song written by John Lennon and first recorded by G","Mitch Murray,Mitch Murray,Mitch Murray,Mitch Murray","15.881460189819336,13.855120658874512,59.687744140625,58.70932388305664,57.584861755371094,62.23019027709961,52.38492202758789,20.967527389526367,50.09910583496094,34.338401794433594,46.90966796875,45.229637145996094,15.847131729125977,22.587968826293945,29.53984260559082,34.95283508300781,17.832725524902344,32.337703704833984,43.27032470703125,24.40228843688965","0","0","0"
"16","20","beam","5","15","Answer the question: what type of reproduction do whiptail lizards use?","20","53,67,78,27,39"," Retrieved 2013-05-15. How Do You Do It?
How Do You Do","parthenogenesis,Parthenogenesis,Parthenogenesis,parthenogenic,parthenogenesis","18.148460388183594,31.32819366455078,25.354087829589844,36.450164794921875,17.249576568603516,25.802757263183594,37.00043869018555,50.94702911376953,23.134323120117188,23.851900100708008,28.405860900878906,49.82809829711914,47.215087890625,53.53507614135742,46.64340591430664,28.407299041748047,15.715299606323242,50.75208282470703,59.34370040893555,58.17973709106445","0","0","0"
"17","20","beam","5","15","Answer the question: who sings i don't want to be lonely?","20","53,67,78,27,39","
The Beatles'song "" How Do You Do It? "" was written by the band's","Ronnie Dyson","18.74544906616211,24.275259017944336,13.846423149108887,39.5020866394043,16.707721710205078,23.900379180908203,23.96495819091797,22.782072067260742,38.99924087524414,39.809818267822266,33.652992248535156,41.99989700317383,52.98936080932617,38.17359924316406,24.042926788330078,39.79887390136719,50.07499313354492,21.972999572753906,32.57125473022461,35.14007568359375","0","0","0"
