"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","5","1","Answer the question: who sang theme song for license to kill?","20","60,23,93,74,38"," as ""The Look of Love"" (1967) and ""For Your Eyes Only"" (1981","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","18.11346435546875,38.12641525268555,31.64011573791504,22.15776824951172,19.051921844482422,34.838600158691406,38.89695358276367,37.32582092285156,43.969627380371094,20.675357818603516,34.4541015625,25.716876983642578,26.038759231567383,17.250593185424805,27.685888290405273,24.534896850585938,36.43231964111328,38.12467575073242,36.00014877319336,20.423873901367188","0","0","0"
"1","20","beam","5","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","60,23,93,74,38","A concave mirror can form a real image of an object.","inverted","26.02012825012207,14.458745956420898,41.566917419433594,39.61823654174805,21.93174171447754,48.184452056884766,33.75375747680664,20.51155662536621,32.910377502441406,47.97816467285156,42.584739685058594,25.512908935546875,38.72889709472656","0","0","0"
"2","20","beam","5","1","Answer the question: who wore number 7 for the green bay packers?","20","60,23,93,74,38","
The Packers have worn the number 1 in the NFL since the 1970s, and the number","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","19.105180740356445,13.669291496276855,13.250704765319824,43.0436897277832,26.312864303588867,42.73921585083008,21.594806671142578,26.48103904724121,19.33643913269043,30.16588592529297,25.913711547851562,26.28762435913086,16.469303131103516,29.703662872314453,33.176918029785156,48.34942626953125,26.897354125976562,43.25094223022461,31.591552734375,41.8542366027832","0","0","0"
"3","20","beam","5","1","Answer the question: where does patience is a virtue come from?","20","60,23,93,74,38","
That is a quote from the song ""Patience"" by the band Guns N'","`` Psychomachia , ''","20.386838912963867,13.401291847229004,16.414228439331055,38.115089416503906,35.761260986328125,33.09388732910156,35.23018264770508,21.155900955200195,25.938417434692383,26.95720863342285,26.128803253173828,29.600778579711914,31.37779426574707,37.484840393066406,22.630199432373047,25.75071144104004,26.77077293395996,23.94495391845703,39.4078254699707,27.815744400024414","0","0","0"
"4","20","beam","5","1","Answer the question: who wrote ain't living long like this?","20","60,23,93,74,38","'s what I said.","Rodney Crowell","29.80889320373535,34.255897521972656,44.772254943847656,26.174026489257812,34.18610382080078,36.911338806152344","0","0","0"
"5","20","beam","5","1","Answer the question: who played the mom on what's eating gilbert grape?","20","25,92,52,91,33","
The movie: what's eating gilbert grape?

The book: what's","Darlene Cates,Darlene Cates,Darlene Cates","18.984783172607422,13.726778030395508,13.406761169433594,40.459991455078125,26.048023223876953,32.28041458129883,32.667320251464844,49.73299789428711,23.892681121826172,30.219680786132812,36.92723083496094,22.72074317932129,24.90142822265625,27.5114803314209,17.18975257873535,16.234142303466797,34.33449935913086,32.57929611206055,35.41926193237305,28.00225257873535","0","0","0"
"6","20","beam","5","1","Answer the question: where do secondary xylem and phloem cells arise from?","20","25,92,52,91,33","
The answer is that they are produced in the xylem and phloem of vascular","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","16.584121704101562,12.870749473571777,12.164807319641113,22.177942276000977,23.142051696777344,17.909128189086914,23.819215774536133,43.63228988647461,17.732412338256836,24.305116653442383,17.80183982849121,16.34221839904785,25.94145965576172,24.635814666748047,22.307544708251953,15.263172149658203,27.8817081451416,28.46970558166504,19.555246353149414,15.788524627685547","0.023143716762037445","0.23529411764705882","0"
"7","20","beam","5","1","Answer the question: who added a press room to the white house?","20","25,92,52,91,33","
| Title | Source | Type |
| --- | --- | --- |
| The","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","22.16799545288086,14.647049903869629,16.130760192871094,11.777289390563965,19.266042709350586,27.367969512939453,24.453956604003906,19.601478576660156,30.859830856323242,18.327974319458008,17.609233856201172,16.191293716430664,22.906652450561523,17.593189239501953,23.42352294921875,17.819612503051758,28.767972946166992,21.138622283935547,21.804628372192383,42.47334289550781","0","0","0"
"8","20","beam","5","1","Answer the question: nodding your head no is an example of?","20","25,92,52,91,33","
Answer: Dancing is an example of a physical activity that is used to describe a wide","a gesture","30.60973358154297,20.596025466918945,27.882230758666992,25.538715362548828,29.535245895385742,22.661334991455078,25.07088279724121,34.39921569824219,41.625030517578125,41.841346740722656,30.767913818359375,30.122526168823242,33.096954345703125,19.132722854614258,37.70486068725586,37.34038543701172,44.702938079833984,41.49486541748047,39.27971649169922,38.65676498413086","0.01571523700545522","0.1111111111111111","0"
"9","20","beam","5","1","Answer the question: who sings the theme tune to mum on bbc2?","20","25,92,52,91,33",": January 11, – June 3,, on: BBC One, January 11, – June","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","20.96323013305664,22.214187622070312,16.66044044494629,23.134111404418945,20.021451950073242,41.7727165222168,26.03460693359375,42.9654541015625,33.256996154785156,25.535078048706055,31.780834197998047,23.88848114013672,26.189279556274414,21.57880210876465,21.18169593811035,19.575637817382812,30.342700958251953,41.78238296508789,40.84187698364258,33.14458084106445","0","0","0"
"10","20","beam","5","1","Answer the question: who played the detective in little boy blue?","20","68,31,81,63,45","
The show was called Blue Hearts, and it was a mystery.","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","16.15966033935547,16.302064895629883,15.451602935791016,36.554718017578125,24.255369186401367,38.870357513427734,20.25584602355957,18.110647201538086,24.844573974609375,33.71231460571289,33.44117736816406,41.43300247192383,55.0322380065918,52.06690979003906,43.06150436401367,40.653072357177734","0","0","0"
"11","20","beam","5","1","Answer the question: when was the first horrid henry book written?","20","68,31,81,63,45"," hoo:
/images/comics/henry/henry-1.","published in 1994,1994,1994,in 1994,1994","19.605859756469727,12.514284133911133,12.231047630310059,16.75815773010254,18.13096809387207,22.223709106445312,15.1956148147583,31.08960723876953,16.090177536010742,24.3330020904541,34.08082580566406,15.530932426452637,32.44351577758789,16.535615921020508,17.005979537963867,25.693082809448242,27.464569091796875,25.373933792114258,32.177520751953125","0","0","0"
"12","20","beam","5","1","Answer the question: who plays grace in the secret life of the american teenager?","20","68,31,81,63,45","
The character of Grace, played by Tiffany Thorne, is a central figure in the","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","29.375282287597656,21.955780029296875,20.672618865966797,39.53154754638672,49.57215118408203,59.917259216308594,18.39055824279785,32.732173919677734,50.30311584472656,20.137048721313477,19.547056198120117,17.370962142944336,15.6085205078125,37.80646896362305,42.23931121826172,37.80769348144531,26.981142044067383,33.701663970947266,47.20628356933594,29.994136810302734","0","0","0"
"13","20","beam","5","1","Answer the question: who has won the canada open women's doubles?","20","68,31,81,63,45","
The answer is that the canada open women's doubles is a tournament that is played in","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","19.578048706054688,14.234258651733398,17.482881546020508,35.435665130615234,29.6436767578125,17.42120361328125,17.41207504272461,43.38180160522461,42.74872589111328,23.622446060180664,39.3683967590332,50.63467025756836,62.59361267089844,23.64916229248047,35.42914581298828,21.422773361206055,38.207733154296875,46.26683044433594,50.25433349609375,48.56206512451172","0","0","0"
"14","20","beam","5","1","Answer the question: where does the last name waller come from?","20","68,31,81,63,45"," Did you know that the Waller family name is of German origin?

The Waller","Anglo - Saxon origin","28.27047348022461,24.84889793395996,26.640026092529297,30.64910125732422,25.263635635375977,46.61821365356445,34.46885299682617,34.38584899902344,30.552892684936523,39.200801849365234,37.69858169555664,30.597686767578125,27.66067123413086,42.00621795654297,36.069984436035156,16.218156814575195,11.970687866210938,14.449821472167969,39.32241439819336,52.35955047607422","0","0.11764705882352941","0"
"15","20","beam","5","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","20","53,67,78,27,39","The song was written by John Feeley and originally recorded by Gerry and the Pacem","Mitch Murray,Mitch Murray,Mitch Murray,Mitch Murray","37.73697280883789,11.029289245605469,47.50421905517578,29.204490661621094,46.85658264160156,53.3553466796875,17.46010971069336,19.712724685668945,25.89274024963379,21.87264633178711,39.83445739746094,17.094654083251953,31.502639770507812,45.851341247558594,17.90248680114746,36.08436584472656,21.00678253173828,32.70594024658203,21.890317916870117,30.80331802368164","0","0","0"
"16","20","beam","5","1","Answer the question: what type of reproduction do whiptail lizards use?","20","53,67,78,27,39","
The song is about a man who is in love with a woman he can't have.","parthenogenesis,Parthenogenesis,Parthenogenesis,parthenogenic,parthenogenesis","31.05170440673828,16.786893844604492,17.498577117919922,45.95681381225586,26.165674209594727,26.124849319458008,31.82652473449707,43.21642303466797,40.893150329589844,49.6326789855957,40.518882751464844,49.87451171875,43.53013610839844,52.7944450378418,27.941633224487305,37.29216766357422,22.49481201171875,30.992855072021484,22.439807891845703,38.92805099487305","0","0","0"
"17","20","beam","5","1","Answer the question: who sings i don't want to be lonely?","20","53,67,78,27,39","","Ronnie Dyson","28.125530242919922,25.156078338623047,23.951725006103516","0","0","0"
"18","20","beam","5","1","Answer the question: who wrote song what a friend we have in jesus?","20","53,67,78,27,39","Google search). Retrieved October 24, 2011.","Joseph M. Scriven,Joseph M. Scriven,Joseph M. Scriven,Charles Crozat Converse,William Bolcom,Joseph M. Scriven,Charles Crozat Converse","26.557722091674805,25.41130828857422,25.58068084716797,19.68434715270996,32.12675094604492,32.40074920654297,26.308366775512695,25.404277801513672,32.03836441040039,37.164894104003906,32.49260330200195,33.17481994628906","0","0","0"
"19","20","beam","5","1","Answer the question: who is the original singer of just when i needed you most?","20","53,67,78,27,39","...
The song was written by Jeff Lynne and originally performed by The Traveling","Randy VanWarmer,Randy VanWarmer,Randy VanWarmer,Randy VanWarmer","16.331462860107422,23.768768310546875,30.460956573486328,29.440692901611328,26.389110565185547,15.660719871520996,44.646602630615234,32.51786804199219,35.60475158691406,52.48816680908203,19.86107063293457,20.042728424072266,23.979665756225586,27.480512619018555,17.235828399658203,26.44655990600586,37.89116668701172,23.86871337890625,18.917884826660156,30.371784210205078","0","0","0"
"20","20","beam","5","1","Answer the question: what allows chyme to enter the small intestine?","20","69,42,66,9,26","
Chyme is the food that has been chewed and mixed with saliva to form a mass","pyloric valve,the pyloric valve,the pyloric valve","21.173053741455078,11.823540687561035,11.630050659179688,22.014142990112305,36.74984359741211,24.50956916809082,18.57466697692871,19.85943603515625,35.42367935180664,28.540515899658203,16.200735092163086,29.046510696411133,30.250802993774414,15.456808090209961,33.56824493408203,12.991608619689941,21.506120681762695,21.32798194885254,18.710084915161133,12.957419395446777","0.01571523700545522","0.07017543859649122","0"
"21","20","beam","5","1","Answer the question: where would the group bacteroids likely be found?","20","69,42,66,9,26","
The answer is: in the gut.","human colon,human colon,the human colon,human colon","20.348543167114258,20.56693458557129,15.698728561401367,31.9571533203125,43.833641052246094,27.276063919067383,24.405750274658203,18.459257125854492,15.49263858795166,24.002197265625","0.03759340464156993","0.05555555555555555","0"
"22","20","beam","5","1","Answer the question: where does the last name andersen originate from?","20","69,42,66,9,26","
The last name andersen is a very common name in Denmark.","Danish,Norwegian","26.571327209472656,17.27644157409668,12.21300220489502,47.47065734863281,49.15977096557617,38.27400207519531,36.84334945678711,52.358333587646484,41.923641204833984,35.24275207519531,22.800186157226562,43.31675338745117,30.55893325805664,40.91590118408203,43.648067474365234,38.35396194458008","0","0","0"
"23","20","beam","5","1","Answer the question: how long did the democrats control the house and senate?","20","69,42,66,9,26","
The democrats controlled the house and senate from the beginning of the Clinton administration until the","57 yrs,57 yrs,57 yrs,35 yrs","17.27980613708496,19.297218322753906,11.98361587524414,40.88862609863281,44.26854705810547,47.017005920410156,34.161556243896484,42.1025505065918,30.382732391357422,44.04487228393555,36.26469421386719,30.13553237915039,17.63705062866211,20.0231876373291,31.152320861816406,31.052410125732422,27.240306854248047,36.804012298583984,47.53585433959961,24.352256774902344","0","0","0"
"24","20","beam","5","1","Answer the question: who sang in the movie i walk the line?","20","69,42,66,9,26","
The movie is about a country singer who is a drug addict and in rehab.","Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings","25.637895584106445,17.830095291137695,12.772294998168945,32.031131744384766,27.866729736328125,32.52902603149414,20.175182342529297,22.673452377319336,39.67775344848633,21.953372955322266,44.933509826660156,27.121816635131836,16.59100914001465,26.398351669311523,27.26739501953125,19.402538299560547,24.13458251953125,25.901647567749023,34.06064224243164","0","0","0"
"25","20","beam","5","1","Answer the question: who is the premier of northern cape 2018?","20","59,18,89,87,97","
The premier of the Northern Cape is the head of the executive authority in the Northern Cape province","Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas","19.24097442626953,16.659719467163086,17.41250991821289,52.24832534790039,44.42793655395508,53.38871383666992,45.72462844848633,37.149078369140625,25.21889305114746,17.591745376586914,23.601768493652344,37.396881103515625,30.08360481262207,23.599365234375,23.274654388427734,32.773887634277344,30.564655303955078,23.86954689025879,27.830068588256836,25.811161041259766","0","0","0"
