"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","15","5","5","beam","facebook/contriever",". Question: who sang theme song for license to kill?","514","60_1,60_2,60_12,60_3,60_4","0.5078861117362976,0.5602269172668457,0.5655557513237,0.5878167152404785,0.599281907081604",": Gladys Knight Theme song for Licence to Kill was sung by","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","40.940067291259766,38.05867004394531,57.05699157714844,49.824825286865234,49.71726608276367,26.54326820373535,45.891380310058594,34.7635383605957,59.70719909667969,33.3225212097168,52.78287124633789,49.371238708496094,24.878215789794922,47.3884162902832,55.23135757446289","0.04774753205784679","0.3076923076923077","0"
"rag","23","15","5","5","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","474","23_1,23_3,23_4,23_2,23_6","0.3963268995285034,0.4732421636581421,0.5207117795944214,0.5408961772918701,0.6757581830024719","A concave mirror can form a real image which is a copy of an","inverted","44.4697265625,18.669418334960938,41.77428436279297,58.175045013427734,42.804718017578125,58.283016204833984,50.200408935546875,44.62197494506836,45.947357177734375,59.63059997558594,55.03437805175781,54.602943420410156,49.65739440917969,53.39107131958008,62.74798583984375","0","0","0"
"rag","93","15","5","5","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","517","93_5,93_1,93_4,93_6,93_8","0.4588027596473694,0.4635024070739746,0.46887385845184326,0.4795879125595093,0.49753648042678833",": jimmy brooks wore number 7 for the green bay pack","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","49.01409149169922,44.231266021728516,26.07351303100586,33.225276947021484,17.00242042541504,16.295486450195312,20.50797462463379,42.665435791015625,49.118247985839844,52.43022155761719,48.30226135253906,52.0542106628418,59.54739761352539,43.65021896362305,43.414283752441406","0","0","0"
"rag","74","15","5","5","beam","facebook/contriever",". Question: where does patience is a virtue come from?","490","74_1,74_2,74_3,90_14,93_6","0.3330227732658386,0.5229206085205078,0.6557490825653076,0.716476559638977,0.7168135643005371","Answer: It is a proverb that has been used for centuries.","`` Psychomachia , ''","43.83393096923828,18.27275848388672,40.0620231628418,47.86663818359375,59.69068908691406,48.294471740722656,50.544166564941406,35.366600036621094,44.645015716552734,49.44776916503906,45.209251403808594,42.6911506652832,54.014976501464844,57.68003845214844,52.991302490234375","0","0","0"
"rag","38","15","5","5","beam","facebook/contriever",". Question: who wrote ain't living long like this?","513","38_1,38_3,38_13,38_2,38_6","0.5749720335006714,0.5904918313026428,0.5963698625564575,0.6122269630432129,0.6256915330886841",": Rodney Crowell. The song was recorded by several artists including","Rodney Crowell","36.582130432128906,39.371307373046875,48.15388107299805,51.50151062011719,57.517459869384766,36.23810577392578,30.313072204589844,37.13080596923828,44.90375900268555,40.323089599609375,32.613685607910156,40.64455032348633,40.06383514404297,38.86467742919922,54.28025436401367","0.021598265052211615","0.33333333333333337","0"
"rag","25","15","5","5","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","507","25_10,25_9,25_11,25_3,25_7","0.5334901213645935,0.5598495006561279,0.5940958857536316,0.6193806529045105,0.6236411333084106","What's Eating Gilbert Grape (1993) - Rotten Tomatoes","Darlene Cates,Darlene Cates,Darlene Cates","37.789432525634766,14.631906509399414,46.9454345703125,55.572418212890625,53.37192153930664,29.130430221557617,34.98748779296875,19.832719802856445,23.72186851501465,26.442434310913086,22.89002799987793,30.55881118774414,29.81975555419922,39.107574462890625,41.000877380371094","0","0","0"
"rag","92","15","5","5","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","519","92_7,92_1,92_4,92_5,92_3","0.4565401077270508,0.4566715359687805,0.4641250967979431,0.4678763151168823,0.4685034155845642",": The secondary xylem and phloem cells arise from the","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","42.45806884765625,43.560455322265625,33.55562973022461,37.86808395385742,30.39834213256836,32.02986526489258,31.179441452026367,48.600563049316406,49.10995864868164,26.146709442138672,34.70475769042969,36.797698974609375,52.09850311279297,48.30674362182617,24.007375717163086","0.027895820162122397","0.16666666666666666","0"
"rag","52","15","5","5","beam","facebook/contriever",". Question: who added a press room to the white house?","516","52_2,52_4,52_3,52_1,52_9","0.4543302059173584,0.4589281678199768,0.45964574813842773,0.46533310413360596,0.49342775344848633","Answer: Franklin D.","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","50.28555679321289,17.819873809814453,39.7677116394043,38.659568786621094,58.992733001708984,58.63111114501953","0","0","0"
"rag","91","15","5","5","beam","facebook/contriever",". Question: nodding your head no is an example of?","515","91_7,91_8,91_3,91_2,91_5","0.48811882734298706,0.5517271757125854,0.5568265914916992,0.5612048506736755,0.5630749464035034","Context: of ``. τσου ''' is optional and reserved only","a gesture","36.157012939453125,16.80824089050293,30.958812713623047,22.408910751342773,34.72571563720703,15.450871467590332,11.696917533874512,15.32773208618164,15.524504661560059,12.30227279663086,17.774991989135742,26.2271785736084,36.20652389526367,40.5853157043457,45.31673049926758","0","0","0"
"rag","33","15","5","5","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","514","33_13,33_15,33_14,33_16,33_1","0.48169928789138794,0.5547854900360107,0.5672863125801086,0.5814123153686523,0.619658350944519"," Yahoo! Answers Jump up ^ Mum - BBC2 Sitcom -","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","43.683990478515625,28.537782669067383,37.577823638916016,31.450239181518555,39.08723068237305,41.76601028442383,47.30503463745117,24.7591552734375,50.11893844604492,45.954559326171875,47.87044143676758,41.799625396728516,53.97106170654297,33.71686935424805,52.69795608520508","0","0","0"
