"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","60","15","5","5","beam","facebook/contriever",". Question: who sang theme song for license to kill?","514","60_1,60_2,60_12,60_3,60_4","0.5078860521316528,0.5602269768714905,0.5655557513237,0.5878164768218994,0.5992817878723145","13.38928508758545"
"rag","23","15","5","5","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","474","23_1,23_3,23_4,23_2,23_6","0.39632678031921387,0.4732421040534973,0.5207118391990662,0.5408962965011597,0.6757581233978271","11.750337600708008"
"rag","93","15","5","5","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","517","93_5,93_1,93_4,93_6,93_8","0.4588029384613037,0.4635024070739746,0.46887385845184326,0.4795876741409302,0.49753665924072266","13.811925888061523"
"rag","74","15","5","5","beam","facebook/contriever",". Question: where does patience is a virtue come from?","490","74_1,74_2,74_3,90_14,93_6","0.33302295207977295,0.5229207277297974,0.6557490825653076,0.716476559638977,0.7168135643005371","8.325610160827637"
"rag","38","15","5","5","beam","facebook/contriever",". Question: who wrote ain't living long like this?","513","38_1,38_3,38_13,38_2,38_6","0.5749720931053162,0.5904919505119324,0.5963699221611023,0.6122268438339233,0.6256916522979736","12.344330787658691"
"rag","25","15","5","5","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","507","25_10,25_9,25_11,25_3,25_7","0.5334901809692383,0.5598495006561279,0.5940960049629211,0.6193807125091553,0.6236412525177002","12.369234085083008"
"rag","92","15","5","5","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","519","92_7,92_1,92_4,92_5,92_3","0.45654022693634033,0.4566715955734253,0.46412497758865356,0.4678763747215271,0.46850353479385376","13.879919052124023"
"rag","52","15","5","5","beam","facebook/contriever",". Question: who added a press room to the white house?","516","52_2,52_4,52_3,52_1,52_9","0.45433008670806885,0.4589279890060425,0.4596458673477173,0.4653329849243164,0.4934278130531311","12.878396987915039"
"rag","91","15","5","5","beam","facebook/contriever",". Question: nodding your head no is an example of?","515","91_7,91_8,91_3,91_2,91_5","0.4881189465522766,0.5517270565032959,0.5568267107009888,0.561204731464386,0.5630749464035034","23.46857452392578"
"rag","33","15","5","5","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","514","33_13,33_15,33_14,33_16,33_1","0.48169946670532227,0.5547855496406555,0.5672864317893982,0.5814124345779419,0.6196584105491638","9.435081481933594"
"rag","68","15","5","5","beam","facebook/contriever",". Question: who played the detective in little boy blue?","515","68_11,68_10,68_1,68_5,68_9","0.5461669564247131,0.5657380819320679,0.5674619674682617,0.5899876356124878,0.5987536311149597","13.055778503417969"
"rag","31","15","5","5","beam","facebook/contriever",". Question: when was the first horrid henry book written?","517","31_14,31_17,31_2,31_1,31_16","0.3987009525299072,0.4086970090866089,0.42860448360443115,0.4362698197364807,0.4368535876274109","7.041924476623535"
"rag","81","15","5","5","beam","facebook/contriever",". Question: who plays grace in the secret life of the american teenager?","518","81_3,81_2,81_9,81_11,81_6","0.5210626721382141,0.5375759601593018,0.5426883697509766,0.5999737977981567,0.6151204705238342","14.622520446777344"
"rag","63","15","5","5","beam","facebook/contriever",". Question: who has won the canada open women's doubles?","516","63_1,63_2,63_24,63_23,63_4","0.5400532484054565,0.5548351407051086,0.5638061165809631,0.5721730589866638,0.6385300755500793","15.095414161682129"
"rag","45","15","5","5","beam","facebook/contriever",". Question: where does the last name waller come from?","497","45_10,45_1,45_11,45_5,45_3","0.4454768896102905,0.5078781247138977,0.5084516406059265,0.5192884206771851,0.5204657316207886","18.074655532836914"
"rag","53","15","5","5","beam","facebook/contriever",". Question: who wrote how do you do it by gerry and the pacemakers?","520","53_2,53_11,53_10,53_5,53_1","0.47201287746429443,0.48421454429626465,0.5410224199295044,0.558929979801178,0.5674940347671509","11.157732009887695"
"rag","67","15","5","5","beam","facebook/contriever",". Question: what type of reproduction do whiptail lizards use?","516","67_8,67_9,67_5,67_4,67_1","0.4429336190223694,0.4430081844329834,0.44461774826049805,0.44634515047073364,0.475899875164032","11.775437355041504"
"rag","78","15","5","5","beam","facebook/contriever",". Question: who sings i don't want to be lonely?","513","78_1,78_3,78_11,78_2,78_10","0.570346474647522,0.5893895626068115,0.5915008783340454,0.6157087087631226,0.6334249973297119","13.025644302368164"
"rag","27","15","5","5","beam","facebook/contriever",". Question: who wrote song what a friend we have in jesus?","519","27_1,27_17,27_18,27_14,27_15","0.4147183895111084,0.47131824493408203,0.4833220839500427,0.5245888233184814,0.5536283254623413","14.430608749389648"
"rag","39","15","5","5","beam","facebook/contriever",". Question: who is the original singer of just when i needed you most?","517","39_1,39_10,39_16,39_8,39_3","0.48868680000305176,0.5418869853019714,0.5733132362365723,0.587286114692688,0.5893852114677429","17.116233825683594"
"rag","69","15","5","5","beam","facebook/contriever",". Question: what allows chyme to enter the small intestine?","512","69_6,69_8,69_7,69_2,69_3","0.4046139717102051,0.4295269846916199,0.43446046113967896,0.43525123596191406,0.4438047409057617","11.703271865844727"
"rag","42","15","5","5","beam","facebook/contriever",". Question: where would the group bacteroids likely be found?","516","42_1,42_11,42_20,42_7,42_4","0.5250421762466431,0.5332707166671753,0.5460395812988281,0.5513339042663574,0.5516132712364197","11.952638626098633"
