"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","60","15","5","1","beam","facebook/contriever",". Question: who sang theme song for license to kill?","115","60_1","0.5078861117362976","10.593899726867676"
"rag","23","15","5","1","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","124","23_1","0.3963268995285034","18.530925750732422"
"rag","93","15","5","1","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","117","93_5","0.4588027596473694","22.596586227416992"
"rag","74","15","5","1","beam","facebook/contriever",". Question: where does patience is a virtue come from?","115","74_1","0.3330227732658386","9.456881523132324"
"rag","38","15","5","1","beam","facebook/contriever",". Question: who wrote ain't living long like this?","113","38_1","0.5749720335006714","17.32146644592285"
"rag","25","15","5","1","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","119","25_10","0.5334901213645935","14.138761520385742"
"rag","92","15","5","1","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","120","92_7","0.4565401077270508","30.75345230102539"
"rag","52","15","5","1","beam","facebook/contriever",". Question: who added a press room to the white house?","116","52_2","0.4543302059173584","27.140066146850586"
"rag","91","15","5","1","beam","facebook/contriever",". Question: nodding your head no is an example of?","115","91_7","0.48811882734298706","50.16221237182617"
"rag","33","15","5","1","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","118","33_13","0.48169928789138794","18.59427833557129"
"rag","68","15","5","1","beam","facebook/contriever",". Question: who played the detective in little boy blue?","115","68_11","0.5461668968200684","16.61952781677246"
"rag","31","15","5","1","beam","facebook/contriever",". Question: when was the first horrid henry book written?","117","31_14","0.39870089292526245","28.039188385009766"
"rag","81","15","5","1","beam","facebook/contriever",". Question: who plays grace in the secret life of the american teenager?","119","81_3","0.5210627317428589","23.916301727294922"
"rag","63","15","5","1","beam","facebook/contriever",". Question: who has won the canada open women's doubles?","116","63_1","0.5400531888008118","18.55314064025879"
"rag","45","15","5","1","beam","facebook/contriever",". Question: where does the last name waller come from?","115","45_10","0.4454770088195801","22.696380615234375"
"rag","53","15","5","1","beam","facebook/contriever",". Question: who wrote how do you do it by gerry and the pacemakers?","122","53_2","0.4720127582550049","11.868376731872559"
"rag","67","15","5","1","beam","facebook/contriever",". Question: what type of reproduction do whiptail lizards use?","118","67_8","0.4429335594177246","37.89173126220703"
"rag","78","15","5","1","beam","facebook/contriever",". Question: who sings i don't want to be lonely?","116","78_1","0.5703463554382324","29.310195922851562"
"rag","27","15","5","1","beam","facebook/contriever",". Question: who wrote song what a friend we have in jesus?","119","27_1","0.41471850872039795","9.485270500183105"
"rag","39","15","5","1","beam","facebook/contriever",". Question: who is the original singer of just when i needed you most?","119","39_1","0.4886869192123413","19.310651779174805"
"rag","69","15","5","1","beam","facebook/contriever",". Question: what allows chyme to enter the small intestine?","116","69_6","0.4046138525009155","30.499900817871094"
"rag","42","15","5","1","beam","facebook/contriever",". Question: where would the group bacteroids likely be found?","116","42_1","0.5250422954559326","5.939343452453613"
"rag","66","15","5","1","beam","facebook/contriever",". Question: where does the last name andersen originate from?","116","66_1","0.39353978633880615","18.043861389160156"
"rag","9","15","5","1","beam","facebook/contriever",". Question: how long did the democrats control the house and senate?","119","9_3","0.36488091945648193","24.181718826293945"
"rag","26","15","5","1","beam","facebook/contriever",". Question: who sang in the movie i walk the line?","116","26_1","0.510503888130188","9.767232894897461"
"rag","59","15","5","1","beam","facebook/contriever",". Question: who is the premier of northern cape 2018?","115","59_1","0.4165988564491272","11.254056930541992"
"rag","18","15","5","1","beam","facebook/contriever",". Question: who owns the biggest house in beverly hills?","117","18_2","0.47363054752349854","46.64531326293945"
"rag","89","15","5","1","beam","facebook/contriever",". Question: who sings god is great beer is good?","115","89_6","0.6150150299072266","40.52830505371094"
"rag","87","15","5","1","beam","facebook/contriever",". Question: what does the air gap do on a dishwasher?","118","87_3","0.3667508363723755","27.72599220275879"
"rag","97","15","5","1","beam","facebook/contriever",". Question: who is the first indian climber of mount everest?","118","97_3","0.40176403522491455","30.50652503967285"
"rag","7","15","5","1","beam","facebook/contriever",". Question: what is in a pat o brien hurricane?","114","7_5","0.5481581687927246","54.1994514465332"
"rag","44","15","5","1","beam","facebook/contriever",". Question: what is the name of son of lord krishna?","118","44_16","0.5411081314086914","11.198104858398438"
"rag","84","15","5","1","beam","facebook/contriever",". Question: who played anna in once upon a time?","116","84_5","0.4916694164276123","24.60557746887207"
"rag","96","15","5","1","beam","facebook/contriever",". Question: what is the average salary for a us congressman?","95","96_14","0.45694220066070557","17.427936553955078"
"rag","15","15","5","1","beam","facebook/contriever",". Question: what type of joint connects the incus with the malleus?","118","15_1","0.4829651117324829","22.829099655151367"
"rag","17","15","5","1","beam","facebook/contriever",". Question: when was the lupus foundation of america founded?","117","17_4","0.32590460777282715","24.25067901611328"
"rag","41","15","5","1","beam","facebook/contriever",". Question: what started the war between us and japan?","116","41_3","0.5222247242927551","23.367969512939453"
"rag","24","15","5","1","beam","facebook/contriever",". Question: who sang i put a spell on you in hocus pocus?","120","24_13","0.5742486715316772","22.665546417236328"
"rag","21","15","5","1","beam","facebook/contriever",". Question: who played jennifer in back to the future?","117","21_2","0.5505572557449341","8.909860610961914"
"rag","22","15","5","1","beam","facebook/contriever",". Question: where are the cardiac and vasomotor centers found?","116","22_1","0.4481942057609558","21.00789451599121"
"rag","50","15","5","1","beam","facebook/contriever",". Question: who was the first to say i'm going to disney world?","120","50_1","0.4484078884124756","12.314820289611816"
"rag","12","15","5","1","beam","facebook/contriever",". Question: who sings the whiskey ain't workin anymore?","115","12_1","0.484000563621521","20.900318145751953"
"rag","20","15","5","1","beam","facebook/contriever",". Question: this inventor co-created the film fred ott’s sneeze?","123","20_1","0.4165055751800537","12.617860794067383"
"rag","71","15","5","1","beam","facebook/contriever",". Question: what goes on the bottom of shepherd's pie?","116","71_1","0.44567734003067017","20.363277435302734"
"rag","75","15","5","1","beam","facebook/contriever",". Question: who sang the most number of songs in the world?","117","75_1","0.5755904316902161","19.522857666015625"
"rag","57","15","5","1","beam","facebook/contriever",". Question: who owns spirit of the suwannee music park?","116","57_1","0.37197721004486084","5.636913299560547"
"rag","36","15","5","1","beam","facebook/contriever",". Question: who is the singer of kal ho na ho?","116","36_1","0.4431993365287781","8.692580223083496"
"rag","13","15","5","1","beam","facebook/contriever",". Question: what episode does marnie come back in geordie shore?","120","13_1","0.4778022766113281","8.659992218017578"
"rag","55","15","5","1","beam","facebook/contriever",". Question: is jaffa cakes a biscuit or a cake?","118","55_2","0.388083815574646","12.04018783569336"
"rag","14","15","5","1","beam","facebook/contriever",". Question: who sings love will keep us alive by the eagles?","117","14_1","0.45936018228530884","18.834457397460938"
"rag","70","15","5","1","beam","facebook/contriever",". Question: who sings the theme song for the tv show cops?","117","70_6","0.5210562348365784","23.040822982788086"
"rag","2","15","5","1","beam","facebook/contriever",". Question: when did 10 shilling note go out of circulation?","116","2_1","0.4052329659461975","23.565574645996094"
"rag","47","15","5","1","beam","facebook/contriever",". Question: who sang the songs on walk the line?","115","47_1","0.5078678131103516","9.213190078735352"
"rag","77","15","5","1","beam","facebook/contriever",". Question: who sang the song should have been a cowboy?","117","77_1","0.49210113286972046","28.264863967895508"
"rag","1","15","5","1","beam","facebook/contriever",". Question: who sang i ran all the way home?","115","1_3","0.6009569764137268","43.076416015625"
"rag","16","15","5","1","beam","facebook/contriever",". Question: what is the second largest country in asia?","116","16_1","0.48837995529174805","6.048479080200195"
"rag","32","15","5","1","beam","facebook/contriever",". Question: who sang the theme song for the man with the golden gun?","119","32_2","0.5049127340316772","10.99240779876709"
"rag","54","15","5","1","beam","facebook/contriever",". Question: where does the last name roberts come from?","116","54_1","0.44743478298187256","12.20535945892334"
"rag","83","15","5","1","beam","facebook/contriever",". Question: what type of plate boundary is associated with iceland and its volcanic eruptions?","122","83_1","0.4403124451637268","14.913718223571777"
"rag","51","15","5","1","beam","facebook/contriever",". Question: who is the captain of richmond football club?","95","51_9","0.3999764323234558","19.003110885620117"
"rag","80","15","5","1","beam","facebook/contriever",". Question: what's the difference between salisbury steak and hamburger steak?","121","80_1","0.3693259358406067","20.6915225982666"
"rag","79","15","5","1","beam","facebook/contriever",". Question: where is the heart of palm on a palm tree?","116","79_1","0.4583275318145752","15.273357391357422"
"rag","61","15","5","1","beam","facebook/contriever",". Question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","128","61_10","0.46108704805374146","10.980335235595703"
"rag","46","15","5","1","beam","facebook/contriever",". Question: how old do you have to be to get a gun licence in nz?","122","46_1","0.3767968416213989","16.020036697387695"
"rag","65","15","5","1","beam","facebook/contriever",". Question: what is the meaning of gorakh dhanda in urdu?","120","65_7","0.5661786198616028","23.42780876159668"
"rag","29","15","5","1","beam","facebook/contriever",". Question: when did the song things that make you go hmmm come out?","120","29_2","0.5088328123092651","11.529223442077637"
"rag","98","15","5","1","beam","facebook/contriever",". Question: cast of the have and have nots play?","116","98_1","0.5549885630607605","9.59500503540039"
"rag","8","15","5","1","beam","facebook/contriever",". Question: where does the last name orozco originate from?","117","8_1","0.3877755403518677","14.83223819732666"
"rag","58","15","5","1","beam","facebook/contriever",". Question: what is the name of india pakistan border?","118","58_6","0.3720659613609314","38.19648742675781"
"rag","11","15","5","1","beam","facebook/contriever",". Question: which british city is farthest from the sea?","118","58_7","0.6000089645385742","29.26439666748047"
"rag","35","15","5","1","beam","facebook/contriever",". Question: who played mrs warboys in one foot in the grave?","119","35_1","0.5576387643814087","10.780263900756836"
"rag","19","15","5","1","beam","facebook/contriever",". Question: who stepped out of the dithyrambic chorus to become the first actor?","123","19_2","0.5073003768920898","30.71107292175293"
"rag","40","15","5","1","beam","facebook/contriever",". Question: where was the salvation army's christmas collection kettle first introduced?","120","40_3","0.45505261421203613","30.61185073852539"
"rag","82","15","5","1","beam","facebook/contriever",". Question: sequel to a christmas story it runs in the family?","114","82_12","0.5432681441307068","44.212074279785156"
"rag","4","15","5","1","beam","facebook/contriever",". Question: where was because i could not stop for death published?","117","4_1","0.47387176752090454","19.236202239990234"
"rag","43","15","5","1","beam","facebook/contriever",". Question: where does kfc get their chicken in south africa?","118","43_2","0.39725250005722046","29.367603302001953"
"rag","88","15","5","1","beam","facebook/contriever",". Question: who won the super heavyweight gold medal at the 2000 olympics?","121","88_10","0.41385984420776367","26.267683029174805"
"rag","28","15","5","1","beam","facebook/contriever",". Question: when did men's curling start in the olympics?","117","28_1","0.4311841130256653","11.956685066223145"
"rag","10","15","5","1","beam","facebook/contriever",". Question: which state is the richest state in nigeria?","116","10_1","0.45791393518447876","6.669213771820068"
"rag","37","15","5","1","beam","facebook/contriever",". Question: who wrote if she knew what she wants?","114","37_1","0.5365482568740845","13.121055603027344"
"rag","86","15","5","1","beam","facebook/contriever",". Question: where was the film coming home for christmas filmed?","117","86_9","0.5487402677536011","10.274307250976562"
"rag","5","15","5","1","beam","facebook/contriever",". Question: who plays the mother of howard on big bang theory?","117","5_5","0.49790865182876587","34.780147552490234"
"rag","94","15","5","1","beam","facebook/contriever",". Question: who was the dj on in living color?","116","94_6","0.5893444418907166","33.86738967895508"
"rag","56","15","5","1","beam","facebook/contriever",". Question: when did the granite mountain hotshots get certified?","116","56_8","0.5394363403320312","11.628453254699707"
"rag","6","15","5","1","beam","facebook/contriever",". Question: who has been appointed as the election commissioner of india?","118","6_1","0.3859596252441406","12.306218147277832"
"rag","76","15","5","1","beam","facebook/contriever",". Question: what is the ultimate objective of financial management?","115","76_11","0.408075213432312","24.220279693603516"
"rag","72","15","5","1","beam","facebook/contriever",". Question: new movie of ajay devgan and sonakshi sinha?","120","72_10","0.48642319440841675","47.6187858581543"
"rag","85","15","5","1","beam","facebook/contriever",". Question: who kidnapped ben in the deep end of the ocean?","117","85_1","0.5682148933410645","6.850531101226807"
"rag","90","15","5","1","beam","facebook/contriever",". Question: university of michigan school of public health ranking?","116","90_1","0.3236997127532959","9.868742942810059"
"rag","48","15","5","1","beam","facebook/contriever",". Question: what is the name of the gap between two front teeth?","118","48_2","0.5006558299064636","17.512990951538086"
"rag","0","15","5","1","beam","facebook/contriever",". Question: who plays colin on young and the restless?","116","0_16","0.530500590801239","28.143959045410156"
"rag","49","15","5","1","beam","facebook/contriever",". Question: when was the last time tug-of-war was an official olympic sport?","121","49_1","0.4220561385154724","11.88011646270752"
"rag","95","15","5","1","beam","facebook/contriever",". Question: who is the actress who plays baker on blue bloods?","119","95_3","0.558517575263977","21.171878814697266"
"rag","73","15","5","1","beam","facebook/contriever",". Question: what is the function of the pericardial sac?","117","73_5","0.36926472187042236","10.377531051635742"
"rag","30","15","5","1","beam","facebook/contriever",". Question: who won the 2017 sports personality of the year?","115","30_17","0.45961833000183105","34.34634780883789"
"rag","62","15","5","1","beam","facebook/contriever",". Question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","132","62_1","0.4353022575378418","33.78960037231445"
"rag","34","15","5","1","beam","facebook/contriever",". Question: what was the first capital city of australia?","117","34_1","0.44451600313186646","8.819982528686523"
"rag","99","15","5","1","beam","facebook/contriever",". Question: who is the young man in hawthorne's my kinsman major molineux?","121","99_1","0.4450976848602295","18.790327072143555"
"rag","64","15","5","1","beam","facebook/contriever",". Question: who is the authority or governing body of mca?","117","64_7","0.5308507680892944","26.146984100341797"
"rag","3","15","5","1","beam","facebook/contriever",". Question: who invented the cornell method of note taking?","115","3_1","0.3927508592605591","6.254148960113525"
