"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","60","15","5","25","beam","facebook/contriever",". Question: who sang theme song for license to kill?","2033","60_1,60_2,60_12,60_3,60_4,60_11,60_13,60_5,60_9,60_6,60_8,60_7,90_14,7_15,60_14,96_14,60_10,7_1,51_9,90_13,7_5,7_3,51_8,96_13,96_12","0.5078861117362976,0.5602269172668457,0.5655557513237,0.5878167152404785,0.599281907081604,0.6097021102905273,0.6182764768600464,0.6292575001716614,0.6372916102409363,0.649518609046936,0.6645491123199463,0.6719953417778015,0.6951943635940552,0.7015502452850342,0.7035946846008301,0.7125331163406372,0.7277252078056335,0.733474850654602,0.7356376647949219,0.7377974390983582,0.7461152672767639,0.7588299512863159,0.7605174779891968,0.7640058398246765,0.7683210372924805","10.227805137634277"
"rag","23","15","5","25","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","2033","23_1,23_3,23_4,23_2,23_6,7_1,23_5,90_14,96_14,7_3,7_15,90_13,51_8,96_13,96_12,90_1,7_14,7_5,51_9,51_2,96_10,96_8,90_2,96_9,90_7","0.3963268995285034,0.4732421636581421,0.5207117795944214,0.5408961772918701,0.6757581830024719,0.6836379170417786,0.6898006200790405,0.7011966705322266,0.708853006362915,0.7120431065559387,0.7235526442527771,0.7248769998550415,0.7349770069122314,0.740317165851593,0.754530131816864,0.7554001212120056,0.7557991147041321,0.7590004801750183,0.7781915664672852,0.7783915996551514,0.779751181602478,0.7824865579605103,0.7829657793045044,0.7858140468597412,0.7869329452514648","9.816777229309082"
"rag","93","15","5","25","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","2033","93_5,93_1,93_4,93_6,93_8,93_7,93_14,93_13,93_2,93_3,93_10,93_11,93_9,51_8,51_9,7_5,23_6,93_12,90_14,90_13,23_1,51_6,51_7,51_3,7_15","0.4588027596473694,0.4635024070739746,0.46887385845184326,0.4795879125595093,0.49753648042678833,0.5095508098602295,0.5213409662246704,0.5221155881881714,0.5539335012435913,0.5769931077957153,0.60160893201828,0.6152958869934082,0.618651270866394,0.6472252011299133,0.6677156686782837,0.6698920726776123,0.6795947551727295,0.6955051422119141,0.6985727548599243,0.7020953893661499,0.7027487754821777,0.7051495313644409,0.708041787147522,0.710729718208313,0.7112473249435425","11.1477632522583"
"rag","74","15","5","25","beam","facebook/contriever",". Question: where does patience is a virtue come from?","2033","74_1,74_2,74_3,90_14,93_6,7_15,90_1,74_4,7_1,93_1,90_2,90_13,51_8,7_5,51_2,93_5,51_7,51_3,93_14,93_8,93_13,7_14,51_9,93_2,51_6","0.3330227732658386,0.5229206085205078,0.6557490825653076,0.716476559638977,0.7168135643005371,0.7276166677474976,0.7293022871017456,0.7368319034576416,0.7422153949737549,0.7454719543457031,0.7461462020874023,0.7505759000778198,0.7556253671646118,0.7633072137832642,0.7673290967941284,0.7680495977401733,0.768982470035553,0.7727420330047607,0.7761490345001221,0.7778366804122925,0.7800508141517639,0.7806776165962219,0.7809620499610901,0.7812379598617554,0.7842044234275818","9.825155258178711"
"rag","38","15","5","25","beam","facebook/contriever",". Question: who wrote ain't living long like this?","2033","38_1,38_3,38_13,38_2,74_1,38_6,38_9,38_17,38_5,38_16,38_7,38_10,38_15,38_14,38_18,38_8,38_11,7_5,38_12,74_4,38_4,93_14,7_1,93_6,7_15","0.5749720335006714,0.5904918313026428,0.5963698625564575,0.6122269630432129,0.6215665340423584,0.6256915330886841,0.6308534145355225,0.6347782611846924,0.6401337385177612,0.6483625173568726,0.6537107229232788,0.6623618006706238,0.6733971834182739,0.6869833469390869,0.6888036727905273,0.6948492527008057,0.7090784311294556,0.7172061204910278,0.71751868724823,0.724440336227417,0.7292864322662354,0.7437657117843628,0.7439275979995728,0.7479747533798218,0.7505595088005066","10.351890563964844"
"rag","25","15","5","25","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","2033","25_10,25_9,25_11,25_3,25_7,38_18,25_2,25_4,25_14,38_6,74_1,38_16,38_15,38_5,38_9,74_4,38_7,38_10,25_8,93_6,38_8,93_5,38_1,38_11,38_17","0.5334901213645935,0.5598495006561279,0.5940958857536316,0.6193806529045105,0.6236411333084106,0.6452365517616272,0.6560710668563843,0.6612027883529663,0.6617773771286011,0.6781895756721497,0.6830061674118042,0.6847889423370361,0.6880179643630981,0.6883066892623901,0.6941751837730408,0.6971238851547241,0.6974992156028748,0.7103672623634338,0.7112510204315186,0.7133028507232666,0.7139670848846436,0.7184444665908813,0.7206027507781982,0.7263303995132446,0.7299990057945251","10.678412437438965"
"rag","92","15","5","25","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","2033","92_7,92_1,92_4,92_5,92_3,92_10,92_6,92_18,92_11,92_8,92_9,92_13,92_12,92_17,92_14,92_2,92_15,92_16,92_19,38_18,25_14,38_16,38_15,92_21,51_8","0.4565401077270508,0.4566715359687805,0.4641250967979431,0.4678763151168823,0.4685034155845642,0.49392855167388916,0.500443696975708,0.5035134553909302,0.510047197341919,0.5244178175926208,0.5377814769744873,0.5389455556869507,0.5401691198348999,0.5451066493988037,0.5652851462364197,0.57635498046875,0.5851455926895142,0.6198759078979492,0.6234564781188965,0.6654423475265503,0.6851716041564941,0.7021714448928833,0.7057092189788818,0.7102292776107788,0.7157809138298035","13.870946884155273"
"rag","52","15","5","25","beam","facebook/contriever",". Question: who added a press room to the white house?","2033","52_2,52_4,52_3,52_1,52_9,52_11,52_17,52_14,52_6,52_7,52_5,52_10,52_12,52_13,52_15,52_8,52_16,52_18,25_14,93_6,93_8,93_1,93_14,25_9,51_9","0.4543302059173584,0.4589281678199768,0.45964574813842773,0.46533310413360596,0.49342775344848633,0.5206719636917114,0.5425366759300232,0.5585631132125854,0.5685129165649414,0.5695930123329163,0.5725103616714478,0.573887825012207,0.58640456199646,0.5948308706283569,0.6073334217071533,0.64924556016922,0.6513680219650269,0.6776269674301147,0.7022148966789246,0.707443118095398,0.722173810005188,0.7228536605834961,0.7264192700386047,0.7359164953231812,0.7362509965896606","12.16310977935791"
"rag","91","15","5","25","beam","facebook/contriever",". Question: nodding your head no is an example of?","2033","91_7,91_8,91_3,91_2,91_5,91_4,91_1,91_6,91_10,91_9,52_18,52_9,91_15,52_12,92_14,52_11,52_17,91_14,91_13,92_21,91_12,51_8,92_1,52_10,93_1","0.48811882734298706,0.5517271757125854,0.5568265914916992,0.5612048506736755,0.5630749464035034,0.5879164338111877,0.5910865068435669,0.6228902339935303,0.6276301145553589,0.6523151397705078,0.7095564603805542,0.7316339015960693,0.7448432445526123,0.7478379011154175,0.7499659657478333,0.7502946257591248,0.7540702223777771,0.7545408606529236,0.7569671869277954,0.7571926712989807,0.757805585861206,0.7588747143745422,0.7656115889549255,0.775316596031189,0.7815251350402832","14.492074012756348"
"rag","33","15","5","25","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","2033","33_13,33_15,33_14,33_16,33_1,33_8,33_12,33_3,52_18,33_2,33_4,33_6,33_10,33_17,91_15,33_7,33_11,91_1,33_5,52_9,33_9,92_21,51_9,91_8,52_17","0.48169928789138794,0.5547854900360107,0.5672863125801086,0.5814123153686523,0.619658350944519,0.6248454451560974,0.6388306617736816,0.6426813006401062,0.6512848138809204,0.6723804473876953,0.6848822832107544,0.6987370252609253,0.7027457356452942,0.707414984703064,0.7078628540039062,0.7106029987335205,0.7187236547470093,0.7281957864761353,0.728570282459259,0.7300114631652832,0.7315706014633179,0.7366350889205933,0.7404401898384094,0.742545485496521,0.745040774345398","7.548493385314941"
