"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","60","15","5","20","beam","facebook/contriever",". Question: who sang theme song for license to kill?","1821","60_1,60_2,60_12,60_3,60_4,60_11,60_13,60_5,60_9,60_6,60_8,60_7,90_14,7_15,60_14,96_14,60_10,7_1,51_9,90_13","0.5078860521316528,0.5602269768714905,0.5655557513237,0.5878164768218994,0.5992817878723145,0.6097021698951721,0.6182766556739807,0.6292575001716614,0.6372915506362915,0.649518609046936,0.6645492315292358,0.6719952821731567,0.6951943635940552,0.7015502452850342,0.7035946249961853,0.7125330567359924,0.7277252674102783,0.7334749698638916,0.7356377840042114,0.7377974987030029","9.032078742980957"
"rag","23","15","5","20","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","1760","23_1,23_3,23_4,23_2,23_6,7_1,23_5,90_14,96_14,7_3,7_15,90_13,51_8,96_13,96_12,90_1,7_14,7_5,51_9,51_2","0.39632678031921387,0.4732421040534973,0.5207118391990662,0.5408962965011597,0.6757581233978271,0.6836380958557129,0.6898006796836853,0.7011966109275818,0.7088531255722046,0.712043046951294,0.7235527038574219,0.7248769998550415,0.7349770665168762,0.740317165851593,0.7545301914215088,0.7554001212120056,0.7557990550994873,0.7590004801750183,0.7781916260719299,0.7783916592597961","10.163182258605957"
"rag","93","15","5","20","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","1857","93_5,93_1,93_4,93_6,93_8,93_7,93_14,93_13,93_2,93_3,93_10,93_11,93_9,51_8,51_9,7_5,23_6,93_12,90_14,90_13","0.4588029384613037,0.4635024070739746,0.46887385845184326,0.4795876741409302,0.49753665924072266,0.5095508098602295,0.5213409662246704,0.5221155881881714,0.5539334416389465,0.5769929885864258,0.6016089916229248,0.6152958869934082,0.618651270866394,0.6472252011299133,0.6677156686782837,0.6698920726776123,0.679594874382019,0.6955051422119141,0.6985726356506348,0.7020953297615051","10.425187110900879"
"rag","74","15","5","20","beam","facebook/contriever",". Question: where does patience is a virtue come from?","1766","74_1,74_2,74_3,90_14,93_6,7_15,90_1,74_4,7_1,93_1,90_2,90_13,51_8,7_5,51_2,93_5,51_7,51_3,93_14,93_8","0.33302295207977295,0.5229207277297974,0.6557490825653076,0.716476559638977,0.7168135643005371,0.7276166677474976,0.7293022871017456,0.7368319034576416,0.7422155141830444,0.7454719543457031,0.7461461424827576,0.7505759000778198,0.7556253671646118,0.7633072137832642,0.7673290967941284,0.7680495977401733,0.7689824104309082,0.7727420330047607,0.7761489152908325,0.7778366804122925","10.387828826904297"
"rag","38","15","5","20","beam","facebook/contriever",". Question: who wrote ain't living long like this?","1860","38_1,38_3,38_13,38_2,74_1,38_6,38_9,38_17,38_5,38_16,38_7,38_10,38_15,38_14,38_18,38_8,38_11,7_5,38_12,74_4","0.5749720931053162,0.5904919505119324,0.5963699221611023,0.6122268438339233,0.6215665340423584,0.6256916522979736,0.6308534145355225,0.6347783207893372,0.6401336789131165,0.6483626365661621,0.6537107229232788,0.6623616814613342,0.6733970642089844,0.6869834661483765,0.6888036727905273,0.6948491930961609,0.7090784907341003,0.7172060608863831,0.71751868724823,0.724440336227417","10.388408660888672"
"rag","25","15","5","20","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","1806","25_10,25_9,25_11,25_3,25_7,38_18,25_2,25_4,25_14,38_6,74_1,38_16,38_15,38_5,38_9,74_4,38_7,38_10,25_8,93_6","0.5334901809692383,0.5598495006561279,0.5940960049629211,0.6193807125091553,0.6236412525177002,0.645236611366272,0.6560710668563843,0.6612028479576111,0.6617774963378906,0.6781896352767944,0.6830061674118042,0.6847890019416809,0.6880179643630981,0.6883066892623901,0.694175124168396,0.6971238851547241,0.6974992752075195,0.7103672027587891,0.7112510204315186,0.7133028507232666","11.000149726867676"
"rag","92","15","5","20","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","1968","92_7,92_1,92_4,92_5,92_3,92_10,92_6,92_18,92_11,92_8,92_9,92_13,92_12,92_17,92_14,92_2,92_15,92_16,92_19,38_18","0.45654022693634033,0.4566715955734253,0.46412497758865356,0.4678763747215271,0.46850353479385376,0.49392861127853394,0.5004437565803528,0.5035135746002197,0.5100472569465637,0.5244178175926208,0.5377814769744873,0.5389455556869507,0.5401691198348999,0.5451066493988037,0.5652851462364197,0.5763550996780396,0.5851454734802246,0.6198759078979492,0.623456597328186,0.6654423475265503","13.848150253295898"
"rag","52","15","5","20","beam","facebook/contriever",". Question: who added a press room to the white house?","1883","52_2,52_4,52_3,52_1,52_9,52_11,52_17,52_14,52_6,52_7,52_5,52_10,52_12,52_13,52_15,52_8,52_16,52_18,25_14,93_6","0.45433008670806885,0.4589279890060425,0.4596458673477173,0.4653329849243164,0.4934278130531311,0.5206719636917114,0.542536735534668,0.5585631132125854,0.5685128569602966,0.5695929527282715,0.5725102424621582,0.5738877058029175,0.5864044427871704,0.5948309898376465,0.6073333621025085,0.6492456197738647,0.6513682007789612,0.6776269674301147,0.7022149562835693,0.707443118095398","12.122474670410156"
"rag","91","15","5","20","beam","facebook/contriever",". Question: nodding your head no is an example of?","1878","91_7,91_8,91_3,91_2,91_5,91_4,91_1,91_6,91_10,91_9,52_18,52_9,91_15,52_12,92_14,52_11,52_17,91_14,91_13,92_21","0.4881189465522766,0.5517270565032959,0.5568267107009888,0.561204731464386,0.5630749464035034,0.587916374206543,0.5910863876342773,0.6228901743888855,0.6276301145553589,0.6523150205612183,0.709556519985199,0.7316339015960693,0.7448431849479675,0.7478379011154175,0.7499659657478333,0.7502946257591248,0.7540701627731323,0.7545408010482788,0.7569671869277954,0.7571926116943359","13.533358573913574"
"rag","33","15","5","20","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","1875","33_13,33_15,33_14,33_16,33_1,33_8,33_12,33_3,52_18,33_2,33_4,33_6,33_10,33_17,91_15,33_7,33_11,91_1,33_5,52_9","0.48169946670532227,0.5547855496406555,0.5672864317893982,0.5814124345779419,0.6196584105491638,0.6248455047607422,0.6388307809829712,0.6426814198493958,0.6512847542762756,0.6723804473876953,0.684882402420044,0.6987370848655701,0.7027458548545837,0.707414984703064,0.707862913608551,0.7106030583381653,0.7187237739562988,0.7281959056854248,0.7285703420639038,0.7300115823745728","7.947643756866455"
