"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","60","15","5","10","beam","facebook/contriever",". Question: who sang theme song for license to kill?","1013","60_1,60_2,60_12,60_3,60_4,60_11,60_13,60_5,60_9,60_6","0.5078861117362976,0.5602269172668457,0.5655557513237,0.5878167152404785,0.599281907081604,0.6097021102905273,0.6182764768600464,0.6292575001716614,0.6372916102409363,0.649518609046936","10.634062767028809"
"rag","23","15","5","10","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","925","23_1,23_3,23_4,23_2,23_6,7_1,23_5,90_14,96_14,7_3","0.3963268995285034,0.4732421636581421,0.5207117795944214,0.5408961772918701,0.6757581830024719,0.6836379170417786,0.6898006200790405,0.7011966705322266,0.708853006362915,0.7120431065559387","10.640664100646973"
"rag","93","15","5","10","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","985","93_5,93_1,93_4,93_6,93_8,93_7,93_14,93_13,93_2,93_3","0.4588027596473694,0.4635024070739746,0.46887385845184326,0.4795879125595093,0.49753648042678833,0.5095508098602295,0.5213409662246704,0.5221155881881714,0.5539335012435913,0.5769931077957153","10.630369186401367"
"rag","74","15","5","10","beam","facebook/contriever",". Question: where does patience is a virtue come from?","804","74_1,74_2,74_3,90_14,93_6,7_15,90_1,74_4,7_1,93_1","0.3330227732658386,0.5229206085205078,0.6557490825653076,0.716476559638977,0.7168135643005371,0.7276166677474976,0.7293022871017456,0.7368319034576416,0.7422153949737549,0.7454719543457031","10.092142105102539"
"rag","38","15","5","10","beam","facebook/contriever",". Question: who wrote ain't living long like this?","992","38_1,38_3,38_13,38_2,38_6,38_9,38_17,38_5,38_16,38_7","0.5749720335006714,0.5904918313026428,0.5963698625564575,0.6122269630432129,0.6256915330886841,0.6308534145355225,0.6347782611846924,0.6401337385177612,0.6483625173568726,0.6537107229232788","10.87214183807373"
"rag","25","15","5","10","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","917","25_10,25_9,25_11,25_3,25_7,38_18,25_2,25_4,25_14,38_6","0.5334901213645935,0.5598495006561279,0.5940958857536316,0.6193806529045105,0.6236411333084106,0.6452365517616272,0.6560710668563843,0.6612027883529663,0.6617773771286011,0.6781895756721497","9.60707950592041"
"rag","92","15","5","10","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","1017","92_7,92_1,92_4,92_5,92_3,92_10,92_6,92_18,92_11,92_8","0.4565401077270508,0.4566715359687805,0.4641250967979431,0.4678763151168823,0.4685034155845642,0.49392855167388916,0.500443696975708,0.5035134553909302,0.510047197341919,0.5244178175926208","15.046732902526855"
"rag","52","15","5","10","beam","facebook/contriever",". Question: who added a press room to the white house?","1014","52_2,52_4,52_3,52_1,52_9,52_11,52_17,52_14,52_6,52_7","0.4543302059173584,0.4589281678199768,0.45964574813842773,0.46533310413360596,0.49342775344848633,0.5206719636917114,0.5425366759300232,0.5585631132125854,0.5685129165649414,0.5695930123329163","13.665629386901855"
"rag","91","15","5","10","beam","facebook/contriever",". Question: nodding your head no is an example of?","990","91_7,91_8,91_3,91_2,91_5,91_4,91_1,91_6,91_10,91_9","0.48811882734298706,0.5517271757125854,0.5568265914916992,0.5612048506736755,0.5630749464035034,0.5879164338111877,0.5910865068435669,0.6228902339935303,0.6276301145553589,0.6523151397705078","17.19011688232422"
"rag","33","15","5","10","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","932","33_13,33_15,33_14,33_16,33_1,33_8,33_12,33_3,52_18,33_2","0.48169928789138794,0.5547854900360107,0.5672863125801086,0.5814123153686523,0.619658350944519,0.6248454451560974,0.6388306617736816,0.6426813006401062,0.6512848138809204,0.6723804473876953","9.508630752563477"
