"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what culture region is germany a part of? Answer: ","2038","60_2,60_6,60_18,60_5,60_1,60_15,60_13,60_7,60_20,60_10,60_12,60_8,77_9,60_11,60_3,60_25,60_23,60_9,60_16,60_26,60_14,60_4,77_7,60_19,60_17","0.28074145317077637,0.29121917486190796,0.29751789569854736,0.30089622735977173,0.30179929733276367,0.3044801950454712,0.30565333366394043,0.32019615173339844,0.3216536045074463,0.324495792388916,0.3283690810203552,0.32970690727233887,0.3375794291496277,0.34010547399520874,0.3405943512916565,0.34913063049316406,0.34971505403518677,0.35045325756073,0.3549498915672302,0.35586023330688477,0.3591066598892212,0.3597434163093567,0.36255568265914917,0.3675271272659302,0.3692084550857544",",  in  :  dtv  ","Central Germany (","62.85924530029297,37.453529357910156,54.536163330078125,39.13618087768555,55.81494140625,42.042396545410156,58.54561233520508,45.79728698730469,39.834720611572266,59.784690856933594","0","0","0"
"rag","23","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what does the transfer case control module do? Answer: ","2038","23_13,23_1,23_14,77_9,23_11,23_3,23_8,23_6,23_20,23_30,23_18,23_16,23_5,23_27,23_29,23_25,23_31,23_23,23_26,77_20,77_23,23_19,6_1,77_17,6_2","0.2875608801841736,0.3009525537490845,0.30520522594451904,0.3091958165168762,0.3123941421508789,0.31286299228668213,0.3170238733291626,0.3271298408508301,0.33130133152008057,0.33135199546813965,0.3341255784034729,0.3430742621421814,0.34371477365493774,0.34433597326278687,0.34881454706192017,0.35328197479248047,0.3548985719680786,0.3564568758010864,0.35847270488739014,0.36021101474761963,0.3615446090698242,0.3620705008506775,0.3663564920425415,0.3691557049751282,0.37070560455322266","about  the  Bantu  Education","transfers power from the transmission to the front and rear axles by means of drive shafts .,transfers power from the transmission to the front and rear axles by,synchronizes the difference between the rotation of the front and rear wheels ,,may contain one or more sets of low range gears for off - road use .","50.84653854370117,35.52323913574219,65.7020034790039,48.14065170288086,62.17512130737305,47.59988021850586,41.764469146728516,49.2595329284668,62.015811920166016,45.328514099121094","0.008259948157763467","0.0875","0"
"rag","93","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings the whiskey ain't workin anymore? Answer: ","2038","93_1,93_5,93_29,93_16,93_4,93_23,93_26,93_22,93_21,93_3,93_25,93_30,93_27,93_2,51_2,93_24,93_6,51_6,51_5,93_15,51_3,93_18,93_7,93_8,93_31","0.3182281255722046,0.31880152225494385,0.340767502784729,0.3426726460456848,0.34480977058410645,0.34502941370010376,0.3624662160873413,0.3635028600692749,0.36607539653778076,0.36787110567092896,0.37978243827819824,0.3878270387649536,0.39414340257644653,0.39450323581695557,0.401172935962677,0.40385812520980835,0.404360294342041,0.4048677086830139,0.40584325790405273,0.40831196308135986,0.40975451469421387,0.4129562973976135,0.41849803924560547,0.42562049627304077,0.4283027648925781","Your  Sign  ''  ``  I","Travis Tritt and Marty Stuart .,Travis Tritt --,Marty Stuart --,Tim Passmore --,Dennis Locorriere --,Travis Tritt and,Travis Tritt and,Travis Tritt and Marty Stuart .,Travis Tritt and,Marty Stuart .","63.99864959716797,49.360965728759766,60.35331344604492,39.925514221191406,61.69456100463867,37.96891403198242,54.975547790527344,40.66240692138672,63.014381408691406,50.17414093017578","0","0","0"
"rag","74","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what type of database is library literature and information science? Answer: ","2038","74_1,74_7,77_9,6_2,74_5,74_3,74_8,6_1,77_7,6_15,93_34,23_1,60_1,23_13,60_2,77_1,60_33,23_11,79_5,23_36,79_7,60_32,77_23,23_14,51_14","0.19272196292877197,0.27277112007141113,0.2950202226638794,0.3201555609703064,0.3234134316444397,0.3354278802871704,0.33787834644317627,0.34208083152770996,0.3430456519126892,0.3453425168991089,0.34786081314086914,0.3499528169631958,0.3509904742240906,0.3526044487953186,0.35733187198638916,0.35968470573425293,0.35984504222869873,0.3614198565483093,0.3647792935371399,0.36548835039138794,0.36592382192611694,0.3665720224380493,0.36794161796569824,0.36909806728363037,0.36941736936569214","(  edit  )  Wikipedia  ","bibliographic database,bibliographic database,bibliographic database,bibliographic database that,bibliographic database","43.92448425292969,16.30234146118164,50.096961975097656,18.819185256958008,56.81432342529297,33.88893127441406,43.59291076660156,20.231704711914062,48.24604797363281,54.8499755859375","0","0","0"
"rag","38","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played big enos in smokey and the bandit? Answer: ","2038","38_3,38_13,38_12,38_9,38_14,38_8,77_9,77_17,51_2,38_15,7_5,93_21,77_12,38_20,7_4,93_24,7_1,77_21,38_21,77_28,7_8,93_9,77_11,77_1,93_11","0.22910082340240479,0.24444139003753662,0.3376430869102478,0.36435842514038086,0.3653984069824219,0.37737512588500977,0.4011925458908081,0.4095521569252014,0.4220430254936218,0.4234236478805542,0.4265674948692322,0.427295982837677,0.42816072702407837,0.430459201335907,0.43169814348220825,0.43232595920562744,0.4327075481414795,0.4327726364135742,0.43369561433792114,0.43375515937805176,0.4361865520477295,0.43674010038375854,0.43790388107299805,0.4397680163383484,0.43992936611175537","ump  up  ^  (  U","Pat McCormick (,Pat McCormick (,Pat McCormick (,Pat McCormick (","24.657609939575195,55.0461311340332,62.77831268310547,51.26957702636719,49.4141960144043,22.92240333557129,58.162532806396484,27.87095069885254,58.61940383911133,41.169761657714844","0.0456496931223525","0","0"
"rag","25","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where did hasta la vista baby come from? Answer: ","2038","25_1,25_9,25_16,25_13,25_14,25_11,25_5,25_15,79_7,93_30,77_9,51_14,7_8,25_4,60_2,51_4,60_15,77_23,7_10,38_15,77_17,60_5,25_17,77_12,77_21","0.34968042373657227,0.3674169182777405,0.38152968883514404,0.3859155774116516,0.38676512241363525,0.4112444519996643,0.4346317648887634,0.4372379779815674,0.43910396099090576,0.44134074449539185,0.44189542531967163,0.4420316219329834,0.44352084398269653,0.4439576268196106,0.44729578495025635,0.44808727502822876,0.45118242502212524,0.45435839891433716,0.455125629901886,0.4558301568031311,0.45619267225265503,0.45764774084091187,0.45878905057907104,0.459709107875824,0.4620964527130127","LIFE  AND  TIMES  OF","Arnold Schwarzenegger 's title character from the 1991 science fiction thriller film Terminator 2 : Judgment Day .","58.85211181640625,45.96192169189453,50.32121658325195,61.480247497558594,45.35523223876953,59.79909133911133,44.82673645019531,55.13288497924805,62.20441436767578,49.925228118896484","0","0","0"
"rag","92","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: sequel to a christmas story it runs in the family? Answer: ","2038","92_26,92_1,92_4,92_27,92_5,92_9,92_8,92_20,92_11,92_23,92_22,77_9,92_25,38_14,79_3,79_5,92_16,92_2,92_15,38_10,38_8,79_2,74_5,93_30,92_29","0.24589836597442627,0.253930926322937,0.2960251569747925,0.3053492307662964,0.31247639656066895,0.36035704612731934,0.36483317613601685,0.36666715145111084,0.3775774836540222,0.37786591053009033,0.39561015367507935,0.40105026960372925,0.4026135206222534,0.40304815769195557,0.4030539393424988,0.4106830954551697,0.41071730852127075,0.41197824478149414,0.4120830297470093,0.41217952966690063,0.41274166107177734,0.41332560777664185,0.4137648344039917,0.41430842876434326,0.4151836633682251","He  also  wrote  the  line","My Summer Story ,,My Summer Story ,","55.81491470336914,40.3286247253418,61.033180236816406,53.516727447509766,62.447059631347656,53.5993766784668,61.00995635986328,40.33852005004883,58.575927734375,42.622230529785156","0","0","0"
"rag","52","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings every light in the house is on? Answer: ","2038","52_12,52_1,52_4,52_7,52_13,52_17,77_12,52_10,52_3,52_22,52_16,92_27,52_9,38_9,38_8,52_11,51_5,52_27,92_11,51_4,38_15,38_10,93_8,92_5,52_8","0.2811124324798584,0.29812854528427124,0.33619773387908936,0.3615207076072693,0.364234983921051,0.3676721453666687,0.3799145221710205,0.3802131414413452,0.3870830535888672,0.38792097568511963,0.39922094345092773,0.4016761779785156,0.4132722020149231,0.41369926929473877,0.4142468571662903,0.4169166088104248,0.4189252257347107,0.419516921043396,0.4246741533279419,0.4259571433067322,0.4279422163963318,0.4282867908477783,0.4301501512527466,0.43046337366104126,0.4310460686683655","  Secret  ''  was  so  ","Trace Adkins .,Trace Adkins .,Trace Adkins .,American country music artist Trace Adkins .","38.582679748535156,57.298927307128906,43.536895751953125,53.52785110473633,38.20103073120117,52.9053955078125,39.09502029418945,53.61923599243164,45.532569885253906,55.72710418701172","0","0","0"
"rag","91","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang i'm gonna run away from you? Answer: ","2038","91_3,91_5,91_7,91_4,93_22,51_5,52_22,93_30,52_4,52_1,52_2,52_21,93_28,52_5,93_24,93_5,91_8,93_6,51_6,93_29,52_17,91_6,93_25,52_16,7_6","0.22957992553710938,0.26130032539367676,0.32343530654907227,0.32460451126098633,0.37506717443466187,0.3768249750137329,0.37939125299453735,0.3854820728302002,0.39492470026016235,0.4036223888397217,0.4045199155807495,0.4173363447189331,0.4175747036933899,0.41793835163116455,0.4248494505882263,0.42722928524017334,0.4272904396057129,0.42740118503570557,0.42870861291885376,0.4295352101325989,0.43111056089401245,0.4314535856246948,0.4321790933609009,0.43358367681503296,0.43360382318496704","  89594  -  6  ","Tami Lynn (,Tami Lynn (,Tami Lynn (,Tami Lynn (,Tami Lynn (","25.84288787841797,41.751220703125,19.83165740966797,15.198840141296387,24.97388458251953,55.8830680847168,50.62098693847656,54.87190628051758,51.978641510009766,60.68095779418945","0","0","0"
"rag","33","10","10","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does patience is a virtue come from? Answer: ","2038","33_2,33_1,33_3,77_9,79_5,79_7,23_13,79_10,79_3,77_7,23_11,79_2,79_9,33_5,77_12,79_1,79_4,77_1,77_11,23_3,52_8,23_14,77_5,77_4,23_9","0.2715660333633423,0.30398672819137573,0.3358699679374695,0.3417088985443115,0.3877255916595459,0.3887486457824707,0.391664981842041,0.39560240507125854,0.4013720154762268,0.4014378786087036,0.40169310569763184,0.40301769971847534,0.403933048248291,0.40494126081466675,0.40896832942962646,0.41418999433517456,0.41502225399017334,0.41558313369750977,0.41877537965774536,0.42153477668762207,0.4231811761856079,0.4235706925392151,0.42413419485092163,0.4279123544692993,0.42803698778152466","wrote  in  The  New  York","`` Psychomachia , '' an epic poem written in the fifth century . </P>,`` Psychomachia , '' an,`` Psychomachia , '' an epic poem written in the fifth century .,`` Psychomachia , '' an epic poem written in the fifth century .","59.37119674682617,35.38169860839844,64.31578063964844,41.52248764038086,61.477901458740234,46.256256103515625,58.27710723876953,50.71842575073242,54.1506233215332,47.41649627685547","0.0456496931223525","0.20952380952380953","0"
