"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played big enos in smokey and the bandit? Answer: ","1572","60_3,60_13,60_12,60_9,60_14,8_34,8_5,60_8,8_23,8_32,8_20,8_12,6_6,8_16,6_2","0.22910082340240479,0.24444139003753662,0.3376430869102478,0.36435842514038086,0.3653984069824219,0.3720358610153198,0.3750436305999756,0.37737512588500977,0.3941032886505127,0.4003102779388428,0.4017072319984436,0.4101170301437378,0.4108583927154541,0.4114856719970703,0.41700541973114014"," Pat McCormick, Smokey and","Pat McCormick (,Pat McCormick (,Pat McCormick (,Pat McCormick (","13.367764472961426,46.26551818847656,58.59258270263672,46.56462860107422,64.41605377197266,45.326900482177734,47.339603424072266,50.499935150146484,46.22715377807617,56.548301696777344","0.061033220311973134","0.6666666666666666","0"
"rag","23","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what proposition made the insurance commissioner an elected position? Answer: ","1507","23_6,23_3,23_2,23_11,23_7,23_1,23_5,23_4,77_33,79_10,60_8,79_27,79_25,16_34,79_8","0.263994038105011,0.33111047744750977,0.3373648524284363,0.3559664487838745,0.35733580589294434,0.36139976978302,0.3641723394393921,0.3808634877204895,0.38416147232055664,0.39311420917510986,0.3933951258659363,0.3957173228263855,0.40316134691238403,0.4105722904205322,0.4142979383468628"," been looking for this answer for a while now","Proposition 103 in,Proposition 103 in,Proposition 103 in,Proposition 103 in 1988 ,","13.305328369140625,45.00096130371094,54.15058898925781,55.71348190307617,55.39193344116211,50.24502944946289,56.9433479309082,57.453609466552734,58.41676712036133,55.87727355957031","0","0","0"
"rag","93","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings i feel love with the blue man group? Answer: ","1554","93_5,93_11,93_10,93_6,93_9,7_9,7_25,7_2,7_10,93_2,60_8,7_31,7_17,7_16,7_29","0.3003239035606384,0.3054659962654114,0.3105131983757019,0.3527560830116272,0.3564140200614929,0.3587440252304077,0.359474778175354,0.3712630271911621,0.3728468418121338,0.377439022064209,0.38160812854766846,0.3859627842903137,0.387986958026886,0.39681053161621094,0.39928752183914185"," been looking for this song for a while now","Annette Strean provided,Annette Strean provided,Venus Hum toured,Annette providing","14.26525592803955,52.2169189453125,52.63141632080078,55.14558410644531,51.75059509277344,50.49891662597656,52.41280746459961,55.79853057861328,56.50902557373047,54.70773696899414","0","0","0"
"rag","74","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who has the most followers on the instagram? Answer: ","1545","74_3,74_1,74_2,74_12,74_4,74_17,74_16,74_11,74_29,74_20,7_20,74_27,74_18,74_19,7_12","0.20044457912445068,0.2092077136039734,0.22833585739135742,0.24093103408813477,0.24176883697509766,0.2568766474723816,0.3016618490219116,0.3019104599952698,0.31365281343460083,0.3469970226287842,0.3478659987449646,0.3534069061279297,0.3564710021018982,0.3566852807998657,0.362629234790802"," somerhalder has the most followers on","Selena Gomez is,Selena Gomez </Td>,Instagram 's own account ,,Instagram 's own account ,,Instagram 's own account ,","12.928647994995117,26.9814395904541,36.328189849853516,35.531211853027344,41.45100402832031,47.325706481933594,55.30917739868164,62.10869216918945,59.89596176147461,55.21295166015625","0","0","0"
"rag","38","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who is the singer of kal ho na ho? Answer: ","1541","38_1,93_6,38_10,38_3,38_7,38_18,38_5,38_4,38_6,7_10,38_13,38_8,77_22,38_12,93_2","0.3211721181869507,0.36287039518356323,0.36357367038726807,0.3702127933502197,0.37854766845703125,0.38480424880981445,0.3861570358276367,0.38759279251098633,0.38958537578582764,0.39854663610458374,0.4014948606491089,0.4018045663833618,0.4022212028503418,0.40519487857818604,0.4057348370552063","o sehgal.
Related Posts of","Sonu Nigam .,Sonu Nigam .,also a sad version of the song in the film on which Sonu Nigam is joined by Alka Yagnik and Richa Sharma .,Sonu Nigam .,Sonu Nigam .,Alka Yagnik and,Richa Sharma .,Sonu Nigam .","13.926856994628906,28.399511337280273,28.483861923217773,22.84903907775879,30.329429626464844,47.007301330566406,47.59284210205078,15.503649711608887,28.968828201293945,49.243038177490234","0.0456496931223525","0.009259259259259259","0"
"rag","25","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who invented the cornell method of note taking? Answer: ","1500","25_2,25_3,25_20,25_11,25_10,25_4,25_12,60_8,25_9,25_8,25_17,77_33,25_5,38_21,25_1","0.2384340763092041,0.31078237295150757,0.312960147857666,0.3374788165092468,0.34667348861694336,0.3519471287727356,0.3594522476196289,0.3717901110649109,0.37875211238861084,0.37910354137420654,0.38637542724609375,0.3877395987510681,0.3878006339073181,0.3924674391746521,0.3949142098426819"," been using the cornell method for a while","Walter Pauk ,,Walter Pauk ,,Walter Pauk , an education professor at Cornell University .,Walter Pauk ,,Walter Pauk ,","13.667679786682129,53.87125015258789,51.91440963745117,62.68784713745117,64.12340545654297,37.751705169677734,58.79448699951172,54.08457565307617,50.156917572021484,58.2840576171875","0","0.025","0"
"rag","92","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where did the tradition of gift giving come from? Answer: ","1577","92_5,92_24,92_21,92_3,92_8,92_7,92_13,92_11,92_2,92_4,92_19,92_14,92_18,92_17,92_9","0.29091566801071167,0.3027695417404175,0.3055112361907959,0.31406188011169434,0.3291306495666504,0.3321613669395447,0.33862966299057007,0.34069204330444336,0.34274566173553467,0.3458877205848694,0.3479785919189453,0.34953778982162476,0.3500096797943115,0.3536762595176697,0.3555310368537903"," been told that the tradition of gift giving came","in ancient Rome with gift - giving during the Saturnalia holiday ,","12.318913459777832,45.24815368652344,51.92578125,49.91244888305664,50.50988006591797,51.14418029785156,59.13473129272461,57.664581298828125,63.24885177612305,57.4476432800293","0.024266289757869118","0.2105263157894737","0"
"rag","52","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: when did john hart play the lone ranger? Answer: ","1583","52_9,52_11,52_12,52_21,52_10,52_25,52_6,52_16,52_5,52_29,52_20,52_17,52_19,52_31,52_18","0.26172739267349243,0.26706111431121826,0.27356040477752686,0.2822110652923584,0.28525567054748535,0.3029214143753052,0.31127095222473145,0.3328355550765991,0.336505651473999,0.35276657342910767,0.3570593595504761,0.35712313652038574,0.3599686622619629,0.3617192506790161,0.36367881298065186"," been looking for a picture of john h","from 1952 until 1953 .,from 1952 until 1953 .,from 1952 until 1953 .,from 1952 until 1953 .,from 1952 until 1953 .","14.775772094726562,52.56471252441406,52.422752380371094,54.06095504760742,50.533878326416016,49.31626892089844,50.919532775878906,58.72929382324219,60.42027282714844,56.86967468261719","0","0","0"
"rag","91","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what country shares borders with both belarus and romania? Answer: ","1606","91_8,91_7,91_10,91_27,91_13,91_18,91_19,91_12,91_6,91_2,91_17,91_28,91_21,91_22,91_11","0.1734079122543335,0.19696277379989624,0.23994439840316772,0.24215376377105713,0.24621367454528809,0.25109565258026123,0.2541600465774536,0.256158709526062,0.26252591609954834,0.2626079320907593,0.2647496461868286,0.27462005615234375,0.2798920273780823,0.2837843894958496,0.2856214642524719",".
Ukraine  is  a  ","Ukraine borders,Ukraine borders","15.86365795135498,31.406185150146484,50.84565734863281,18.513792037963867,21.915786743164062,52.48701858520508,23.764142990112305,52.27206039428711,37.00813293457031,47.75448989868164","0.061033220311973134","0.4","0"
"rag","33","10","10","15","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does summer of the monkeys take place? Answer: ","1488","33_1,93_9,33_12,93_7,33_8,52_14,33_2,93_8,79_27,52_26,74_32,52_16,79_26,52_28,79_9","0.33461183309555054,0.3910679221153259,0.39425694942474365,0.4030362367630005,0.40659022331237793,0.409895122051239,0.4151307940483093,0.4183696508407593,0.4216434955596924,0.4293330907821655,0.4315611720085144,0.43389028310775757,0.43888533115386963,0.4401082992553711,0.44130343198776245"," been looking for this book for a while now","Oklahoma after,Oklahoma after,Missouri sharecroppers,Oklahoma after,Oklahoma after,Oklahoma after","14.815900802612305,49.4814567565918,52.61057662963867,54.0145263671875,53.46986389160156,47.878700256347656,51.667442321777344,56.31916809082031,56.97981643676758,55.59319305419922","0","0","0"
