"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what culture region is germany a part of? Answer: ","2036","60_2,60_6,60_18,60_5,60_1,60_15,60_13,60_7,60_20,60_10,60_12,60_8,60_11,60_3,60_25,60_23,60_9,60_16,60_26,60_14","0.28074145317077637,0.29121917486190796,0.29751789569854736,0.30089622735977173,0.30179929733276367,0.3044801950454712,0.30565333366394043,0.32019615173339844,0.3216536045074463,0.324495792388916,0.3283690810203552,0.32970690727233887,0.34010547399520874,0.3405943512916565,0.34913063049316406,0.34971505403518677,0.35045325756073,0.3549498915672302,0.35586023330688477,0.3591066598892212",".
The  Central  German  Met","Central Germany (","14.576287269592285,39.45832061767578,51.61804962158203,17.463563919067383,58.26021194458008,45.39115524291992,66.66548156738281,58.35531234741211,64.25261688232422,52.60969543457031","0.0456496931223525","0.3333333333333333","0"
"rag","23","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what does the transfer case control module do? Answer: ","2027","23_13,23_1,23_14,77_9,23_11,23_3,23_8,23_6,23_20,23_30,23_18,23_16,23_5,23_27,23_29,23_25,23_31,23_23,23_26,77_23","0.2875608801841736,0.3009525537490845,0.30520522594451904,0.3091958165168762,0.3123941421508789,0.31286299228668213,0.3170238733291626,0.3271298408508301,0.33130133152008057,0.33135199546813965,0.3341255784034729,0.3430742621421814,0.34371477365493774,0.34433597326278687,0.34881454706192017,0.35328197479248047,0.3548985719680786,0.3564568758010864,0.35847270488739014,0.3615446090698242"," been told that the transfer case control module is","transfers power from the transmission to the front and rear axles by means of drive shafts .,transfers power from the transmission to the front and rear axles by,synchronizes the difference between the rotation of the front and rear wheels ,,may contain one or more sets of low range gears for off - road use .","14.122255325317383,49.277645111083984,49.30603790283203,51.81489944458008,50.718528747558594,54.06698226928711,58.96799850463867,52.8321533203125,59.049400329589844,52.63908767700195","0.018438392916390694","0.06761904761904762","0"
"rag","93","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings the whiskey ain't workin anymore? Answer: ","2038","93_1,93_5,93_29,93_16,93_4,93_23,93_26,93_22,93_21,93_3,93_25,93_30,93_27,93_2,51_2,93_24,93_6,51_6,51_5,93_15","0.3182281255722046,0.31880152225494385,0.340767502784729,0.3426726460456848,0.34480977058410645,0.34502941370010376,0.3624662160873413,0.3635028600692749,0.36607539653778076,0.36787110567092896,0.37978243827819824,0.3878270387649536,0.39414340257644653,0.39450323581695557,0.401172935962677,0.40385812520980835,0.404360294342041,0.4048677086830139,0.40584325790405273,0.40831196308135986","Your  Sign  ''  ``  I","Travis Tritt and Marty Stuart .,Travis Tritt --,Marty Stuart --,Tim Passmore --,Dennis Locorriere --,Travis Tritt and,Travis Tritt and,Travis Tritt and Marty Stuart .,Travis Tritt and,Marty Stuart .","63.99864959716797,49.360965728759766,60.35331344604492,39.925514221191406,61.69456100463867,37.96891403198242,54.975547790527344,40.66240692138672,63.014381408691406,50.17414093017578","0","0","0"
"rag","74","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: what type of database is library literature and information science? Answer: ","1862","74_1,74_7,77_9,6_2,74_5,74_3,74_8,6_1,77_7,6_15,93_34,23_1,60_1,23_13,60_2,77_1,60_33,23_11,79_5,23_36","0.19272196292877197,0.27277112007141113,0.2950202226638794,0.3201555609703064,0.3234134316444397,0.3354278802871704,0.33787834644317627,0.34208083152770996,0.3430456519126892,0.3453425168991089,0.34786081314086914,0.3499528169631958,0.3509904742240906,0.3526044487953186,0.35733187198638916,0.35968470573425293,0.35984504222869873,0.3614198565483093,0.3647792935371399,0.36548835039138794","Library  Literature  and  information  ","bibliographic database,bibliographic database,bibliographic database,bibliographic database that,bibliographic database","12.505388259887695,16.61919593811035,64.69172668457031,52.242897033691406,24.45559310913086,68.89920043945312,46.07400894165039,71.81990051269531,52.00810623168945,66.61325073242188","0","0","0"
"rag","38","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who played big enos in smokey and the bandit? Answer: ","2038","38_3,38_13,38_12,38_9,38_14,38_8,77_17,51_2,38_15,7_5,93_21,77_12,38_20,7_4,93_24,7_1,77_21,38_21,77_28,7_8","0.22910082340240479,0.24444139003753662,0.3376430869102478,0.36435842514038086,0.3653984069824219,0.37737512588500977,0.4095521569252014,0.4220430254936218,0.4234236478805542,0.4265674948692322,0.427295982837677,0.42816072702407837,0.430459201335907,0.43169814348220825,0.43232595920562744,0.4327075481414795,0.4327726364135742,0.43369561433792114,0.43375515937805176,0.4361865520477295"," burdette in smoky and the band","Pat McCormick (,Pat McCormick (,Pat McCormick (,Pat McCormick (","26.22689437866211,47.29652404785156,33.60809326171875,49.74851608276367,52.73036575317383,58.755470275878906,43.10739517211914,53.0680046081543,55.81748962402344,52.335086822509766","0","0","0"
"rag","25","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where did hasta la vista baby come from? Answer: ","2021","25_1,25_9,25_16,25_13,25_14,25_11,25_5,25_15,79_7,93_30,77_9,51_14,7_8,25_4,60_2,51_4,60_15,77_23,7_10,77_17","0.34968042373657227,0.3674169182777405,0.38152968883514404,0.3859155774116516,0.38676512241363525,0.4112444519996643,0.4346317648887634,0.4372379779815674,0.43910396099090576,0.44134074449539185,0.44189542531967163,0.4420316219329834,0.44352084398269653,0.4439576268196106,0.44729578495025635,0.44808727502822876,0.45118242502212524,0.45435839891433716,0.455125629901886,0.45619267225265503"," heard it in a movie called the terminator","Arnold Schwarzenegger 's title character from the 1991 science fiction thriller film Terminator 2 : Judgment Day .","13.99465274810791,53.21591567993164,19.875247955322266,45.66522216796875,51.15650177001953,50.74229049682617,47.234169006347656,23.423667907714844,39.58808898925781,27.438180923461914","0.008193927505196019","0.16666666666666666","0"
"rag","92","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: sequel to a christmas story it runs in the family? Answer: ","2034","92_26,92_1,92_4,92_27,92_5,92_9,92_8,92_20,92_11,92_23,92_22,77_9,92_25,38_14,79_3,79_5,92_16,92_2,92_15,38_10","0.24589836597442627,0.253930926322937,0.2960251569747925,0.3053492307662964,0.31247639656066895,0.36035704612731934,0.36483317613601685,0.36666715145111084,0.3775774836540222,0.37786591053009033,0.39561015367507935,0.40105026960372925,0.4026135206222534,0.40304815769195557,0.4030539393424988,0.4106830954551697,0.41071730852127075,0.41197824478149414,0.4120830297470093,0.41217952966690063"," never seen it but i think it is a","My Summer Story ,,My Summer Story ,","13.915752410888672,53.6721076965332,57.90827941894531,54.02532196044922,49.37040710449219,52.50987243652344,53.396732330322266,54.338951110839844,52.106388092041016,48.57407760620117","0","0","0"
"rag","52","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sings every light in the house is on? Answer: ","2038","52_12,52_1,52_4,52_7,52_13,52_17,77_12,52_10,52_3,52_22,52_16,92_27,52_9,38_9,38_8,52_11,51_5,52_27,92_11,51_4","0.2811124324798584,0.29812854528427124,0.33619773387908936,0.3615207076072693,0.364234983921051,0.3676721453666687,0.3799145221710205,0.3802131414413452,0.3870830535888672,0.38792097568511963,0.39922094345092773,0.4016761779785156,0.4132722020149231,0.41369926929473877,0.4142468571662903,0.4169166088104248,0.4189252257347107,0.419516921043396,0.4246741533279419,0.4259571433067322","is  the  artist  of  ","Trace Adkins .,Trace Adkins .,Trace Adkins .,American country music artist Trace Adkins .","55.27150344848633,45.372318267822266,57.898658752441406,49.53071594238281,61.77967834472656,50.211265563964844,44.661041259765625,63.19969177246094,46.561744689941406,62.48491287231445","0.061033220311973134","0.05","0"
"rag","91","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: who sang i'm gonna run away from you? Answer: ","2015","91_3,91_5,91_7,91_4,93_22,51_5,52_22,93_30,52_4,52_1,52_2,52_12,52_21,93_28,52_5,93_24,93_5,91_8,93_6,51_6","0.22957992553710938,0.26130032539367676,0.32343530654907227,0.32460451126098633,0.37506717443466187,0.3768249750137329,0.37939125299453735,0.3854820728302002,0.39492470026016235,0.4036223888397217,0.4045199155807495,0.4132644534111023,0.4173363447189331,0.4175747036933899,0.41793835163116455,0.4248494505882263,0.42722928524017334,0.4272904396057129,0.42740118503570557,0.42870861291885376"," been looking for this song for a long time","Tami Lynn (,Tami Lynn (,Tami Lynn (,Tami Lynn (,Tami Lynn (","14.168853759765625,51.303497314453125,54.03125,54.78123474121094,52.64081954956055,53.23366928100586,53.18611526489258,56.279579162597656,57.77817916870117,60.4853515625","0","0","0"
"rag","33","10","10","20","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: where does patience is a virtue come from? Answer: ","2024","33_2,33_1,33_3,77_9,79_5,79_7,23_13,79_10,79_3,77_7,23_11,79_2,79_9,33_5,77_12,79_1,79_4,77_1,77_11,23_3","0.2715660333633423,0.30398672819137573,0.3358699679374695,0.3417088985443115,0.3877255916595459,0.3887486457824707,0.391664981842041,0.39560240507125854,0.4013720154762268,0.4014378786087036,0.40169310569763184,0.40301769971847534,0.403933048248291,0.40494126081466675,0.40896832942962646,0.41418999433517456,0.41502225399017334,0.41558313369750977,0.41877537965774536,0.42153477668762207","Patience is a virtue is a prover","`` Psychomachia , '' an epic poem written in the fifth century . </P>,`` Psychomachia , '' an,`` Psychomachia , '' an epic poem written in the fifth century .,`` Psychomachia , '' an epic poem written in the fifth century .","12.7185697555542,18.130990982055664,27.29269027709961,57.478939056396484,54.03810119628906,61.74919891357422,41.814659118652344,34.503971099853516,51.89316940307617,29.70948600769043","0","0","0"
