"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","7","1","Answer the question: who sang theme song for license to kill?","20","60,23,93,74,38,25,92"," song was featured in the movie ""The Body Snatcher""","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","13.146360397338867,29.662506103515625,31.18817138671875,34.967044830322266,26.229496002197266,19.60103416442871,20.250730514526367,27.184383392333984,17.503873825073242,12.367974281311035,19.730993270874023,23.782135009765625,25.48849105834961,33.707035064697266,24.46137046813965,28.92496109008789","0","0","0"
"1","20","beam","7","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","60,23,93,74,38,25,92","The answer is that a concave mirror can form a real image of an object, which is a","inverted","32.18803787231445,14.06966781616211,48.64733123779297,45.32759475708008,34.535545349121094,41.5400505065918,53.21867370605469,49.824424743652344,24.7545108795166,51.767276763916016,38.90278625488281,23.11336898803711,32.29896926879883,49.757633209228516,46.73801040649414,29.284013748168945,42.28099822998047,46.1491584777832,46.232017517089844,35.590240478515625","0","0","0"
"2","20","beam","7","1","Answer the question: who wore number 7 for the green bay packers?","20","60,23,93,74,38,25,92"," question is for: what is the most important question in life?","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","22.747684478759766,35.43581008911133,34.47748565673828,23.623003005981445,22.833839416503906,25.30946159362793,30.224687576293945,27.218759536743164,27.07497787475586,25.131742477416992,27.194150924682617,29.991329193115234,19.049785614013672,34.03931427001953,27.52779197692871,26.90571403503418","0","0","0"
"3","20","beam","7","1","Answer the question: where does patience is a virtue come from?","20","60,23,93,74,38,25,92","//www.","`` Psychomachia , ''","17.269445419311523,15.293506622314453,22.526403427124023,27.62141990661621","0","0","0"
"4","20","beam","7","1","Answer the question: who wrote ain't living long like this?","20","60,23,93,74,38,25,92","
That's a question about a song by the Rolling Stones.","Rodney Crowell","26.16384506225586,12.86361312866211,16.935060501098633,34.985992431640625,37.66486358642578,37.37591552734375,25.46624755859375,35.791603088378906,28.962852478027344,26.78278923034668,12.909086227416992,17.874181747436523,33.18556594848633,32.29233169555664,21.76250648498535","0","0","0"
"5","20","beam","7","1","Answer the question: who played the mom on what's eating gilbert grape?","20","60,23,93,74,38,25,92","
The guitar riffs in the song ""Smells Like Teen Spirit"" (often misheard","Darlene Cates,Darlene Cates,Darlene Cates","45.56470489501953,18.801761627197266,24.586673736572266,37.93302917480469,20.62006378173828,29.853025436401367,33.91722869873047,21.88323211669922,20.34152603149414,16.857364654541016,16.541044235229492,29.233144760131836,32.69025421142578,22.11056137084961,29.411590576171875,36.999202728271484,36.28744125366211,18.588762283325195,15.960526466369629,17.667007446289062","0","0","0"
"6","20","beam","7","1","Answer the question: where do secondary xylem and phloem cells arise from?","20","60,23,93,74,38,25,92","
The secondary xylem and phloem cells are produced during the development of the plant","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","18.43216323852539,17.848636627197266,17.661901473999023,18.339977264404297,21.42118263244629,30.741117477416992,27.5090389251709,21.634580612182617,20.638574600219727,29.00909423828125,29.674671173095703,20.23468589782715,27.318626403808594,16.686023712158203,24.714340209960938,18.252565383911133,18.32652473449707,39.35940170288086,24.07440185546875,20.10948944091797","0.020912708837155788","0.11764705882352941","0"
"7","20","beam","7","1","Answer the question: who added a press room to the white house?","20","52,91,33,68,31,81,63","
The press room","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","17.81100845336914,13.73723030090332,18.415857315063477,47.2755126953125,27.764129638671875,29.680482864379883,26.504610061645508","0","0","0"
"8","20","beam","7","1","Answer the question: nodding your head no is an example of?","20","52,91,33,68,31,81,63","
The answer is: nonverbal communication","a gesture","39.452049255371094,36.55940246582031,29.878215789794922,45.70941162109375,36.94487380981445,30.540817260742188,32.28507995605469,26.315052032470703,25.41659927368164,27.547073364257812,20.6822509765625,29.670177459716797","0","0","0"
"9","20","beam","7","1","Answer the question: who sings the theme tune to mum on bbc2?","20","52,91,33,68,31,81,63","-> BBC Two, BBC One, ITV1, Channel 4, Five, and the BBC","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","21.562334060668945,15.342931747436523,22.04998779296875,18.61504364013672,18.328079223632812,33.02533721923828,27.629798889160156,18.71991729736328,33.506343841552734,38.73573684692383,27.899070739746094,24.9904842376709,34.19889831542969,39.33357620239258,33.666893005371094,27.51433563232422,29.11572265625,20.619503021240234,19.267745971679688,26.0920352935791","0.04774753205784679","0.26666666666666666","0"
"10","20","beam","7","1","Answer the question: who played the detective in little boy blue?","20","52,91,33,68,31,81,63"," 2: the little boy blue; 5: the little boy blue; 6: the little boy","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","13.533455848693848,26.91398048400879,23.5367374420166,22.988813400268555,36.401065826416016,42.920005798339844,31.624282836914062,22.000530242919922,39.80793380737305,34.45198059082031,43.050872802734375,55.01847839355469,48.354583740234375,21.005523681640625,17.895465850830078,22.936458587646484,41.85449981689453,34.05322265625,48.66044616699219,48.24949264526367","0","0","0"
"11","20","beam","7","1","Answer the question: when was the first horrid henry book written?","20","52,91,33,68,31,81,63","
The answer is:

Henry James was an American writer of the late 19th and","published in 1994,1994,1994,in 1994,1994","35.35444259643555,17.479663848876953,16.294265747070312,49.719482421875,42.807071685791016,33.32926940917969,45.1769905090332,19.433780670166016,20.426557540893555,19.862600326538086,20.24892234802246,39.664710998535156,41.212425231933594,29.85749053955078,33.32060241699219,20.654739379882812,19.435407638549805,26.838787078857422,37.4047966003418,50.76533126831055","0","0","0"
"12","20","beam","7","1","Answer the question: who plays grace in the secret life of the american teenager?","20","52,91,33,68,31,81,63","
The secret life of the american teenager is a television series that aired on the w network","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","32.51472473144531,26.45199966430664,22.90477752685547,46.85635757446289,49.929954528808594,49.28569793701172,39.68967056274414,37.79887008666992,45.474422454833984,38.099639892578125,30.755512237548828,45.655517578125,33.6322021484375,54.868431091308594,47.12199401855469,54.938724517822266,43.485782623291016,28.535261154174805,23.158906936645508,22.829273223876953","0","0","0"
"13","20","beam","7","1","Answer the question: who has won the canada open women's doubles?","20","52,91,33,68,31,81,63","
The answer is:

The question is: who has won the canada open men","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","21.293739318847656,18.244964599609375,24.040523529052734,46.428890228271484,37.89358901977539,41.674072265625,44.433433532714844,19.64017105102539,23.385665893554688,40.30039596557617,29.90311622619629,27.492313385009766,52.162784576416016,52.53752899169922,56.379207611083984,43.77571105957031,39.27885437011719,45.46098327636719,26.239917755126953,44.15594482421875","0","0","0"
"14","20","beam","7","1","Answer the question: where does the last name waller come from?","20","45,53,67,78,27,39,69","
The last name waller is a very common last name in the United States.","Anglo - Saxon origin","22.959270477294922,18.790586471557617,17.666488647460938,53.9329833984375,52.51011276245117,56.39817810058594,54.01591873168945,42.99797821044922,40.614479064941406,26.32155418395996,52.96192932128906,47.737422943115234,55.18650817871094,38.158084869384766,53.670658111572266,54.88651657104492,58.447364807128906,46.81159973144531","0","0","0"
"15","20","beam","7","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","20","45,53,67,78,27,39,69","I think the answer is that it was written by the band Gerry and the Pacemakers","Mitch Murray,Mitch Murray,Mitch Murray,Mitch Murray","32.48625564575195,12.209498405456543,52.3344841003418,52.04192352294922,48.143272399902344,44.591087341308594,29.739381790161133,38.53815841674805,47.14541244506836,43.63653564453125,48.88267517089844,23.11931037902832,24.227977752685547,24.808671951293945,33.984764099121094,28.759775161743164,35.32876968383789,21.065776824951172,29.605775833129883,31.85833740234375","0","0","0"
"16","20","beam","7","1","Answer the question: what type of reproduction do whiptail lizards use?","20","45,53,67,78,27,39,69","a) Sexual reproduction (b) Asexual reproduction (c) Parthenogenesis (d)","parthenogenesis,Parthenogenesis,Parthenogenesis,parthenogenic,parthenogenesis","27.924636840820312,22.111814498901367,26.235013961791992,13.991681098937988,24.16434097290039,30.858980178833008,22.32540512084961,25.7902774810791,20.499704360961914,24.766508102416992,28.82921028137207,20.49534797668457,22.00448226928711,26.135648727416992,25.883914947509766,23.49648666381836,17.364856719970703,32.95669174194336,17.375455856323242,24.480316162109375","0.02573285025273419","0.15999999999999998","0"
"17","20","beam","7","1","Answer the question: who sings i don't want to be lonely?","20","45,53,67,78,27,39,69"," the first letter of the answer is ""I"", and the answer is ""I"".","Ronnie Dyson","12.90322208404541,16.064556121826172,24.899065017700195,19.954076766967773,28.0535945892334,47.461280822753906,25.811153411865234,32.05498504638672,31.826107025146484,23.339168548583984,30.784465789794922,31.963226318359375,42.333255767822266,33.27622985839844,31.853561401367188,28.18330955505371,23.696508407592773,21.939815521240234,33.322052001953125,29.878829956054688","0","0","0"
"18","20","beam","7","1","Answer the question: who wrote song what a friend we have in jesus?","20","45,53,67,78,27,39,69","2:14)","Joseph M. Scriven,Joseph M. Scriven,Joseph M. Scriven,Charles Crozat Converse,William Bolcom,Joseph M. Scriven,Charles Crozat Converse","25.677539825439453,17.259519577026367,22.606895446777344,20.6259765625,16.365642547607422,16.739803314208984,26.74245834350586","0","0","0"
"19","20","beam","7","1","Answer the question: who is the original singer of just when i needed you most?","20","45,53,67,78,27,39,69","
The original singer of the song ""Just When I Needed You Most"" was Perry Com","Randy VanWarmer,Randy VanWarmer,Randy VanWarmer,Randy VanWarmer","34.049949645996094,17.80487632751465,16.886476516723633,41.88697814941406,48.830509185791016,40.46253967285156,31.49656105041504,30.682205200195312,35.82901382446289,20.899629592895508,23.015348434448242,29.903423309326172,33.59973907470703,33.77418518066406,23.006227493286133,21.1119327545166,37.73616027832031,27.756771087646484,13.86238956451416,18.45713233947754","0","0","0"
"20","20","beam","7","1","Answer the question: what allows chyme to enter the small intestine?","20","45,53,67,78,27,39,69","
The answer is that chyme is broken down by the digestive system into its component parts,","pyloric valve,the pyloric valve,the pyloric valve","13.465265274047852,16.942855834960938,20.08542823791504,23.85215950012207,41.5380744934082,19.890939712524414,27.252580642700195,27.46092987060547,28.260963439941406,24.746355056762695,48.94822311401367,27.649383544921875,25.774866104125977,19.485687255859375,25.887887954711914,36.66397476196289,17.78432846069336,25.830509185791016,24.29994010925293,22.89615249633789","0.01571523700545522","0.07017543859649122","0"
"21","20","beam","7","1","Answer the question: where would the group bacteroids likely be found?","20","42,66,9,26,59,18,89","
The group bacteroids are found in the roots of plants.","human colon,human colon,the human colon,human colon","15.557143211364746,14.855049133300781,18.48569107055664,32.18440628051758,29.925195693969727,29.55356216430664,46.650325775146484,23.36492347717285,35.53971862792969,19.15416145324707,15.6986083984375,35.43252944946289,17.784034729003906,35.56486129760742","0.023457495174891017","0.03846153846153846","0"
"22","20","beam","7","1","Answer the question: where does the last name andersen originate from?","20","42,66,9,26,59,18,89","
The last name: Andersen is of Norwegian origin.","Danish,Norwegian","20.490705490112305,16.33652687072754,16.24700355529785,39.697383880615234,44.789920806884766,38.568115234375,32.44429397583008,35.25230407714844,25.108251571655273,39.113792419433594,17.131553649902344,42.39556884765625,34.07362365722656","0.028599617161713803","0.1111111111111111","0"
"23","20","beam","7","1","Answer the question: how long did the democrats control the house and senate?","20","42,66,9,26,59,18,89","
The democrats have controlled the house and the senate for the past two years.","57 yrs,57 yrs,57 yrs,35 yrs","29.362892150878906,25.673748016357422,16.483686447143555,38.37599182128906,37.49510955810547,38.69099807739258,44.911293029785156,35.6635627746582,47.141944885253906,43.53408432006836,41.22904586791992,25.18711280822754,34.85968780517578,40.917076110839844,32.89650344848633,30.849468231201172,38.81430435180664,26.051950454711914,45.036685943603516","0","0","0"
"24","20","beam","7","1","Answer the question: who sang in the movie i walk the line?","20","42,66,9,26,59,18,89","
The song was written by Willie Nelson, and was made famous by Johnny Cash.","Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings","21.193906784057617,16.0364990234375,19.124874114990234,43.34550094604492,22.710256576538086,42.97230911254883,46.40622329711914,17.88614845275879,24.987924575805664,25.421405792236328,27.670995712280273,23.07394027709961,23.80809783935547,31.817829132080078,31.71978759765625,20.87838363647461,25.652099609375,27.983505249023438","0","0","0"
"25","20","beam","7","1","Answer the question: who is the premier of northern cape 2018?","20","42,66,9,26,59,18,89","
The premier of northern cape is the head of the executive branch of the government of the","Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas","16.9148006439209,12.815621376037598,14.647920608520508,53.099586486816406,36.3369255065918,49.806602478027344,39.073299407958984,31.768918991088867,36.74320602416992,16.329038619995117,40.953426361083984,33.16520309448242,30.51350212097168,23.001365661621094,26.349016189575195,26.42940330505371,27.139259338378906,20.871761322021484,36.604469299316406,50.97770690917969","0","0","0"
"26","20","beam","7","1","Answer the question: who owns the biggest house in beverly hills?","20","42,66,9,26,59,18,89","
The answer is: The owner of the largest house in beverly hills is a man","Anthony Pritzker,Anthony Pritzker,Anthony Pritzker,Anthony Pritzker","17.515522003173828,15.567901611328125,14.421438217163086,44.5410270690918,47.2603874206543,39.359336853027344,41.048622131347656,23.42633819580078,49.66577911376953,36.1567268371582,28.27576446533203,34.77177810668945,40.401771545410156,51.996246337890625,35.000614166259766,34.07699203491211,37.461490631103516,36.22479248046875,22.405656814575195,30.594707489013672","0","0","0"
"27","20","beam","7","1","Answer the question: who sings god is great beer is good?","20","42,66,9,26,59,18,89","
The answer is:  The song is by David Bowie, and was originally released on","Currington","25.58340835571289,15.171290397644043,12.250823020935059,40.995391845703125,47.49148178100586,40.142181396484375,34.504947662353516,21.70627212524414,29.11001205444336,32.00931930541992,32.398555755615234,21.08861541748047,21.901098251342773,30.841434478759766,29.91366958618164,20.63426399230957,30.42459487915039,29.97040557861328,34.903663635253906,45.6905632019043","0","0","0"
"28","20","beam","7","1","Answer the question: what does the air gap do on a dishwasher?","20","87,97,7,44,84,96,15","
A: The air gap is a physical barrier that prevents the backsplash from entering the","backflow prevention","20.394641876220703,13.879980087280273,16.40000343322754,32.54136657714844,35.6499137878418,39.85301208496094,42.952327728271484,30.565446853637695,34.933143615722656,21.457054138183594,35.32779312133789,42.566307067871094,40.23417663574219,18.158466339111328,18.815271377563477,22.937435150146484,33.43818283081055,20.75926399230957,26.33644676208496,34.9703369140625","0","0.11764705882352941","0"
