"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","3","1","Answer the question: who sang theme song for license to kill?","20","60,23,93","
The song was performed by the band ""The Stranglers"".

The song was","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","27.374174118041992,16.11442756652832,14.07585334777832,46.93529510498047,37.513694763183594,46.02808380126953,50.616241455078125,23.70858383178711,28.442840576171875,20.871854782104492,23.928659439086914,20.444576263427734,23.28359031677246,26.474193572998047,62.2431640625,49.73059844970703,25.931257247924805,13.26199722290039,51.25447082519531,37.762840270996094","0","0","0"
"1","20","beam","3","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","60,23,93","The answer is that a concave mirror can form a real image of an object.","inverted","33.09824752807617,12.947670936584473,47.67328643798828,42.70329666137695,46.503849029541016,47.78335189819336,59.50331115722656,48.623470306396484,26.962032318115234,49.419368743896484,32.17750549316406,18.896921157836914,32.94761657714844,44.303627014160156,45.827598571777344,26.911741256713867,35.67738342285156","0","0","0"
"2","20","beam","3","1","Answer the question: who wore number 7 for the green bay packers?","20","60,23,93","
The song was written by the American singer-songwriter Steve Miller, and was the lead","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","32.502037048339844,25.938119888305664,19.65958595275879,51.302249908447266,34.297096252441406,49.21238327026367,56.89671325683594,41.68002700805664,36.71036148071289,41.33903121948242,29.51474952697754,29.515644073486328,50.68165588378906,20.608474731445312,20.718576431274414,25.294221878051758,28.212539672851562,25.47566795349121,29.314029693603516,24.055633544921875","0","0","0"
"3","20","beam","3","1","Answer the question: where does patience is a virtue come from?","20","74,38,25","
Answer: The phrase is a reference to the idea that patience is a virtue.","`` Psychomachia , ''","23.480409622192383,19.0081787109375,17.49147605895996,36.402000427246094,43.94136428833008,48.08475875854492,39.9622917175293,35.427913665771484,26.238933563232422,43.95280838012695,26.998462677001953,32.19011688232422,49.430484771728516,41.70221710205078,51.91197967529297,49.469295501708984,57.14561462402344,52.14095687866211","0","0","0"
"4","20","beam","3","1","Answer the question: who wrote ain't living long like this?","20","74,38,25","I'm not sure if this is a reference to a specific song or if it's just a","Rodney Crowell","23.731563568115234,14.89256477355957,22.340242385864258,18.11144256591797,32.8549919128418,36.15239715576172,36.751976013183594,27.471202850341797,27.696504592895508,27.044639587402344,37.39794921875,37.325496673583984,34.348365783691406,30.78180694580078,37.226497650146484,25.394439697265625,36.411373138427734,43.80598831176758,26.531381607055664,31.086877822875977","0","0","0"
"5","20","beam","3","1","Answer the question: who played the mom on what's eating gilbert grape?","20","74,38,25","
The movie: what's eating gilbert grape?

The book: what's","Darlene Cates,Darlene Cates,Darlene Cates","30.682287216186523,16.58264923095703,14.82475471496582,39.30633544921875,25.418827056884766,47.91278839111328,28.61138916015625,34.42144775390625,21.38039779663086,28.68311309814453,35.66416931152344,22.901662826538086,32.70220947265625,36.54734420776367,21.308500289916992,19.05908966064453,23.47043228149414,26.9980411529541,20.689517974853516,22.572425842285156","0","0","0"
"6","20","beam","3","1","Answer the question: where do secondary xylem and phloem cells arise from?","20","92,52,91","
The answer is: the vascular system of plants and animals is made up of xylem","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","20.979400634765625,16.947925567626953,17.349231719970703,29.79184913635254,43.36563491821289,24.283945083618164,22.110790252685547,19.83233642578125,18.90872573852539,25.87862205505371,18.199321746826172,29.89275360107422,19.190959930419922,34.35752868652344,23.291139602661133,34.602291107177734,29.616443634033203,17.66324806213379,29.33445930480957,27.996559143066406","0.04280703984817958","0.2222222222222222","0"
"7","20","beam","3","1","Answer the question: who added a press room to the white house?","20","92,52,91","
The answer: President Theodore Roosevelt.","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","23.5999755859375,18.452350616455078,25.75050926208496,47.25636672973633,43.03048324584961,38.733192443847656,37.840003967285156,32.29601287841797,28.94271469116211","0.0456496931223525","0.15","0"
"8","20","beam","3","1","Answer the question: nodding your head no is an example of?","20","92,52,91","
The answer is:

V.","a gesture","38.48886489868164,14.819114685058594,22.978031158447266,37.79574966430664,44.085933685302734,28.105470657348633,22.046297073364258,25.618127822875977,15.71938705444336,23.188114166259766","0","0","0"
"9","20","beam","3","1","Answer the question: who sings the theme tune to mum on bbc2?","20","33,68,31"," Google Search
Mum is a British sitcom written by and starring Fiona Phillips and Paul","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","29.330957412719727,25.613574981689453,29.792409896850586,35.37396240234375,17.28792953491211,32.817386627197266,26.76655387878418,45.49900817871094,36.23186492919922,26.595104217529297,26.511690139770508,31.046506881713867,44.509952545166016,15.349662780761719,23.371606826782227,13.055041313171387,19.841764450073242,14.09697151184082,28.091812133789062,13.896772384643555","0.016591439325163958","0.10526315789473686","0"
"10","20","beam","3","1","Answer the question: who played the detective in little boy blue?","20","33,68,31","
The character of little boy blue is a fictional character in a work of fiction.","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","21.876585006713867,16.373554229736328,23.65624237060547,26.758338928222656,33.41343688964844,36.22578430175781,36.63374710083008,43.083717346191406,25.543907165527344,25.741283416748047,22.888017654418945,38.64757537841797,36.04697799682617,26.265117645263672,24.116580963134766,28.525110244750977,26.943544387817383,31.097694396972656","0","0","0"
"11","20","beam","3","1","Answer the question: when was the first horrid henry book written?","20","33,68,31"," ahorridhenry.","published in 1994,1994,1994,in 1994,1994","22.44622039794922,14.985126495361328,14.732463836669922,21.29811668395996,23.17365074157715,28.404767990112305,24.106632232666016","0","0","0"
"12","20","beam","3","1","Answer the question: who plays grace in the secret life of the american teenager?","20","81,63,45","
The secret life of the american teenager is a television series that aired on the abc","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","31.9903507232666,30.45318031311035,19.216781616210938,49.30587387084961,46.9105339050293,44.82837677001953,29.867664337158203,31.50469398498535,41.68368911743164,37.10710525512695,25.63034439086914,43.75321578979492,30.228675842285156,53.50983810424805,49.63890075683594,53.800689697265625,45.322418212890625,27.887191772460938,21.005294799804688,26.554014205932617","0","0","0"
"13","20","beam","3","1","Answer the question: who has won the canada open women's doubles?","20","81,63,45","
The answer is:

The Canada Open was a women's doubles tournament played on the","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","25.790876388549805,19.692304611206055,19.65108299255371,45.43932342529297,43.46916580200195,35.32917404174805,39.80348205566406,22.514921188354492,20.2620792388916,41.1645393371582,18.914365768432617,26.692394256591797,35.33583068847656,17.12360191345215,49.89466857910156,27.604305267333984,23.02391242980957,27.516725540161133,33.83064270019531,32.97320556640625","0","0","0"
