"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","1","Answer the question: who sang theme song for license to kill?","20","60","
I’m sorry, I don’t know the answer to that question.","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","13.156814575195312,14.61838150024414,12.566267013549805,38.56211853027344,79.08076477050781,43.99982452392578,25.687055587768555,31.980087280273438,44.383583068847656,61.9543342590332,54.883338928222656,44.32487487792969,36.53269577026367,42.62753677368164,49.1612548828125,46.187965393066406,33.86846923828125,43.80480194091797","0","0","0"
"1","20","beam","1","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","23","The answer is yes.","inverted","36.46160888671875,13.425802230834961,46.28221130371094,56.089176177978516,54.98240661621094,53.55292892456055","0","0","0"
"2","20","beam","1","1","Answer the question: who wore number 7 for the green bay packers?","20","93","
The packers retired the number 12 in honor of the team's all-time leading score","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","31.81507110595703,19.135587692260742,14.383398056030273,44.25482177734375,37.169498443603516,28.037994384765625,23.797887802124023,28.736324310302734,22.00701904296875,26.951068878173828,17.3681583404541,34.59922409057617,16.009475708007812,22.091384887695312,26.22905158996582,15.059473037719727,35.290374755859375,30.917686462402344,24.633272171020508,27.579647064208984","0","0","0"
"3","20","beam","1","1","Answer the question: where does patience is a virtue come from?","20","74","
The phrase is a paraphrase of a line from the Christian poem ""The World""","`` Psychomachia , ''","30.95600128173828,16.852672576904297,15.43115234375,37.97414779663086,38.3470344543457,31.57809829711914,23.03053855895996,22.20919418334961,42.14849853515625,49.83595657348633,22.32490348815918,25.782974243164062,28.194766998291016,18.577545166015625,19.43948745727539,14.706128120422363,19.216487884521484,18.012027740478516,17.093294143676758,29.638076782226562","0","0","0"
"4","20","beam","1","1","Answer the question: who wrote ain't living long like this?","20","38","ain't living long like this? ain't living long like this ain't living long like this","Rodney Crowell","21.98410415649414,21.797534942626953,33.88780212402344,31.375076293945312,32.502052307128906,37.306312561035156,33.8696403503418,23.651424407958984,20.116554260253906,36.312896728515625,39.916099548339844,39.44341278076172,33.956085205078125,31.31727409362793,25.27958869934082,38.144649505615234,43.06700134277344,37.16667556762695,33.91980743408203,35.004520416259766","0","0","0"
"5","20","beam","1","1","Answer the question: who played the mom on what's eating gilbert grape?","20","25",": I think it was Helen Mirren.","Darlene Cates,Darlene Cates,Darlene Cates","19.77117919921875,25.324792861938477,26.552181243896484,31.63843536376953,46.68096160888672,54.71340560913086,20.896488189697266,24.242877960205078,22.019588470458984,20.325572967529297","0","0","0"
"6","20","beam","1","1","Answer the question: where do secondary xylem and phloem cells arise from?","20","92","
The answer is that they arise from the zones of differentiation in the stem.","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","30.135318756103516,19.27814292907715,22.111248016357422,29.705171585083008,37.04062271118164,18.16490936279297,23.378990173339844,45.42306900024414,29.45207977294922,16.944644927978516,13.669790267944336,23.39891815185547,13.437374114990234,25.28431510925293,20.53327178955078,14.101314544677734,23.620866775512695","0.020912708837155788","0.11764705882352941","0"
"7","20","beam","1","1","Answer the question: who added a press room to the white house?","20","52","
The press room was added to the White House in the early 20th century.","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","23.11809539794922,20.603004455566406,21.75704574584961,39.850589752197266,33.34120178222656,35.5584716796875,45.79501724243164,44.00048065185547,25.015317916870117,24.48740577697754,57.46090316772461,25.868471145629883,19.29259490966797,21.95221519470215,27.028669357299805,31.52071189880371,72.69255828857422,46.019012451171875","0","0","0"
"8","20","beam","1","1","Answer the question: nodding your head no is an example of?","20","91","
A:  Social signaling

This is a common example of social signaling, where people","a gesture","21.77685546875,23.47723960876465,27.022144317626953,33.4760856628418,26.866636276245117,21.903356552124023,24.72516441345215,24.64834976196289,27.352684020996094,20.970703125,23.4023494720459,30.87916374206543,24.87357521057129,27.237483978271484,43.383819580078125,33.85002136230469,45.054039001464844,33.331241607666016,38.31373596191406,34.38837432861328","0.018724372764461875","0.13333333333333336","0"
"9","20","beam","1","1","Answer the question: who sings the theme tune to mum on bbc2?","20","33",": BBC, viewed [insert date].

Answer: The theme tune is sung by the","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","33.93819046020508,35.95985412597656,24.605939865112305,27.21468162536621,27.066482543945312,38.93516540527344,25.82962417602539,39.68937683105469,28.059181213378906,36.81074905395508,22.25889015197754,19.81708335876465,34.897117614746094,39.34408950805664,39.184410095214844,63.10073471069336,45.482566833496094,40.2452392578125,48.647220611572266,20.610301971435547","0.018724372764461875","0.125","0"
"10","20","beam","1","1","Answer the question: who played the detective in little boy blue?","20","68"," the simple past:

|  | + | - |
|  |    Home","Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham,Stephen Graham","20.587310791015625,12.385863304138184,24.20744514465332,28.582202911376953,18.038564682006836,16.35399055480957,18.801637649536133,11.971002578735352,18.13069725036621,28.705108642578125,36.73544692993164,19.800079345703125,25.561126708984375,29.687395095825195,26.65464210510254,19.024097442626953,16.56441879272461,27.12969207763672,16.519184112548828,17.435653686523438","0","0","0"
"11","20","beam","1","1","Answer the question: when was the first horrid henry book written?","20","31","
Answer: The answer is that the first horrid henry book was written by the author","published in 1994,1994,1994,in 1994,1994","35.84840393066406,12.910541534423828,16.230091094970703,32.84571075439453,53.4535026550293,44.98929214477539,35.13368606567383,40.15637969970703,50.87177276611328,44.8123893737793,55.01289367675781,25.84339141845703,35.28514099121094,32.0947265625,37.06488800048828,46.86906433105469,47.11478805541992,50.48455047607422,19.29816246032715,35.29024887084961","0","0","0"
"12","20","beam","1","1","Answer the question: who plays grace in the secret life of the american teenager?","20","81","
The following is a list of characters from the television series ""The Secret Life of the American","Megan Park,Megan Park,Megan Park,Megan Park,Megan Park","19.04777717590332,24.402950286865234,14.44859504699707,36.22216796875,25.354290008544922,40.52189254760742,33.356483459472656,31.994382858276367,31.807092666625977,31.27051544189453,22.321697235107422,23.80194854736328,36.938926696777344,24.316905975341797,29.16813087463379,27.809099197387695,34.754764556884766,44.787208557128906,23.35161781311035,28.692344665527344","0","0","0"
"13","20","beam","1","1","Answer the question: who has won the canada open women's doubles?","20","63","
The Canada Open was an international tennis tournament held in Toronto, Canada.","Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara","21.52895164489746,17.185157775878906,15.035378456115723,37.19332504272461,16.244823455810547,29.558874130249023,32.058326721191406,14.734166145324707,14.642581939697266,25.98438835144043,23.68478775024414,32.15888595581055,15.634590148925781,30.38511085510254,32.01786804199219,24.46314239501953","0","0","0"
"14","20","beam","1","1","Answer the question: where does the last name waller come from?","20","45","","Anglo - Saxon origin","21.08668327331543,27.427520751953125","0","0","0"
"15","20","beam","1","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","20","53","The song was written by Gerry Marsden and originally performed by Gerry and the Pacem","Mitch Murray,Mitch Murray,Mitch Murray,Mitch Murray","26.84086036682129,13.492053031921387,39.079490661621094,35.704532623291016,37.09263610839844,55.07506561279297,15.661184310913086,30.446292877197266,15.315474510192871,26.569055557250977,40.908775329589844,18.00246810913086,21.568077087402344,39.989662170410156,22.098323822021484,34.60441589355469,36.92666244506836,33.58323669433594,21.878990173339844,28.692821502685547","0","0","0"
"16","20","beam","1","1","Answer the question: what type of reproduction do whiptail lizards use?","20","67","
The answer is: Climacteric.","parthenogenesis,Parthenogenesis,Parthenogenesis,parthenogenic,parthenogenesis","26.754243850708008,17.70928955078125,15.94049072265625,47.36405563354492,47.563438415527344,20.404056549072266,19.356748580932617,16.150156021118164,15.415643692016602,24.139162063598633,19.917131423950195","0","0","0"
"17","20","beam","1","1","Answer the question: who sings i don't want to be lonely?","20","78","
The song was written by Dianne Warren and performed by American singer-songwriter Bob","Ronnie Dyson","19.14308738708496,18.034744262695312,17.762371063232422,28.35418701171875,34.34319305419922,43.295555114746094,51.69812774658203,20.84516716003418,21.125757217407227,20.77869415283203,17.74962043762207,27.991722106933594,16.182363510131836,30.403549194335938,21.68153190612793,21.587970733642578,15.600014686584473,18.066917419433594,39.14592742919922,17.826250076293945","0","0","0"
"18","20","beam","1","1","Answer the question: who wrote song what a friend we have in jesus?","20","27","
The song was written by Kenneth Naylor.","Joseph M. Scriven,Joseph M. Scriven,Joseph M. Scriven,Charles Crozat Converse,William Bolcom,Joseph M. Scriven,Charles Crozat Converse","23.28528594970703,17.71752166748047,17.369857788085938,50.919898986816406,31.476083755493164,46.146732330322266,52.876861572265625,17.930957794189453,15.657662391662598,18.279882431030273,34.239871978759766","0","0","0"
"19","20","beam","1","1","Answer the question: who is the original singer of just when i needed you most?","20","39"," the song was written by bryan adams, and the song was covered by leona le","Randy VanWarmer,Randy VanWarmer,Randy VanWarmer,Randy VanWarmer","15.280696868896484,15.920722961425781,20.735153198242188,20.027626037597656,22.1143798828125,43.623348236083984,14.220791816711426,21.668916702270508,22.10325813293457,26.44504737854004,24.85321617126465,15.689841270446777,15.242722511291504,17.304641723632812,19.150999069213867,23.23639678955078,31.012683868408203,18.703262329101562,23.49177360534668,20.34368133544922","0","0","0"
"20","20","beam","1","1","Answer the question: what allows chyme to enter the small intestine?","20","69","
The answer is: water.","pyloric valve,the pyloric valve,the pyloric valve","37.61729431152344,14.523088455200195,14.037464141845703,26.593652725219727,44.16813278198242,20.790843963623047,19.84737777709961,25.989835739135742","0","0.1904761904761905","0"
"21","20","beam","1","1","Answer the question: where would the group bacteroids likely be found?","20","42","
The answer is: in the phylum Eubacterium, which is found in the","human colon,human colon,the human colon,human colon","36.83050537109375,17.52928352355957,16.068605422973633,32.57547378540039,47.26946258544922,21.236454010009766,19.785802841186523,20.206851959228516,17.074016571044922,27.281932830810547,19.448442459106445,23.063213348388672,16.211862564086914,21.013988494873047,21.425945281982422,16.901365280151367,32.90182876586914,26.701641082763672,28.482166290283203,21.750497817993164","0.020044994979069072","0.03333333333333333","0"
"22","20","beam","1","1","Answer the question: where does the last name andersen originate from?","20","66","
The last name andersen is of danish origin and is derived from the name and","Danish,Norwegian","30.977767944335938,15.466428756713867,13.673474311828613,44.98975372314453,44.43433380126953,32.24534606933594,36.637611389160156,48.83086013793945,43.04066467285156,33.9608268737793,23.10179328918457,22.24040985107422,35.13763427734375,34.10592269897461,20.649280548095703,21.397151947021484,43.37971496582031,21.829029083251953,15.879316329956055,19.760547637939453","0","0.0625","0"
"23","20","beam","1","1","Answer the question: how long did the democrats control the house and senate?","20","9","
The following other wikis use this file:

* On iraq-wiki","57 yrs,57 yrs,57 yrs,35 yrs","31.769899368286133,25.330751419067383,19.57689094543457,35.31907272338867,23.748443603515625,19.16762351989746,25.159265518188477,27.301687240600586,26.525386810302734,27.250673294067383,20.560392379760742,33.877689361572266,26.456388473510742,23.949119567871094,17.05455780029297,17.416671752929688,14.389203071594238,20.229827880859375,16.443532943725586,16.284751892089844","0","0","0"
