"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","60","15","1","14","beam","facebook/contriever",". Question: who sang theme song for license to kill?","1385","60_1,60_2,60_12,60_3,60_4,60_11,60_13,60_5,60_9,60_6,60_8,60_7,60_14,60_10","0.5078861117362976,0.5602269172668457,0.5655557513237,0.5878167152404785,0.599281907081604,0.6097021102905273,0.6182764768600464,0.6292575001716614,0.6372916102409363,0.649518609046936,0.6645491123199463,0.6719953417778015,0.7035946846008301,0.7277252078056335",": Gladys Knight.","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","29.753278732299805,35.016578674316406,56.04019546508789,50.86505126953125,45.82449722290039,26.90270233154297","0.07249749990681824","1","0"
"rag","23","15","1","6","beam","facebook/contriever",". Question: a concave mirror can form a real image which is a copy of an object that forms?","573","23_1,23_3,23_4,23_2,23_6,23_5","0.3963268995285034,0.4732421636581421,0.5207117795944214,0.5408961772918701,0.6757581830024719,0.6898006200790405","A concave mirror can form a real image which is a copy of an","inverted","43.211944580078125,12.893819808959961,45.94723892211914,57.732421875,43.74037551879883,58.80301284790039,49.457820892333984,44.29304122924805,45.44280242919922,59.332618713378906,54.17522430419922,53.96492385864258,48.082942962646484,52.7012825012207,63.02859115600586","0","0","0"
"rag","93","15","1","14","beam","facebook/contriever",". Question: who wore number 7 for the green bay packers?","1381","93_5,93_1,93_4,93_6,93_8,93_7,93_14,93_13,93_2,93_3,93_10,93_11,93_9,93_12","0.4588027596473694,0.4635024070739746,0.46887385845184326,0.4795879125595093,0.49753648042678833,0.5095508098602295,0.5213409662246704,0.5221155881881714,0.5539335012435913,0.5769931077957153,0.60160893201828,0.6152958869934082,0.618651270866394,0.6955051422119141",": jerry kramer.","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","43.38261413574219,39.78111267089844,25.907390594482422,31.25008201599121,28.66750717163086,21.960453033447266,29.672073364257812","0","0","0"
"rag","74","15","1","4","beam","facebook/contriever",". Question: where does patience is a virtue come from?","325","74_1,74_2,74_3,74_4","0.3330227732658386,0.5229206085205078,0.6557490825653076,0.7368319034576416",": It is a proverb that has been used for centuries.","`` Psychomachia , ''","47.830810546875,45.349769592285156,48.14335632324219,58.08896255493164,45.53475570678711,49.61086654663086,36.078224182128906,44.53280258178711,48.1402473449707,45.846126556396484,40.7314453125,55.11296844482422,58.09313201904297,51.12137985229492","0","0","0"
"rag","38","15","1","15","beam","facebook/contriever",". Question: who wrote ain't living long like this?","1451","38_1,38_3,38_13,38_2,38_6,38_9,38_17,38_5,38_16,38_7,38_10,38_15,38_14,38_18,38_8","0.5749720335006714,0.5904918313026428,0.5963698625564575,0.6122269630432129,0.6256915330886841,0.6308534145355225,0.6347782611846924,0.6401337385177612,0.6483625173568726,0.6537107229232788,0.6623618006706238,0.6733971834182739,0.6869833469390869,0.6888036727905273,0.6948492527008057"," answers.","Rodney Crowell","41.4306755065918,25.297204971313477,38.334449768066406","0","0","0"
"rag","25","15","1","14","beam","facebook/contriever",". Question: who played the mom on what's eating gilbert grape?","1354","25_10,25_9,25_11,25_3,25_7,25_2,25_4,25_14,25_8,25_1,25_13,25_5,25_12,25_6","0.5334901213645935,0.5598495006561279,0.5940958857536316,0.6193806529045105,0.6236411333084106,0.6560710668563843,0.6612027883529663,0.6617773771286011,0.7112510204315186,0.758872389793396,0.7672899961471558,0.7907949686050415,0.7985633015632629,0.8389643430709839",": darlene cates","Darlene Cates,Darlene Cates,Darlene Cates","18.89386749267578,32.33194351196289,34.0041389465332,30.41950798034668,26.97608184814453,15.767333984375,31.618938446044922,20.01488494873047,29.763187408447266","0","1","0"
"rag","92","15","1","15","beam","facebook/contriever",". Question: where do secondary xylem and phloem cells arise from?","1517","92_7,92_1,92_4,92_5,92_3,92_10,92_6,92_18,92_11,92_8,92_9,92_13,92_12,92_17,92_14","0.4565401077270508,0.4566715359687805,0.4641250967979431,0.4678763151168823,0.4685034155845642,0.49392855167388916,0.500443696975708,0.5035134553909302,0.510047197341919,0.5244178175926208,0.5377814769744873,0.5389455556869507,0.5401691198348999,0.5451066493988037,0.5652851462364197",": the secondary xylem and phloem cells arise from the","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","40.5799446105957,40.04417419433594,33.57465744018555,35.75885009765625,31.61344337463379,32.70588302612305,31.940277099609375,39.79353332519531,43.961002349853516,27.525901794433594,30.16362190246582,35.69939041137695,51.02208709716797,49.985740661621094,28.379987716674805","0.023457495174891017","0.16666666666666666","0"
"rag","52","15","1","15","beam","facebook/contriever",". Question: who added a press room to the white house?","1514","52_2,52_4,52_3,52_1,52_9,52_11,52_17,52_14,52_6,52_7,52_5,52_10,52_12,52_13,52_15","0.4543302059173584,0.4589281678199768,0.45964574813842773,0.46533310413360596,0.49342775344848633,0.5206719636917114,0.5425366759300232,0.5585631132125854,0.5685129165649414,0.5695930123329163,0.5725103616714478,0.573887825012207,0.58640456199646,0.5948308706283569,0.6073334217071533","Answer: President Franklin D.","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","43.307594299316406,14.024962425231934,32.61381530761719,45.96122360229492,53.590110778808594,58.79114532470703,56.81485366821289","0.061033220311973134","0.17142857142857143","0"
"rag","91","15","1","15","beam","facebook/contriever",". Question: nodding your head no is an example of?","1469","91_7,91_8,91_3,91_2,91_5,91_4,91_1,91_6,91_10,91_9,91_15,91_14,91_13,91_12,91_11","0.48811882734298706,0.5517271757125854,0.5568265914916992,0.5612048506736755,0.5630749464035034,0.5879164338111877,0.5910865068435669,0.6228902339935303,0.6276301145553589,0.6523151397705078,0.7448432445526123,0.7545408606529236,0.7569671869277954,0.757805585861206,0.7854888439178467","Context: of ``. τσου ''' is optional and reserved only","a gesture","26.55414581298828,12.671547889709473,31.02275848388672,26.647077560424805,36.161170959472656,16.209674835205078,12.018731117248535,14.791873931884766,14.917997360229492,18.71379280090332,22.079938888549805,37.70830154418945,39.216896057128906,44.39970016479492,49.40523147583008","0","0","0"
"rag","33","15","1","15","beam","facebook/contriever",". Question: who sings the theme tune to mum on bbc2?","1476","33_13,33_15,33_14,33_16,33_1,33_8,33_12,33_3,33_2,33_4,33_6,33_10,33_17,33_7,33_11","0.48169928789138794,0.5547854900360107,0.5672863125801086,0.5814123153686523,0.619658350944519,0.6248454451560974,0.6388306617736816,0.6426813006401062,0.6723804473876953,0.6848822832107544,0.6987370252609253,0.7027457356452942,0.707414984703064,0.7106029987335205,0.7187236547470093"," Yahoo! Answers","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","40.745426177978516,29.242431640625,36.264739990234375,33.8023681640625,40.365089416503906,37.415924072265625,30.464778900146484","0","0","0"
