"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","240","15","1","5","beam","facebook/contriever",". Question: Why did Ronnie and Mom go to the Davis house after being kicked out? 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","476","240_13,240_51,240_14,240_11,240_19","0.44322478771209717,0.4475199580192566,0.5026676654815674,0.5166783928871155,0.5215204954147339","22.611007690429688"
"rag","93","15","1","5","beam","facebook/contriever",". Question: What is the author’s thesis? 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","375","93_4,93_1,93_9,93_14,93_8","0.46049588918685913,0.49629926681518555,0.5212476253509521,0.5315731763839722,0.5353220701217651","18.706514358520508"
"rag","296","15","1","5","beam","facebook/contriever",". Question: What does the author credit the recent dramatic change in politics to?  1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","363","296_19,296_1,296_2,296_12,296_20","0.5203071236610413,0.5718734264373779,0.5720698237419128,0.588547945022583,0.6164083480834961","23.320003509521484"
"rag","155","15","1","5","beam","facebook/contriever",". Question: What is the author's overall feeling towards modern dentistry as a whole in this passage? 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","558","155_24,155_12,155_10,155_22,155_32","0.5383203029632568,0.5430186986923218,0.5584430694580078,0.5735217332839966,0.5783411264419556","19.139263153076172"
"rag","102","15","1","5","beam","facebook/contriever",". Question: What level of depth does the author provide on the subjects they use to make their case? 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","363","102_25,102_23,102_16,102_26,102_5","0.6559242010116577,0.6776003241539001,0.6803771257400513,0.694697916507721,0.6981282234191895","46.897953033447266"
"rag","209","15","1","5","beam","facebook/contriever",". Question: Why was a Dr. able to examine Parks without being suspicious? 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","517","209_23,209_21,209_6,209_37,209_30","0.5686858892440796,0.5903757810592651,0.5953518748283386,0.6134201884269714,0.6173906326293945","22.19344139099121"
"rag","135","15","1","5","beam","facebook/contriever",". Question: What role does technology play in Tannen’s views? 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","374","135_35,135_24,135_34,135_3,135_17","0.3903452157974243,0.4666826128959656,0.5120676755905151,0.524559736251831,0.5393176078796387","40.96599578857422"
"rag","272","15","1","5","beam","facebook/contriever",". Question: What does the author think that social media has the power to amplify? 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","478","272_12,272_5,272_3,272_13,272_28","0.5060379505157471,0.5751810073852539,0.5885967016220093,0.5920698642730713,0.6186357140541077","29.657751083374023"
"rag","125","15","1","5","beam","facebook/contriever",". Question: What does the author suggest are some traits Said possesses? 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","380","125_12,125_23,125_34,125_35,125_13","0.6441916227340698,0.6665614247322083,0.6748172640800476,0.6850405335426331,0.6865933537483215","27.157115936279297"
"rag","325","15","1","5","beam","facebook/contriever",". Question: What is a message of this article? 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","431","325_17,325_16,325_13,325_33,325_6","0.5026753544807434,0.5122205018997192,0.525299072265625,0.5332363843917847,0.5438069105148315","32.2755241394043"
"rag","255","15","1","5","beam","facebook/contriever",". Question: What caused Skippy to start hearing different voices? 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","478","255_43,255_41,255_26,255_13,255_23","0.45988690853118896,0.5313754081726074,0.55618816614151,0.5671305656433105,0.5682236552238464","29.26079559326172"
"rag","181","15","1","5","beam","facebook/contriever",". Question: What was different about the Kung Fu class? 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","481","181_16,181_13,181_25,181_15,181_19","0.45615774393081665,0.46490854024887085,0.488933265209198,0.49065691232681274,0.4914063811302185","17.813940048217773"
"rag","212","15","1","5","beam","facebook/contriever",". Question: What did Morgan assume when he thought that principles of business would be the same in both worlds? 1) That he would be able to start a business without any issues 2) That he would be able to get a newspaper for free 3) That his money would be good in this world 4) That he could negotiate the price of items at the store. Answer: ","519","212_12,212_35,212_15,212_38,212_13","0.5590774416923523,0.5797390937805176,0.6118643879890442,0.6239762306213379,0.6264089345932007","21.667516708374023"
"rag","269","15","1","5","beam","facebook/contriever",". Question: What is the main factor that makes maglev trains more successful in Asia? 1) More efficient organization of construction projects 2) A greater importance on speed of travel 3) Increased passenger volume 4) More accurate train schedules. Answer: ","406","269_33,269_30,269_32,269_37,269_22","0.4088805317878723,0.4538297653198242,0.4666043519973755,0.5154024362564087,0.5187371969223022","20.69672393798828"
"rag","315","15","1","5","beam","facebook/contriever",". Question: The narrator's false sense of superiority 1) leads him to believe that he was the mastermind behind the victory over the high roller, but the kid actually was the one who saved the day. 2) almost got them killed when the big roller came to play. 3) turns out to be a huge joke at his expense because they are all exposed. 4) actually comes in handy because he comes up with a great plan to use when the high roller comes in.. Answer: ","533","315_31,315_32,315_36,315_12,315_28","0.6490113735198975,0.6875741481781006,0.6999686360359192,0.7091442942619324,0.7125476598739624","29.796091079711914"
"rag","111","15","1","5","beam","facebook/contriever",". Question: How was Nash’s family involved in the story? 1) His two sons and previous wife were talked about 2) His father was a large influence on his life 3) His mother’s influence was discussed at length 4) His parents and wife were discussed. Answer: ","326","111_25,111_5,111_36,111_14,111_33","0.5787986516952515,0.5816230773925781,0.602252721786499,0.6086836457252502,0.6108255386352539","31.890872955322266"
"rag","158","15","1","5","beam","facebook/contriever",". Question: Which martial art did the author think was the hardest workout? 1) Tae Kwon Do 2) Kung Fu 3) Jujistui 4) Karate. Answer: ","359","158_15,158_20,158_24,158_43,158_30","0.3992319107055664,0.4088701605796814,0.45517468452453613,0.46204710006713867,0.4688318371772766","23.503662109375"
"rag","278","15","1","5","beam","facebook/contriever",". Question: What type of media does the author believe will be the most influential on the immediate future? 1) Government-approved media 2) Visual media 3) Participatory media 4) Print media. Answer: ","501","278_28,278_22,278_27,278_31,278_32","0.4915624260902405,0.5551350116729736,0.5692547559738159,0.5749664902687073,0.5970776081085205","22.44859504699707"
"rag","169","15","1","5","beam","facebook/contriever",". Question: Why do some evangelical authors believe that the Antichrist will not be Jewish? 1) They believe that the Antichrist is Henry Kissinger 2) It is thought that the Antichrist will make an agreement with Israel, which would be more likely by a gentile 3) They think that the Antichrist will be a United States President 4) It is believed that the Antichrist will not come until after the upcoming turn of the century. Answer: ","493","169_9,169_31,169_29,169_23,169_34","0.37691622972488403,0.4089187979698181,0.4359676241874695,0.4386940598487854,0.44563108682632446","12.345052719116211"
"rag","265","15","1","5","beam","facebook/contriever",". Question: Why did the Maglev trains not become popular in the western hemisphere? 1) People did not like traveling so fast 2) The technology was unreliable 3) Their cost was not justifiable 4) All of the other answers are correct. Answer: ","354","265_37,265_33,265_32,265_16,265_24","0.47387897968292236,0.4863124489784241,0.5047335624694824,0.5139366984367371,0.517807126045227","29.46369743347168"
"rag","38","15","1","5","beam","facebook/contriever",". Question: Who was on the list of those who knew about Kennedy's affair? 1) The Secret Service members were the only ones who knew what was going on. 2) His wife and mistress were the only two who knew about the affair. 3) He did not have an affair. 4) His aids, secretary, drivers, guards, Secret Service, the domestic staff, and many friends and family members of both parties.. Answer: ","388","38_10,38_18,38_12,38_17,38_11","0.3306933641433716,0.46272265911102295,0.4797202944755554,0.512326717376709,0.5139458179473877","24.669639587402344"
"rag","105","15","1","5","beam","facebook/contriever",". Question: What is the musical’s relationship like between Monica and Linda? 1) Monica and Linda conspired together to hatch the plan 2) Monica keeps reiterating the story over and over in different ways to Linda 3) Linda does not believe what Monica is telling here and discredits it 4) Linda presses for details and Monica obliges. Answer: ","471","105_1,105_28,105_24,105_32,105_19","0.5493103861808777,0.557153582572937,0.5696040987968445,0.5738993883132935,0.5951098799705505","32.12931823730469"
"rag","239","15","1","5","beam","facebook/contriever",". Question: What made father realize he couldn't memory-wash Ronnie? 1) Others would notice and it would hurt Dad's reputation 2) Ronnie would just learn to read again 3) The technology wouldn't work on someone so young 4) Ronnie had already ingrained reading in his memory permanently . Answer: ","494","239_32,239_10,239_29,239_9,239_7","0.43747055530548096,0.4468995928764343,0.46507108211517334,0.473064124584198,0.48959606885910034","37.4193000793457"
"rag","75","15","1","5","beam","facebook/contriever",". Question: Why do owners want to build large ballparks? 1) they want to increase the total number of seats 2) they can afford it and don't need to budget 3) they want to sell more expensive tickets to the rich 4) they want to help bring an economic boom to the area. Answer: ","364","75_24,75_13,75_31,75_36,75_38","0.44357407093048096,0.45238620042800903,0.45429331064224243,0.4605060815811157,0.4635915160179138","29.711971282958984"
"rag","344","15","1","5","beam","facebook/contriever",". Question: Which answer doesn't support the idea that green OA isn't likely to cause subscription cancellations? 1) 6 2) 4 3) 2 4) 10. Answer: ","413","344_18,344_39,344_5,344_36,344_45","0.4107552170753479,0.42465364933013916,0.42760854959487915,0.43085652589797974,0.43229252099990845","21.512327194213867"
"rag","108","15","1","5","beam","facebook/contriever",". Question: How is the topic of slavery treated in inaugural speeches? 1) It is not treated with proper gravity, and referred to only in terms of progress 2) Is was mentioned 17 times in the Roosevelt address 3) It is often referenced in inaugural speeches from the 1850s through the 1960s 4) Its reference depends on the political party in power. Answer: ","501","108_29,108_17,108_27,108_32,108_4","0.46502310037612915,0.46586692333221436,0.4676952362060547,0.5019938945770264,0.5117274522781372","22.01483917236328"
"rag","210","15","1","5","beam","facebook/contriever",". Question: Why is Parks stuck on Earth? 1) He is outlawed on his own planet 2) He must to finish his mission before his is allowed to leave 3) The warp beacon blew up 4) His rocket ship blew up. Answer: ","501","210_23,210_27,210_37,210_36,210_7","0.6246540546417236,0.6403546333312988,0.6469607353210449,0.6841437816619873,0.6864160299301147","24.610980987548828"
"rag","29","15","1","5","beam","facebook/contriever",". Question: Of the following options, who might enjoy reading this the most? 1) A creationist who wants to prove that evolution isn't real through the ways in which adopted and biological children are treated differently. 2) A potential parent deciding between adopting a child and having a biological child. 3) A preteen who's adopted and wants to learn more about the differences between parenting of adopted and biological children.  4) A high schooler interested in learning more about family dynamics and the chemical/evolutionary processes with regard to parenting.. Answer: ","521","29_17,29_25,29_27,29_4,29_23","0.596142590045929,0.6033422946929932,0.6103906631469727,0.6146854758262634,0.6161693930625916","23.222270965576172"
"rag","178","15","1","5","beam","facebook/contriever",". Question: What does the author NOT rate for each class? 1) The difficulty of the workout. 2) The cost of each class.  3) The degree that the class requires contact with other participants.  4) If the skills are useful for self-defense.. Answer: ","359","178_24,178_20,178_40,178_13,178_15","0.416007399559021,0.45787161588668823,0.4588472843170166,0.4855266809463501,0.48891139030456543","21.86815071105957"
"rag","321","15","1","5","beam","facebook/contriever",". Question: How does Neeshan feel initially when he sees the Free'l doing magic correctly? 1) He is not surprised.  He knew he would be able to get them to do it eventually. 2) He wonders who helped them learn magic because he could take no credit for their work. 3) He almost feels a sense of pride and excitement. 4) He is angry because it took them too long to finally get it.. Answer: ","539","321_42,321_17,321_38,321_35,321_18","0.41862356662750244,0.4445110559463501,0.46595460176467896,0.4768391251564026,0.4906380772590637","31.052711486816406"
"rag","213","15","1","5","beam","facebook/contriever",". Question: Why did Parks want to speak with Morgan? 1) Morgan had enough knowledge to help Parks build a beacon 2) Parks found Morgan by pure chance 3) Morgan had enough money to help Parks build a ship 4) Morgan could write Parks' story and spread it for him. Answer: ","518","213_37,213_23,213_30,213_13,213_11","0.4615929126739502,0.4928709864616394,0.501619815826416,0.5341966152191162,0.5349271297454834","21.931354522705078"
"rag","238","15","1","5","beam","facebook/contriever",". Question: Why is it likely that reading was outlawed? 1) To save paper for environmental purposes  2) To make the population have a lower intelligence 3) To control what content the population was able to consume 4) So that readers could retain their power. Answer: ","500","238_23,238_27,238_1,238_10,238_25","0.683609127998352,0.6893932223320007,0.6911659836769104,0.6983885765075684,0.7009884119033813","36.718048095703125"
"rag","63","15","1","5","beam","facebook/contriever",". Question: Why did the addresses change in style over time? 1) The presidents had different problems to address 2) They were adapting to the changing populace 3) They deteriorated over time 4) They got less wordy. Answer: ","446","63_18,63_5,63_9,63_4,63_11","0.5230530500411987,0.5368940234184265,0.5442577600479126,0.566186785697937,0.5720060467720032","25.87261390686035"
"rag","71","15","1","5","beam","facebook/contriever",". Question: Which is true? 1) All newer ballparks have top-level seating closer to the field than ever 2) Newer ballparks do not have upper deck seating 3) All newer ballparks have top-level seating further away from the field than ever 4) Some newer ballparks have top-level seating further away from the field than ever. Answer: ","440","71_13,71_11,71_14,71_16,71_38","0.3440003991127014,0.37577521800994873,0.4522901177406311,0.4743613004684448,0.4756789207458496","15.765164375305176"
"rag","167","15","1","5","beam","facebook/contriever",". Question: What effect does the author believe the Antichrist myth has on Judaism as a whole? 1) It is fuel for antisemitism 2) It is unimportant  3) It sheds a good light on modern day Jews 4) It brings attention to the plight of the Jewish people. Answer: ","387","167_30,167_3,167_6,167_9,167_10","0.471116304397583,0.4786475896835327,0.4900844097137451,0.4902495741844177,0.4962632656097412","19.565410614013672"
"rag","199","15","1","5","beam","facebook/contriever",". Question: Why are people less satisfied with their smile now than in previous generations? 1) People had nicer smiles in the past 2) Plastic implants are not as effective as amalgam fillings 3) They aren't 4) They have different expectations. Answer: ","494","199_12,199_16,199_32,199_28,199_25","0.44987940788269043,0.49615323543548584,0.5019654035568237,0.5066641569137573,0.5070350170135498","25.150646209716797"
"rag","333","15","1","5","beam","facebook/contriever",". Question: How does the author likely feel about the present? 1) He is optimistic 2) He is cynical 3) This is an impossible question to answer based on the article 4) He does not feel anything. Answer: ","480","333_20,333_36,333_22,333_17,333_16","0.7130513191223145,0.7517657279968262,0.7519721984863281,0.7542896270751953,0.7564287781715393","30.449054718017578"
"rag","176","15","1","5","beam","facebook/contriever",". Question: What is the author’s major criticism of the documentary Mr. Death? 1) The film is offensive.  2) The film does not include a counterargument to Leuchter's argument.  3) The film is shallow and emotionless. 4) The film contains false information. . Answer: ","409","176_32,176_24,176_33,176_27,176_26","0.46642065048217773,0.48118144273757935,0.49894100427627563,0.5011975765228271,0.5388661623001099","29.200603485107422"
"rag","347","15","1","5","beam","facebook/contriever",". Question: Which most closely describes how the author feels? 1) Green OA should not be stifled regardless of cost 2) Gold OA is more successful than green OA 3) If green OA causes too many cancellations, it should be stopped 4) TA publishing is going to lose a lot of money because of green OA. Answer: ","449","347_39,347_18,347_36,347_21,347_3","0.3674898147583008,0.4228590130805969,0.4369686245918274,0.4443468451499939,0.45119887590408325","26.715959548950195"
"rag","166","15","1","5","beam","facebook/contriever",". Question: What is the author referencing when they say Christian imperialism? 1) The attempt to change Judaism to include Jesus as messiah 2) The attempt to include Muhammad 3) The New World being colonized by Christians 4) The crusades and other violent acts of Christians. Answer: ","418","166_10,166_16,166_7,166_9,166_21","0.5081826448440552,0.5304552316665649,0.5361027121543884,0.5620261430740356,0.5803190469741821","22.452800750732422"
