"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","perplexity"
"rag","240","15","1","20","beam","facebook/contriever",". Question: Why did Ronnie and Mom go to the Davis house after being kicked out? 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","1789","240_13,240_51,240_14,240_11,240_19,240_49,240_10,240_50,240_26,240_7,240_8,240_9,240_25,240_48,240_6,240_2,240_38,240_18,240_45,240_5","0.4432247281074524,0.4475198984146118,0.5026676058769226,0.5166784524917603,0.5215204954147339,0.5221703052520752,0.5333759784698486,0.5347892045974731,0.5487375855445862,0.5580912828445435,0.5585407018661499,0.5621294975280762,0.5649100542068481,0.5692477226257324,0.5729995965957642,0.5818670392036438,0.5829836130142212,0.5869503021240234,0.5906001925468445,0.5936465859413147","19.790708541870117"
"rag","93","15","1","20","beam","facebook/contriever",". Question: What is the author’s thesis? 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","1596","93_4,93_1,93_9,93_14,93_8,93_32,93_11,93_5,93_24,93_21,93_7,93_6,93_27,93_17,93_13,93_15,93_31,93_18,93_30,93_23","0.46049582958221436,0.49629926681518555,0.5212476849555969,0.5315730571746826,0.5353220105171204,0.5419899225234985,0.5444366931915283,0.5489543676376343,0.5536730289459229,0.5709788203239441,0.5892569422721863,0.5923665761947632,0.5947325229644775,0.6039888858795166,0.6040546894073486,0.6194863319396973,0.6196084022521973,0.6230478286743164,0.6281076073646545,0.6292701959609985","14.301819801330566"
"rag","296","15","1","20","beam","facebook/contriever",". Question: What does the author credit the recent dramatic change in politics to?  1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","1357","296_19,296_1,296_2,296_12,296_20,296_23,296_22,296_3,296_35,296_7,296_33,296_27,296_8,296_30,296_36,296_4,296_40,296_11,296_32,296_39","0.520307183265686,0.5718733072280884,0.5720698833465576,0.5885481238365173,0.6164083480834961,0.6185691356658936,0.6190600991249084,0.6209174394607544,0.6233717203140259,0.6293547749519348,0.631807804107666,0.6321065425872803,0.6415339112281799,0.6424539089202881,0.6466159820556641,0.6498569250106812,0.6537902355194092,0.6566721796989441,0.6574218273162842,0.6625847816467285","17.456533432006836"
"rag","155","15","1","20","beam","facebook/contriever",". Question: What is the author's overall feeling towards modern dentistry as a whole in this passage? 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","1675","155_24,155_12,155_10,155_22,155_32,155_17,155_19,155_5,155_29,155_34,155_30,155_11,155_31,155_2,155_23,155_21,155_16,155_25,155_13,155_15","0.5383203029632568,0.5430186986923218,0.5584431886672974,0.5735217332839966,0.5783412456512451,0.5823030471801758,0.5911991000175476,0.5936813354492188,0.5937432050704956,0.5978497862815857,0.5979864597320557,0.6006475687026978,0.6069084405899048,0.6127274036407471,0.6142095923423767,0.6163018941879272,0.6165198087692261,0.6166700124740601,0.6175317764282227,0.6230321526527405","20.629487991333008"
"rag","102","15","1","20","beam","facebook/contriever",". Question: What level of depth does the author provide on the subjects they use to make their case? 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","1398","102_25,102_23,102_16,102_26,102_5,102_4,102_15,102_27,102_2,102_1,102_11,102_7,102_9,102_17,102_34,102_33,102_28,102_3,102_10,102_12","0.6559241414070129,0.6776003837585449,0.6803772449493408,0.6946979761123657,0.6981282830238342,0.7108412981033325,0.7326900959014893,0.7364069819450378,0.7455521821975708,0.7490760087966919,0.7519786357879639,0.7557811141014099,0.755958080291748,0.7563304901123047,0.7622693777084351,0.7674835920333862,0.7706420421600342,0.7725815176963806,0.7743123173713684,0.7766737937927246","33.19309997558594"
"rag","209","15","1","20","beam","facebook/contriever",". Question: Why was a Dr. able to examine Parks without being suspicious? 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","1857","209_23,209_21,209_6,209_37,209_30,209_22,209_7,209_13,209_11,209_36,209_27,209_17,209_12,209_1,209_29,209_31,209_28,209_14,209_25,209_3","0.5686858892440796,0.5903759002685547,0.5953519344329834,0.613420307636261,0.6173906326293945,0.6218760013580322,0.6256670355796814,0.652637243270874,0.6637935638427734,0.6718636155128479,0.6852355003356934,0.6908222436904907,0.6948416829109192,0.7145272493362427,0.7285658121109009,0.7317745089530945,0.737918496131897,0.7435610294342041,0.7501091361045837,0.7507540583610535","18.810081481933594"
"rag","135","15","1","20","beam","facebook/contriever",". Question: What role does technology play in Tannen’s views? 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","1668","135_35,135_24,135_34,135_3,135_17,135_19,135_6,135_32,135_11,135_5,135_2,135_33,135_22,135_27,135_25,135_9,135_16,135_13,135_20,135_18","0.3903452157974243,0.4666826128959656,0.5120676755905151,0.524559736251831,0.5393176078796387,0.540203332901001,0.5474746227264404,0.55907142162323,0.5654262900352478,0.566002607345581,0.5717947483062744,0.5727224349975586,0.5763171315193176,0.5811675786972046,0.5860105752944946,0.5916389226913452,0.5933024883270264,0.5978575348854065,0.6171947717666626,0.6269475221633911","22.77779769897461"
"rag","272","15","1","20","beam","facebook/contriever",". Question: What does the author think that social media has the power to amplify? 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","1866","272_12,272_5,272_3,272_13,272_28,272_21,272_2,272_4,272_14,272_10,272_18,272_22,272_29,272_25,272_30,272_27,272_20,272_35,272_17,272_31","0.5060380697250366,0.5751810073852539,0.5885965824127197,0.5920698046684265,0.6186357736587524,0.6198617219924927,0.6213648319244385,0.6292951107025146,0.6304569244384766,0.6359175443649292,0.6444025635719299,0.6468895077705383,0.6563124656677246,0.6593617796897888,0.66297847032547,0.6632225513458252,0.6739922761917114,0.6746276021003723,0.6790794730186462,0.68059241771698","23.763916015625"
"rag","125","15","1","20","beam","facebook/contriever",". Question: What does the author suggest are some traits Said possesses? 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","1591","125_12,125_23,125_34,125_35,125_13,125_22,125_4,125_18,125_7,125_28,125_8,125_6,125_29,125_9,125_10,125_24,125_14,125_30,125_2,125_11","0.6441917419433594,0.666561484336853,0.6748172044754028,0.6850405931472778,0.6865933537483215,0.6875156760215759,0.6907546520233154,0.6913615465164185,0.6998540759086609,0.7033334970474243,0.7054727077484131,0.7102411389350891,0.7115715742111206,0.7118453979492188,0.7118747234344482,0.7162913084030151,0.7222884893417358,0.7289599180221558,0.7375274896621704,0.740449070930481","21.10211181640625"
"rag","325","15","1","20","beam","facebook/contriever",". Question: What is a message of this article? 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","1544","325_17,325_16,325_13,325_33,325_6,325_24,325_14,325_37,325_10,325_38,325_36,325_35,325_7,325_9,325_12,325_30,325_29,325_31,325_22,325_32","0.5026754140853882,0.5122207999229431,0.525299072265625,0.5332365036010742,0.5438070297241211,0.5538586378097534,0.5615108609199524,0.5644599795341492,0.5667954683303833,0.5696626901626587,0.5748298764228821,0.5778073668479919,0.578644335269928,0.5800676345825195,0.5825421810150146,0.5843920111656189,0.5890147089958191,0.5898154973983765,0.5934024453163147,0.5956871509552002","22.869068145751953"
