"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","5","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","14390.4052734375"
"1","20","beam","5","5","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","15536.2958984375"
"2","20","beam","5","5","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","20902.025390625"
"3","20","beam","5","5","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","17257.587890625"
"4","20","beam","5","5","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","22523.189453125"
"5","20","beam","5","5","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","2410.760009765625"
"6","20","beam","5","5","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","3744.9755859375"
"7","20","beam","5","5","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","24924.908203125"
"8","20","beam","5","5","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","17591.015625"
"9","20","beam","5","5","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","4468.197265625"
"10","20","beam","5","5","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","53807.10546875"
"11","20","beam","5","5","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","44931.41796875"
"12","20","beam","5","5","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","14211.3359375"
"13","20","beam","5","5","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","26427.3984375"
"14","20","beam","5","5","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","15872.7255859375"
"15","20","beam","5","5","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","4441.16943359375"
"16","20","beam","5","5","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","16332.23828125"
"17","20","beam","5","5","Answer the question: who sings i don't want to be lonely?","1","53,67,78,27,39","16726.72265625"
"18","20","beam","5","5","Answer the question: who wrote song what a friend we have in jesus?","1","53,67,78,27,39","6318.00439453125"
"19","20","beam","5","5","Answer the question: who is the original singer of just when i needed you most?","1","53,67,78,27,39","10301.7431640625"
"20","20","beam","5","5","Answer the question: what allows chyme to enter the small intestine?","1","69,42,66,9,26","19893.27734375"
