"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","20","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","19818.78125"
"1","20","beam","5","20","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","20736.634765625"
"2","20","beam","5","20","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","37307.22265625"
"3","20","beam","5","20","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","20899.912109375"
"4","20","beam","5","20","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","41485.2734375"
"5","20","beam","5","20","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","4681.20166015625"
"6","20","beam","5","20","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","9958.9248046875"
"7","20","beam","5","20","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","50042.46484375"
"8","20","beam","5","20","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","35392.30859375"
"9","20","beam","5","20","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","8780.3427734375"
"10","20","beam","5","20","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","39484.78125"
"11","20","beam","5","20","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","44634.296875"
"12","20","beam","5","20","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","19977.2890625"
"13","20","beam","5","20","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","17941.783203125"
"14","20","beam","5","20","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","8422.3876953125"
"15","20","beam","5","20","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","5196.89013671875"
"16","20","beam","5","20","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","30536.04296875"
"17","20","beam","5","20","Answer the question: who sings i don't want to be lonely?","1","53,67,78,27,39","40060.58984375"
"18","20","beam","5","20","Answer the question: who wrote song what a friend we have in jesus?","1","53,67,78,27,39","7509.89599609375"
"19","20","beam","5","20","Answer the question: who is the original singer of just when i needed you most?","1","53,67,78,27,39","9475.59765625"
"20","20","beam","5","20","Answer the question: what allows chyme to enter the small intestine?","1","69,42,66,9,26","14949.205078125"
"21","20","beam","5","20","Answer the question: where would the group bacteroids likely be found?","1","69,42,66,9,26","31913.23828125"
"22","20","beam","5","20","Answer the question: where does the last name andersen originate from?","1","69,42,66,9,26","23288.42578125"
"23","20","beam","5","20","Answer the question: how long did the democrats control the house and senate?","1","69,42,66,9,26","10452.7119140625"
