"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","10","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","10648.671875"
"1","20","beam","5","10","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","16110.9111328125"
"2","20","beam","5","10","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","24228.02734375"
"3","20","beam","5","10","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","10154.7861328125"
"4","20","beam","5","10","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","22536.576171875"
"5","20","beam","5","10","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","3236.027587890625"
"6","20","beam","5","10","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","5418.59765625"
"7","20","beam","5","10","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","31108.630859375"
"8","20","beam","5","10","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","19609.32421875"
"9","20","beam","5","10","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","5049.3544921875"
"10","20","beam","5","10","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","46816.5078125"
"11","20","beam","5","10","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","48699.38671875"
"12","20","beam","5","10","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","13711.203125"
"13","20","beam","5","10","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","19906.3515625"
"14","20","beam","5","10","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","11044.697265625"
"15","20","beam","5","10","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","3823.189697265625"
"16","20","beam","5","10","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","25324.228515625"
"17","20","beam","5","10","Answer the question: who sings i don't want to be lonely?","1","53,67,78,27,39","30540.12109375"
"18","20","beam","5","10","Answer the question: who wrote song what a friend we have in jesus?","1","53,67,78,27,39","9075.3095703125"
"19","20","beam","5","10","Answer the question: who is the original singer of just when i needed you most?","1","53,67,78,27,39","10664.2421875"
"20","20","beam","5","10","Answer the question: what allows chyme to enter the small intestine?","1","69,42,66,9,26","18481.119140625"
"21","20","beam","5","10","Answer the question: where would the group bacteroids likely be found?","1","69,42,66,9,26","28418.810546875"
"22","20","beam","5","10","Answer the question: where does the last name andersen originate from?","1","69,42,66,9,26","22413.33203125"
"23","20","beam","5","10","Answer the question: how long did the democrats control the house and senate?","1","69,42,66,9,26","10177.734375"
"24","20","beam","5","10","Answer the question: who sang in the movie i walk the line?","1","69,42,66,9,26","30073.322265625"
"25","20","beam","5","10","Answer the question: who is the premier of northern cape 2018?","1","59,18,89,87,97","15437.546875"
"26","20","beam","5","10","Answer the question: who owns the biggest house in beverly hills?","1","59,18,89,87,97","12285.1943359375"
"27","20","beam","5","10","Answer the question: who sings god is great beer is good?","1","59,18,89,87,97","48338.796875"
"28","20","beam","5","10","Answer the question: what does the air gap do on a dishwasher?","1","59,18,89,87,97","17793.537109375"
"29","20","beam","5","10","Answer the question: who is the first indian climber of mount everest?","1","59,18,89,87,97","8512.46484375"
"30","20","beam","5","10","Answer the question: what is in a pat o brien hurricane?","1","7,44,84,96,15","19308.734375"
"31","20","beam","5","10","Answer the question: what is the name of son of lord krishna?","1","7,44,84,96,15","8361.53125"
"32","20","beam","5","10","Answer the question: who played anna in once upon a time?","1","7,44,84,96,15","20460.966796875"
"33","20","beam","5","10","Answer the question: what is the average salary for a us congressman?","1","7,44,84,96,15","14360.06640625"
"34","20","beam","5","10","Answer the question: what type of joint connects the incus with the malleus?","1","7,44,84,96,15","13939.8671875"
"35","20","beam","5","10","Answer the question: when was the lupus foundation of america founded?","1","17,41,24,21,22","18939.83984375"
"36","20","beam","5","10","Answer the question: what started the war between us and japan?","1","17,41,24,21,22","31658.908203125"
"37","20","beam","5","10","Answer the question: who sang i put a spell on you in hocus pocus?","1","17,41,24,21,22","16400.2734375"
"38","20","beam","5","10","Answer the question: who played jennifer in back to the future?","1","17,41,24,21,22","13480.8134765625"
"39","20","beam","5","10","Answer the question: where are the cardiac and vasomotor centers found?","1","17,41,24,21,22","9481.8251953125"
"40","20","beam","5","10","Answer the question: who was the first to say i'm going to disney world?","1","50,12,20,71,75","9409.302734375"
"41","20","beam","5","10","Answer the question: who sings the whiskey ain't workin anymore?","1","50,12,20,71,75","63892.21875"
"42","20","beam","5","10","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","50,12,20,71,75","13275.9013671875"
"43","20","beam","5","10","Answer the question: what goes on the bottom of shepherd's pie?","1","50,12,20,71,75","34066.87890625"
"44","20","beam","5","10","Answer the question: who sang the most number of songs in the world?","1","50,12,20,71,75","14479.9970703125"
"45","20","beam","5","10","Answer the question: who owns spirit of the suwannee music park?","1","57,36,13,55,14","9962.126953125"
"46","20","beam","5","10","Answer the question: who is the singer of kal ho na ho?","1","57,36,13,55,14","13486.021484375"
"47","20","beam","5","10","Answer the question: what episode does marnie come back in geordie shore?","1","57,36,13,55,14","28729.982421875"
"48","20","beam","5","10","Answer the question: is jaffa cakes a biscuit or a cake?","1","57,36,13,55,14","20063.015625"
"49","20","beam","5","10","Answer the question: who sings love will keep us alive by the eagles?","1","57,36,13,55,14","10231.6982421875"
"50","20","beam","5","10","Answer the question: who sings the theme song for the tv show cops?","1","70,2,47,77,1","28353.40625"
"51","20","beam","5","10","Answer the question: when did 10 shilling note go out of circulation?","1","70,2,47,77,1","44273.265625"
"52","20","beam","5","10","Answer the question: who sang the songs on walk the line?","1","70,2,47,77,1","21193.94140625"
"53","20","beam","5","10","Answer the question: who sang the song should have been a cowboy?","1","70,2,47,77,1","24254.220703125"
"54","20","beam","5","10","Answer the question: who sang i ran all the way home?","1","70,2,47,77,1","24664.849609375"
"55","20","beam","5","10","Answer the question: what is the second largest country in asia?","1","16,32,54,83,51","20485.939453125"
"56","20","beam","5","10","Answer the question: who sang the theme song for the man with the golden gun?","1","16,32,54,83,51","13360.7587890625"
"57","20","beam","5","10","Answer the question: where does the last name roberts come from?","1","16,32,54,83,51","21279.38671875"
"58","20","beam","5","10","Answer the question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1","16,32,54,83,51","5165.11474609375"
"59","20","beam","5","10","Answer the question: who is the captain of richmond football club?","1","16,32,54,83,51","24988.2890625"
"60","20","beam","5","10","Answer the question: what's the difference between salisbury steak and hamburger steak?","1","80,79,61,46,65","2166.640380859375"
"61","20","beam","5","10","Answer the question: where is the heart of palm on a palm tree?","1","80,79,61,46,65","14624.0908203125"
"62","20","beam","5","10","Answer the question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","1","80,79,61,46,65","3446.428955078125"
"63","20","beam","5","10","Answer the question: how old do you have to be to get a gun licence in nz?","1","80,79,61,46,65","5058.396484375"
"64","20","beam","5","10","Answer the question: what is the meaning of gorakh dhanda in urdu?","1","80,79,61,46,65","6331.63037109375"
"65","20","beam","5","10","Answer the question: when did the song things that make you go hmmm come out?","1","29,98,8,58,11","9246.4873046875"
"66","20","beam","5","10","Answer the question: cast of the have and have nots play?","1","29,98,8,58,11","22046.283203125"
"67","20","beam","5","10","Answer the question: where does the last name orozco originate from?","1","29,98,8,58,11","24227.380859375"
"68","20","beam","5","10","Answer the question: what is the name of india pakistan border?","1","29,98,8,58,11","14892.0458984375"
