"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","1","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","53648.9296875"
"1","20","beam","5","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","5826.638671875"
"2","20","beam","5","1","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","17642.947265625"
"3","20","beam","5","1","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","27896.34375"
"4","20","beam","5","1","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","87224.6796875"
"5","20","beam","5","1","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","7599.775390625"
"6","20","beam","5","1","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","2941.823486328125"
"7","20","beam","5","1","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","21571.1015625"
"8","20","beam","5","1","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","18939.025390625"
"9","20","beam","5","1","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","4928.5869140625"
"10","20","beam","5","1","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","26235.345703125"
"11","20","beam","5","1","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","17987.6640625"
"12","20","beam","5","1","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","7601.283203125"
"13","20","beam","5","1","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","10897.8720703125"
"14","20","beam","5","1","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","12850.484375"
"15","20","beam","5","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","2399.106689453125"
"16","20","beam","5","1","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","24572.322265625"
"17","20","beam","5","1","Answer the question: who sings i don't want to be lonely?","1","53,67,78,27,39","33404.3671875"
"18","20","beam","5","1","Answer the question: who wrote song what a friend we have in jesus?","1","53,67,78,27,39","9511.6318359375"
"19","20","beam","5","1","Answer the question: who is the original singer of just when i needed you most?","1","53,67,78,27,39","10737.50390625"
"20","20","beam","5","1","Answer the question: what allows chyme to enter the small intestine?","1","69,42,66,9,26","14126.1142578125"
"21","20","beam","5","1","Answer the question: where would the group bacteroids likely be found?","1","69,42,66,9,26","16019.0029296875"
"22","20","beam","5","1","Answer the question: where does the last name andersen originate from?","1","69,42,66,9,26","9631.1240234375"
"23","20","beam","5","1","Answer the question: how long did the democrats control the house and senate?","1","69,42,66,9,26","6619.1474609375"
"24","20","beam","5","1","Answer the question: who sang in the movie i walk the line?","1","69,42,66,9,26","14704.9248046875"
"25","20","beam","5","1","Answer the question: who is the premier of northern cape 2018?","1","59,18,89,87,97","35538.3203125"
"26","20","beam","5","1","Answer the question: who owns the biggest house in beverly hills?","1","59,18,89,87,97","21154.64453125"
"27","20","beam","5","1","Answer the question: who sings god is great beer is good?","1","59,18,89,87,97","45820.23046875"
"28","20","beam","5","1","Answer the question: what does the air gap do on a dishwasher?","1","59,18,89,87,97","9597.3466796875"
"29","20","beam","5","1","Answer the question: who is the first indian climber of mount everest?","1","59,18,89,87,97","7331.08984375"
"30","20","beam","5","1","Answer the question: what is in a pat o brien hurricane?","1","7,44,84,96,15","42878.6015625"
"31","20","beam","5","1","Answer the question: what is the name of son of lord krishna?","1","7,44,84,96,15","5092.97216796875"
"32","20","beam","5","1","Answer the question: who played anna in once upon a time?","1","7,44,84,96,15","23017.041015625"
"33","20","beam","5","1","Answer the question: what is the average salary for a us congressman?","1","7,44,84,96,15","11348.1513671875"
"34","20","beam","5","1","Answer the question: what type of joint connects the incus with the malleus?","1","7,44,84,96,15","2584.9931640625"
"35","20","beam","5","1","Answer the question: when was the lupus foundation of america founded?","1","17,41,24,21,22","10259.6435546875"
"36","20","beam","5","1","Answer the question: what started the war between us and japan?","1","17,41,24,21,22","13315.8681640625"
"37","20","beam","5","1","Answer the question: who sang i put a spell on you in hocus pocus?","1","17,41,24,21,22","2568.9072265625"
"38","20","beam","5","1","Answer the question: who played jennifer in back to the future?","1","17,41,24,21,22","6311.3017578125"
"39","20","beam","5","1","Answer the question: where are the cardiac and vasomotor centers found?","1","17,41,24,21,22","5988.32470703125"
"40","20","beam","5","1","Answer the question: who was the first to say i'm going to disney world?","1","50,12,20,71,75","5721.13916015625"
"41","20","beam","5","1","Answer the question: who sings the whiskey ain't workin anymore?","1","50,12,20,71,75","11436.2724609375"
"42","20","beam","5","1","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","50,12,20,71,75","9559.0634765625"
"43","20","beam","5","1","Answer the question: what goes on the bottom of shepherd's pie?","1","50,12,20,71,75","13056.4111328125"
"44","20","beam","5","1","Answer the question: who sang the most number of songs in the world?","1","50,12,20,71,75","6588.181640625"
"45","20","beam","5","1","Answer the question: who owns spirit of the suwannee music park?","1","57,36,13,55,14","11300.578125"
"46","20","beam","5","1","Answer the question: who is the singer of kal ho na ho?","1","57,36,13,55,14","8796.6279296875"
