"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","1","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","94.03233337402344"
"1","20","beam","5","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","82.3717041015625"
"2","20","beam","5","1","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","356.3133850097656"
"3","20","beam","5","1","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","575.3055419921875"
"4","20","beam","5","1","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","1106.6490478515625"
"5","20","beam","5","1","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","354.3030090332031"
"6","20","beam","5","1","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","63.32061767578125"
"7","20","beam","5","1","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","222.31942749023438"
"8","20","beam","5","1","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","229.30540466308594"
"9","20","beam","5","1","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","190.8121337890625"
"10","20","beam","5","1","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","257.5845947265625"
"11","20","beam","5","1","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","404.5597839355469"
"12","20","beam","5","1","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","145.44004821777344"
"13","20","beam","5","1","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","298.0854187011719"
"14","20","beam","5","1","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","126.46973419189453"
"15","20","beam","5","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","66.85433197021484"
"16","20","beam","5","1","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","164.47975158691406"
"17","20","beam","5","1","Answer the question: who sings i don't want to be lonely?","1","53,67,78,27,39","73.64037322998047"
"18","20","beam","5","1","Answer the question: who wrote song what a friend we have in jesus?","1","53,67,78,27,39","171.92190551757812"
"19","20","beam","5","1","Answer the question: who is the original singer of just when i needed you most?","1","53,67,78,27,39","177.676513671875"
"20","20","beam","5","1","Answer the question: what allows chyme to enter the small intestine?","1","69,42,66,9,26","112.11587524414062"
"21","20","beam","5","1","Answer the question: where would the group bacteroids likely be found?","1","69,42,66,9,26","256.2126159667969"
"22","20","beam","5","1","Answer the question: where does the last name andersen originate from?","1","69,42,66,9,26","181.58815002441406"
"23","20","beam","5","1","Answer the question: how long did the democrats control the house and senate?","1","69,42,66,9,26","60.4331169128418"
"24","20","beam","5","1","Answer the question: who sang in the movie i walk the line?","1","69,42,66,9,26","300.0804443359375"
"25","20","beam","5","1","Answer the question: who is the premier of northern cape 2018?","1","59,18,89,87,97","177.61476135253906"
"26","20","beam","5","1","Answer the question: who owns the biggest house in beverly hills?","1","59,18,89,87,97","270.3490295410156"
"27","20","beam","5","1","Answer the question: who sings god is great beer is good?","1","59,18,89,87,97","885.217041015625"
"28","20","beam","5","1","Answer the question: what does the air gap do on a dishwasher?","1","59,18,89,87,97","175.007080078125"
"29","20","beam","5","1","Answer the question: who is the first indian climber of mount everest?","1","59,18,89,87,97","138.38575744628906"
"30","20","beam","5","1","Answer the question: what is in a pat o brien hurricane?","1","7,44,84,96,15","309.8990478515625"
"31","20","beam","5","1","Answer the question: what is the name of son of lord krishna?","1","7,44,84,96,15","32.71004867553711"
"32","20","beam","5","1","Answer the question: who played anna in once upon a time?","1","7,44,84,96,15","155.14581298828125"
"33","20","beam","5","1","Answer the question: what is the average salary for a us congressman?","1","7,44,84,96,15","98.4819564819336"
"34","20","beam","5","1","Answer the question: what type of joint connects the incus with the malleus?","1","7,44,84,96,15","70.05498504638672"
"35","20","beam","5","1","Answer the question: when was the lupus foundation of america founded?","1","17,41,24,21,22","44.24535369873047"
"36","20","beam","5","1","Answer the question: what started the war between us and japan?","1","17,41,24,21,22","61.851585388183594"
"37","20","beam","5","1","Answer the question: who sang i put a spell on you in hocus pocus?","1","17,41,24,21,22","64.97181701660156"
"38","20","beam","5","1","Answer the question: who played jennifer in back to the future?","1","17,41,24,21,22","66.4586181640625"
"39","20","beam","5","1","Answer the question: where are the cardiac and vasomotor centers found?","1","17,41,24,21,22","49.275211334228516"
"40","20","beam","5","1","Answer the question: who was the first to say i'm going to disney world?","1","50,12,20,71,75","89.0799560546875"
