"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","5","10","Answer the question: who sang theme song for license to kill?","1","60,23,93,74,38","109.20327758789062"
"1","20","beam","5","10","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","60,23,93,74,38","567.77099609375"
"2","20","beam","5","10","Answer the question: who wore number 7 for the green bay packers?","1","60,23,93,74,38","868.7322998046875"
"3","20","beam","5","10","Answer the question: where does patience is a virtue come from?","1","60,23,93,74,38","459.6031799316406"
"4","20","beam","5","10","Answer the question: who wrote ain't living long like this?","1","60,23,93,74,38","742.0088500976562"
"5","20","beam","5","10","Answer the question: who played the mom on what's eating gilbert grape?","1","25,92,52,91,33","48.68653106689453"
"6","20","beam","5","10","Answer the question: where do secondary xylem and phloem cells arise from?","1","25,92,52,91,33","149.16983032226562"
"7","20","beam","5","10","Answer the question: who added a press room to the white house?","1","25,92,52,91,33","625.3244018554688"
"8","20","beam","5","10","Answer the question: nodding your head no is an example of?","1","25,92,52,91,33","576.31982421875"
"9","20","beam","5","10","Answer the question: who sings the theme tune to mum on bbc2?","1","25,92,52,91,33","583.139404296875"
"10","20","beam","5","10","Answer the question: who played the detective in little boy blue?","1","68,31,81,63,45","66.89693450927734"
"11","20","beam","5","10","Answer the question: when was the first horrid henry book written?","1","68,31,81,63,45","502.3712463378906"
"12","20","beam","5","10","Answer the question: who plays grace in the secret life of the american teenager?","1","68,31,81,63,45","162.2279815673828"
"13","20","beam","5","10","Answer the question: who has won the canada open women's doubles?","1","68,31,81,63,45","591.1456298828125"
"14","20","beam","5","10","Answer the question: where does the last name waller come from?","1","68,31,81,63,45","103.71985626220703"
"15","20","beam","5","10","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53,67,78,27,39","33.21303176879883"
"16","20","beam","5","10","Answer the question: what type of reproduction do whiptail lizards use?","1","53,67,78,27,39","971.8295288085938"
