"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","25","Answer the question: who sang theme song for license to kill?","1","60","26023.38671875"
"1","20","beam","1","25","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","6362.701171875"
"2","20","beam","1","25","Answer the question: who wore number 7 for the green bay packers?","1","93","20641.31640625"
"3","20","beam","1","25","Answer the question: where does patience is a virtue come from?","1","74","19165.708984375"
"4","20","beam","1","25","Answer the question: who wrote ain't living long like this?","1","38","21501.90625"
"5","20","beam","1","25","Answer the question: who played the mom on what's eating gilbert grape?","1","25","5008.6171875"
"6","20","beam","1","25","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","9070.5673828125"
"7","20","beam","1","25","Answer the question: who added a press room to the white house?","1","52","26018.32421875"
"8","20","beam","1","25","Answer the question: nodding your head no is an example of?","1","91","30206.60546875"
"9","20","beam","1","25","Answer the question: who sings the theme tune to mum on bbc2?","1","33","4118.4716796875"
"10","20","beam","1","25","Answer the question: who played the detective in little boy blue?","1","68","26021.12890625"
"11","20","beam","1","25","Answer the question: when was the first horrid henry book written?","1","31","16002.0390625"
"12","20","beam","1","25","Answer the question: who plays grace in the secret life of the american teenager?","1","81","8308.8291015625"
"13","20","beam","1","25","Answer the question: who has won the canada open women's doubles?","1","63","10726.6044921875"
"14","20","beam","1","25","Answer the question: where does the last name waller come from?","1","45","3543.7548828125"
"15","20","beam","1","25","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","7857.13427734375"
"16","20","beam","1","25","Answer the question: what type of reproduction do whiptail lizards use?","1","67","6346.99267578125"
"17","20","beam","1","25","Answer the question: who sings i don't want to be lonely?","1","78","5545.1865234375"
"18","20","beam","1","25","Answer the question: who wrote song what a friend we have in jesus?","1","27","2774.234619140625"
"19","20","beam","1","25","Answer the question: who is the original singer of just when i needed you most?","1","39","3520.3544921875"
"20","20","beam","1","25","Answer the question: what allows chyme to enter the small intestine?","1","69","19291.69140625"
"21","20","beam","1","25","Answer the question: where would the group bacteroids likely be found?","1","42","47456.4453125"
"22","20","beam","1","25","Answer the question: where does the last name andersen originate from?","1","66","17958.783203125"
"23","20","beam","1","25","Answer the question: how long did the democrats control the house and senate?","1","9","8332.7861328125"
"24","20","beam","1","25","Answer the question: who sang in the movie i walk the line?","1","26","19658.962890625"
"25","20","beam","1","25","Answer the question: who is the premier of northern cape 2018?","1","59","28315.08984375"
"26","20","beam","1","25","Answer the question: who owns the biggest house in beverly hills?","1","18","16598.9765625"
"27","20","beam","1","25","Answer the question: who sings god is great beer is good?","1","89","43411.8125"
"28","20","beam","1","25","Answer the question: what does the air gap do on a dishwasher?","1","87","4659.93310546875"
"29","20","beam","1","25","Answer the question: who is the first indian climber of mount everest?","1","97","5609.35302734375"
"30","20","beam","1","25","Answer the question: what is in a pat o brien hurricane?","1","7","32623.087890625"
"31","20","beam","1","25","Answer the question: what is the name of son of lord krishna?","1","44","4479.6533203125"
"32","20","beam","1","25","Answer the question: who played anna in once upon a time?","1","84","7063.06005859375"
"33","20","beam","1","25","Answer the question: what is the average salary for a us congressman?","1","96","14385.658203125"
"34","20","beam","1","25","Answer the question: what type of joint connects the incus with the malleus?","1","15","1356.677978515625"
"35","20","beam","1","25","Answer the question: when was the lupus foundation of america founded?","1","17","11667.83984375"
"36","20","beam","1","25","Answer the question: what started the war between us and japan?","1","41","17895.388671875"
"37","20","beam","1","25","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","8686.7841796875"
"38","20","beam","1","25","Answer the question: who played jennifer in back to the future?","1","21","8905.125"
"39","20","beam","1","25","Answer the question: where are the cardiac and vasomotor centers found?","1","22","3898.90771484375"
"40","20","beam","1","25","Answer the question: who was the first to say i'm going to disney world?","1","50","12560.947265625"
"41","20","beam","1","25","Answer the question: who sings the whiskey ain't workin anymore?","1","12","11873.6875"
"42","20","beam","1","25","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","10945.0859375"
"43","20","beam","1","25","Answer the question: what goes on the bottom of shepherd's pie?","1","71","24894.4765625"
"44","20","beam","1","25","Answer the question: who sang the most number of songs in the world?","1","75","6616.736328125"
"45","20","beam","1","25","Answer the question: who owns spirit of the suwannee music park?","1","57","8447.5576171875"
"46","20","beam","1","25","Answer the question: who is the singer of kal ho na ho?","1","36","7140.45166015625"
"47","20","beam","1","25","Answer the question: what episode does marnie come back in geordie shore?","1","13","16008.876953125"
"48","20","beam","1","25","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","6518.572265625"
"49","20","beam","1","25","Answer the question: who sings love will keep us alive by the eagles?","1","14","5210.60205078125"
"50","20","beam","1","25","Answer the question: who sings the theme song for the tv show cops?","1","70","24518.599609375"
"51","20","beam","1","25","Answer the question: when did 10 shilling note go out of circulation?","1","2","16994.943359375"
"52","20","beam","1","25","Answer the question: who sang the songs on walk the line?","1","47","17906.587890625"
"53","20","beam","1","25","Answer the question: who sang the song should have been a cowboy?","1","77","17374.20703125"
"54","20","beam","1","25","Answer the question: who sang i ran all the way home?","1","1","24012.30859375"
"55","20","beam","1","25","Answer the question: what is the second largest country in asia?","1","16","23723.4375"
"56","20","beam","1","25","Answer the question: who sang the theme song for the man with the golden gun?","1","32","26842.75"
"57","20","beam","1","25","Answer the question: where does the last name roberts come from?","1","54","11504.0712890625"
"58","20","beam","1","25","Answer the question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1","83","3848.353515625"
"59","20","beam","1","25","Answer the question: who is the captain of richmond football club?","1","51","20868.14453125"
"60","20","beam","1","25","Answer the question: what's the difference between salisbury steak and hamburger steak?","1","80","4059.484130859375"
"61","20","beam","1","25","Answer the question: where is the heart of palm on a palm tree?","1","79","8579.08984375"
"62","20","beam","1","25","Answer the question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","1","61","2532.6689453125"
"63","20","beam","1","25","Answer the question: how old do you have to be to get a gun licence in nz?","1","46","6299.60009765625"
"64","20","beam","1","25","Answer the question: what is the meaning of gorakh dhanda in urdu?","1","65","2971.541748046875"
"65","20","beam","1","25","Answer the question: when did the song things that make you go hmmm come out?","1","29","9004.4609375"
"66","20","beam","1","25","Answer the question: cast of the have and have nots play?","1","98","6974.48486328125"
"67","20","beam","1","25","Answer the question: where does the last name orozco originate from?","1","8","8140.26171875"
"68","20","beam","1","25","Answer the question: what is the name of india pakistan border?","1","58","9207.8828125"
"69","20","beam","1","25","Answer the question: which british city is farthest from the sea?","1","11","5774.2646484375"
"70","20","beam","1","25","Answer the question: who played mrs warboys in one foot in the grave?","1","35","2452.7099609375"
"71","20","beam","1","25","Answer the question: who stepped out of the dithyrambic chorus to become the first actor?","1","19","6084.234375"
"72","20","beam","1","25","Answer the question: where was the salvation army's christmas collection kettle first introduced?","1","40","14467.505859375"
"73","20","beam","1","25","Answer the question: sequel to a christmas story it runs in the family?","1","82","25405.287109375"
"74","20","beam","1","25","Answer the question: where was because i could not stop for death published?","1","4","12251.2177734375"
"75","20","beam","1","25","Answer the question: where does kfc get their chicken in south africa?","1","43","7686.74169921875"
"76","20","beam","1","25","Answer the question: who won the super heavyweight gold medal at the 2000 olympics?","1","88","5621.7724609375"
"77","20","beam","1","25","Answer the question: when did men's curling start in the olympics?","1","28","9957.111328125"
"78","20","beam","1","25","Answer the question: which state is the richest state in nigeria?","1","10","34001.93359375"
"79","20","beam","1","25","Answer the question: who wrote if she knew what she wants?","1","37","10385.482421875"
"80","20","beam","1","25","Answer the question: where was the film coming home for christmas filmed?","1","86","19917.8984375"
"81","20","beam","1","25","Answer the question: who plays the mother of howard on big bang theory?","1","5","4817.0849609375"
"82","20","beam","1","25","Answer the question: who was the dj on in living color?","1","94","32437.10546875"
"83","20","beam","1","25","Answer the question: when did the granite mountain hotshots get certified?","1","56","18664.01171875"
"84","20","beam","1","25","Answer the question: who has been appointed as the election commissioner of india?","1","6","4462.4697265625"
"85","20","beam","1","25","Answer the question: what is the ultimate objective of financial management?","1","76","36331.30078125"
"86","20","beam","1","25","Answer the question: new movie of ajay devgan and sonakshi sinha?","1","72","16599.80078125"
"87","20","beam","1","25","Answer the question: who kidnapped ben in the deep end of the ocean?","1","85","14394.125"
"88","20","beam","1","25","Answer the question: university of michigan school of public health ranking?","1","90","24894.5234375"
"89","20","beam","1","25","Answer the question: what is the name of the gap between two front teeth?","1","48","10716.900390625"
"90","20","beam","1","25","Answer the question: who plays colin on young and the restless?","1","0","21474.95703125"
"91","20","beam","1","25","Answer the question: when was the last time tug-of-war was an official olympic sport?","1","49","4565.041015625"
"92","20","beam","1","25","Answer the question: who is the actress who plays baker on blue bloods?","1","95","6045.5341796875"
"93","20","beam","1","25","Answer the question: what is the function of the pericardial sac?","1","73","3693.570068359375"
"94","20","beam","1","25","Answer the question: who won the 2017 sports personality of the year?","1","30","16467.90234375"
"95","20","beam","1","25","Answer the question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","1","62","3965.5634765625"
"96","20","beam","1","25","Answer the question: what was the first capital city of australia?","1","34","21340.171875"
"97","20","beam","1","25","Answer the question: who is the young man in hawthorne's my kinsman major molineux?","1","99","6709.0302734375"
"98","20","beam","1","25","Answer the question: who is the authority or governing body of mca?","1","64","22681.037109375"
