"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","5","Answer the question: who sang theme song for license to kill?","1","60","32616.025390625"
"1","20","beam","1","5","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","4648.45068359375"
"2","20","beam","1","5","Answer the question: who wore number 7 for the green bay packers?","1","93","12815.43359375"
"3","20","beam","1","5","Answer the question: where does patience is a virtue come from?","1","74","12411.7783203125"
"4","20","beam","1","5","Answer the question: who wrote ain't living long like this?","1","38","13448.7109375"
"5","20","beam","1","5","Answer the question: who played the mom on what's eating gilbert grape?","1","25","5345.30517578125"
"6","20","beam","1","5","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","5412.50341796875"
"7","20","beam","1","5","Answer the question: who added a press room to the white house?","1","52","18275.685546875"
"8","20","beam","1","5","Answer the question: nodding your head no is an example of?","1","91","21754.2421875"
"9","20","beam","1","5","Answer the question: who sings the theme tune to mum on bbc2?","1","33","3040.5234375"
"10","20","beam","1","5","Answer the question: who played the detective in little boy blue?","1","68","28298.02734375"
"11","20","beam","1","5","Answer the question: when was the first horrid henry book written?","1","31","9758.9658203125"
"12","20","beam","1","5","Answer the question: who plays grace in the secret life of the american teenager?","1","81","6264.64794921875"
"13","20","beam","1","5","Answer the question: who has won the canada open women's doubles?","1","63","12610.6982421875"
"14","20","beam","1","5","Answer the question: where does the last name waller come from?","1","45","2734.13232421875"
"15","20","beam","1","5","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","5463.73779296875"
"16","20","beam","1","5","Answer the question: what type of reproduction do whiptail lizards use?","1","67","5490.685546875"
"17","20","beam","1","5","Answer the question: who sings i don't want to be lonely?","1","78","7906.390625"
"18","20","beam","1","5","Answer the question: who wrote song what a friend we have in jesus?","1","27","3480.310302734375"
"19","20","beam","1","5","Answer the question: who is the original singer of just when i needed you most?","1","39","2873.806396484375"
"20","20","beam","1","5","Answer the question: what allows chyme to enter the small intestine?","1","69","23159.921875"
"21","20","beam","1","5","Answer the question: where would the group bacteroids likely be found?","1","42","18835.779296875"
"22","20","beam","1","5","Answer the question: where does the last name andersen originate from?","1","66","12319.3349609375"
"23","20","beam","1","5","Answer the question: how long did the democrats control the house and senate?","1","9","6965.9033203125"
"24","20","beam","1","5","Answer the question: who sang in the movie i walk the line?","1","26","23009.205078125"
"25","20","beam","1","5","Answer the question: who is the premier of northern cape 2018?","1","59","13002.01171875"
"26","20","beam","1","5","Answer the question: who owns the biggest house in beverly hills?","1","18","12732.619140625"
"27","20","beam","1","5","Answer the question: who sings god is great beer is good?","1","89","32927.37109375"
"28","20","beam","1","5","Answer the question: what does the air gap do on a dishwasher?","1","87","4281.53662109375"
"29","20","beam","1","5","Answer the question: who is the first indian climber of mount everest?","1","97","3992.909423828125"
"30","20","beam","1","5","Answer the question: what is in a pat o brien hurricane?","1","7","17334.96484375"
"31","20","beam","1","5","Answer the question: what is the name of son of lord krishna?","1","44","4570.4990234375"
"32","20","beam","1","5","Answer the question: who played anna in once upon a time?","1","84","12572.607421875"
"33","20","beam","1","5","Answer the question: what is the average salary for a us congressman?","1","96","10950.6923828125"
"34","20","beam","1","5","Answer the question: what type of joint connects the incus with the malleus?","1","15","1234.662841796875"
"35","20","beam","1","5","Answer the question: when was the lupus foundation of america founded?","1","17","8015.50341796875"
"36","20","beam","1","5","Answer the question: what started the war between us and japan?","1","41","11319"
"37","20","beam","1","5","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","7099.392578125"
"38","20","beam","1","5","Answer the question: who played jennifer in back to the future?","1","21","10405.12109375"
"39","20","beam","1","5","Answer the question: where are the cardiac and vasomotor centers found?","1","22","4321.4716796875"
"40","20","beam","1","5","Answer the question: who was the first to say i'm going to disney world?","1","50","6328.74462890625"
"41","20","beam","1","5","Answer the question: who sings the whiskey ain't workin anymore?","1","12","12623.4287109375"
"42","20","beam","1","5","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","10963.001953125"
"43","20","beam","1","5","Answer the question: what goes on the bottom of shepherd's pie?","1","71","24927.759765625"
"44","20","beam","1","5","Answer the question: who sang the most number of songs in the world?","1","75","5459.0810546875"
"45","20","beam","1","5","Answer the question: who owns spirit of the suwannee music park?","1","57","7634.3896484375"
"46","20","beam","1","5","Answer the question: who is the singer of kal ho na ho?","1","36","6504.97216796875"
"47","20","beam","1","5","Answer the question: what episode does marnie come back in geordie shore?","1","13","7720.94189453125"
"48","20","beam","1","5","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","7156.3701171875"
"49","20","beam","1","5","Answer the question: who sings love will keep us alive by the eagles?","1","14","5313.30126953125"
"50","20","beam","1","5","Answer the question: who sings the theme song for the tv show cops?","1","70","15863.2373046875"
"51","20","beam","1","5","Answer the question: when did 10 shilling note go out of circulation?","1","2","11005.0380859375"
"52","20","beam","1","5","Answer the question: who sang the songs on walk the line?","1","47","17534.85546875"
"53","20","beam","1","5","Answer the question: who sang the song should have been a cowboy?","1","77","22908.640625"
"54","20","beam","1","5","Answer the question: who sang i ran all the way home?","1","1","10311.27734375"
"55","20","beam","1","5","Answer the question: what is the second largest country in asia?","1","16","27756.09375"
"56","20","beam","1","5","Answer the question: who sang the theme song for the man with the golden gun?","1","32","11538.8798828125"
"57","20","beam","1","5","Answer the question: where does the last name roberts come from?","1","54","8828.076171875"
"58","20","beam","1","5","Answer the question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1","83","2848.126708984375"
"59","20","beam","1","5","Answer the question: who is the captain of richmond football club?","1","51","8800.1103515625"
"60","20","beam","1","5","Answer the question: what's the difference between salisbury steak and hamburger steak?","1","80","2839.91796875"
"61","20","beam","1","5","Answer the question: where is the heart of palm on a palm tree?","1","79","4636.3857421875"
"62","20","beam","1","5","Answer the question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","1","61","1159.97509765625"
"63","20","beam","1","5","Answer the question: how old do you have to be to get a gun licence in nz?","1","46","3572.01220703125"
"64","20","beam","1","5","Answer the question: what is the meaning of gorakh dhanda in urdu?","1","65","2207.853759765625"
"65","20","beam","1","5","Answer the question: when did the song things that make you go hmmm come out?","1","29","11236.154296875"
"66","20","beam","1","5","Answer the question: cast of the have and have nots play?","1","98","7249.84814453125"
"67","20","beam","1","5","Answer the question: where does the last name orozco originate from?","1","8","10122.3662109375"
"68","20","beam","1","5","Answer the question: what is the name of india pakistan border?","1","58","6324.40673828125"
"69","20","beam","1","5","Answer the question: which british city is farthest from the sea?","1","11","2697.78173828125"
"70","20","beam","1","5","Answer the question: who played mrs warboys in one foot in the grave?","1","35","4850.94580078125"
"71","20","beam","1","5","Answer the question: who stepped out of the dithyrambic chorus to become the first actor?","1","19","3887.931884765625"
"72","20","beam","1","5","Answer the question: where was the salvation army's christmas collection kettle first introduced?","1","40","14025.1552734375"
"73","20","beam","1","5","Answer the question: sequel to a christmas story it runs in the family?","1","82","8965.0458984375"
"74","20","beam","1","5","Answer the question: where was because i could not stop for death published?","1","4","11493.21484375"
"75","20","beam","1","5","Answer the question: where does kfc get their chicken in south africa?","1","43","3942.73779296875"
"76","20","beam","1","5","Answer the question: who won the super heavyweight gold medal at the 2000 olympics?","1","88","4028.365478515625"
"77","20","beam","1","5","Answer the question: when did men's curling start in the olympics?","1","28","5801.54345703125"
"78","20","beam","1","5","Answer the question: which state is the richest state in nigeria?","1","10","15929.912109375"
"79","20","beam","1","5","Answer the question: who wrote if she knew what she wants?","1","37","10559.4580078125"
"80","20","beam","1","5","Answer the question: where was the film coming home for christmas filmed?","1","86","12432.2607421875"
"81","20","beam","1","5","Answer the question: who plays the mother of howard on big bang theory?","1","5","16555.927734375"
"82","20","beam","1","5","Answer the question: who was the dj on in living color?","1","94","29804.3359375"
"83","20","beam","1","5","Answer the question: when did the granite mountain hotshots get certified?","1","56","6887.90673828125"
"84","20","beam","1","5","Answer the question: who has been appointed as the election commissioner of india?","1","6","2571.65869140625"
"85","20","beam","1","5","Answer the question: what is the ultimate objective of financial management?","1","76","14491.048828125"
"86","20","beam","1","5","Answer the question: new movie of ajay devgan and sonakshi sinha?","1","72","7215.841796875"
"87","20","beam","1","5","Answer the question: who kidnapped ben in the deep end of the ocean?","1","85","8416.068359375"
"88","20","beam","1","5","Answer the question: university of michigan school of public health ranking?","1","90","12989.5439453125"
"89","20","beam","1","5","Answer the question: what is the name of the gap between two front teeth?","1","48","7411.107421875"
"90","20","beam","1","5","Answer the question: who plays colin on young and the restless?","1","0","7923.69921875"
"91","20","beam","1","5","Answer the question: when was the last time tug-of-war was an official olympic sport?","1","49","2969.12255859375"
"92","20","beam","1","5","Answer the question: who is the actress who plays baker on blue bloods?","1","95","6070.509765625"
"93","20","beam","1","5","Answer the question: what is the function of the pericardial sac?","1","73","3780.84326171875"
"94","20","beam","1","5","Answer the question: who won the 2017 sports personality of the year?","1","30","14440.7080078125"
"95","20","beam","1","5","Answer the question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","1","62","2213.807861328125"
"96","20","beam","1","5","Answer the question: what was the first capital city of australia?","1","34","10502.853515625"
"97","20","beam","1","5","Answer the question: who is the young man in hawthorne's my kinsman major molineux?","1","99","5617.75830078125"
"98","20","beam","1","5","Answer the question: who is the authority or governing body of mca?","1","64","18688.716796875"
"99","20","beam","1","5","Answer the question: who invented the cornell method of note taking?","1","3","9282.5439453125"
