"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","10","Answer the question: who sang theme song for license to kill?","1","60","18223.07421875"
"1","20","beam","1","10","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","6801.521484375"
"2","20","beam","1","10","Answer the question: who wore number 7 for the green bay packers?","1","93","14812.2451171875"
"3","20","beam","1","10","Answer the question: where does patience is a virtue come from?","1","74","14944.1591796875"
"4","20","beam","1","10","Answer the question: who wrote ain't living long like this?","1","38","10574.6142578125"
"5","20","beam","1","10","Answer the question: who played the mom on what's eating gilbert grape?","1","25","3607.58203125"
"6","20","beam","1","10","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","8462.2568359375"
"7","20","beam","1","10","Answer the question: who added a press room to the white house?","1","52","12375.9404296875"
"8","20","beam","1","10","Answer the question: nodding your head no is an example of?","1","91","18369.572265625"
"9","20","beam","1","10","Answer the question: who sings the theme tune to mum on bbc2?","1","33","4372.73681640625"
"10","20","beam","1","10","Answer the question: who played the detective in little boy blue?","1","68","20508.810546875"
"11","20","beam","1","10","Answer the question: when was the first horrid henry book written?","1","31","10382.224609375"
"12","20","beam","1","10","Answer the question: who plays grace in the secret life of the american teenager?","1","81","6575.232421875"
"13","20","beam","1","10","Answer the question: who has won the canada open women's doubles?","1","63","9172.125"
"14","20","beam","1","10","Answer the question: where does the last name waller come from?","1","45","3514.417236328125"
"15","20","beam","1","10","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","4964.755859375"
"16","20","beam","1","10","Answer the question: what type of reproduction do whiptail lizards use?","1","67","4358.759765625"
"17","20","beam","1","10","Answer the question: who sings i don't want to be lonely?","1","78","5639.22900390625"
"18","20","beam","1","10","Answer the question: who wrote song what a friend we have in jesus?","1","27","3788.06884765625"
"19","20","beam","1","10","Answer the question: who is the original singer of just when i needed you most?","1","39","5239.84326171875"
"20","20","beam","1","10","Answer the question: what allows chyme to enter the small intestine?","1","69","20477.970703125"
"21","20","beam","1","10","Answer the question: where would the group bacteroids likely be found?","1","42","14833.662109375"
"22","20","beam","1","10","Answer the question: where does the last name andersen originate from?","1","66","9888.45703125"
"23","20","beam","1","10","Answer the question: how long did the democrats control the house and senate?","1","9","7994.40283203125"
"24","20","beam","1","10","Answer the question: who sang in the movie i walk the line?","1","26","21929.966796875"
"25","20","beam","1","10","Answer the question: who is the premier of northern cape 2018?","1","59","13635.2470703125"
"26","20","beam","1","10","Answer the question: who owns the biggest house in beverly hills?","1","18","17278.435546875"
