"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","30","Answer the question: who sang theme song for license to kill?","1","60","20215.359375"
"1","20","beam","1","30","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","6861.36083984375"
"2","20","beam","1","30","Answer the question: who wore number 7 for the green bay packers?","1","93","22516.9609375"
"3","20","beam","1","30","Answer the question: where does patience is a virtue come from?","1","74","25935.580078125"
"4","20","beam","1","30","Answer the question: who wrote ain't living long like this?","1","38","21235.59765625"
"5","20","beam","1","30","Answer the question: who played the mom on what's eating gilbert grape?","1","25","5209.51904296875"
"6","20","beam","1","30","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","9277.5966796875"
"7","20","beam","1","30","Answer the question: who added a press room to the white house?","1","52","28391.09765625"
"8","20","beam","1","30","Answer the question: nodding your head no is an example of?","1","91","25118.14453125"
"9","20","beam","1","30","Answer the question: who sings the theme tune to mum on bbc2?","1","33","3780.637939453125"
"10","20","beam","1","30","Answer the question: who played the detective in little boy blue?","1","68","36893.30078125"
"11","20","beam","1","30","Answer the question: when was the first horrid henry book written?","1","31","13616.8330078125"
"12","20","beam","1","30","Answer the question: who plays grace in the secret life of the american teenager?","1","81","8799.7490234375"
"13","20","beam","1","30","Answer the question: who has won the canada open women's doubles?","1","63","14531.9990234375"
"14","20","beam","1","30","Answer the question: where does the last name waller come from?","1","45","3795.695556640625"
"15","20","beam","1","30","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","6500.736328125"
"16","20","beam","1","30","Answer the question: what type of reproduction do whiptail lizards use?","1","67","5123.18994140625"
"17","20","beam","1","30","Answer the question: who sings i don't want to be lonely?","1","78","4850.2333984375"
"18","20","beam","1","30","Answer the question: who wrote song what a friend we have in jesus?","1","27","3508.734130859375"
"19","20","beam","1","30","Answer the question: who is the original singer of just when i needed you most?","1","39","3920.6904296875"
"20","20","beam","1","30","Answer the question: what allows chyme to enter the small intestine?","1","69","18428.845703125"
"21","20","beam","1","30","Answer the question: where would the group bacteroids likely be found?","1","42","40875.2265625"
"22","20","beam","1","30","Answer the question: where does the last name andersen originate from?","1","66","21372.576171875"
"23","20","beam","1","30","Answer the question: how long did the democrats control the house and senate?","1","9","8838.640625"
"24","20","beam","1","30","Answer the question: who sang in the movie i walk the line?","1","26","19366.328125"
"25","20","beam","1","30","Answer the question: who is the premier of northern cape 2018?","1","59","30464.779296875"
"26","20","beam","1","30","Answer the question: who owns the biggest house in beverly hills?","1","18","12303.26171875"
"27","20","beam","1","30","Answer the question: who sings god is great beer is good?","1","89","31954.47265625"
"28","20","beam","1","30","Answer the question: what does the air gap do on a dishwasher?","1","87","4629.29931640625"
"29","20","beam","1","30","Answer the question: who is the first indian climber of mount everest?","1","97","4109.43212890625"
