"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","20","Answer the question: who sang theme song for license to kill?","1","60","23917.62109375"
"1","20","beam","1","20","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","8062.38427734375"
"2","20","beam","1","20","Answer the question: who wore number 7 for the green bay packers?","1","93","16729.611328125"
"3","20","beam","1","20","Answer the question: where does patience is a virtue come from?","1","74","13788.306640625"
"4","20","beam","1","20","Answer the question: who wrote ain't living long like this?","1","38","18260.529296875"
"5","20","beam","1","20","Answer the question: who played the mom on what's eating gilbert grape?","1","25","4702.3525390625"
"6","20","beam","1","20","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","8466.9228515625"
"7","20","beam","1","20","Answer the question: who added a press room to the white house?","1","52","22223.73046875"
"8","20","beam","1","20","Answer the question: nodding your head no is an example of?","1","91","35520.5"
"9","20","beam","1","20","Answer the question: who sings the theme tune to mum on bbc2?","1","33","2820.803466796875"
"10","20","beam","1","20","Answer the question: who played the detective in little boy blue?","1","68","15782.5068359375"
"11","20","beam","1","20","Answer the question: when was the first horrid henry book written?","1","31","14483.919921875"
"12","20","beam","1","20","Answer the question: who plays grace in the secret life of the american teenager?","1","81","7674.39208984375"
"13","20","beam","1","20","Answer the question: who has won the canada open women's doubles?","1","63","12620.3232421875"
"14","20","beam","1","20","Answer the question: where does the last name waller come from?","1","45","3496.5517578125"
"15","20","beam","1","20","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","7372.4697265625"
"16","20","beam","1","20","Answer the question: what type of reproduction do whiptail lizards use?","1","67","5688.17041015625"
"17","20","beam","1","20","Answer the question: who sings i don't want to be lonely?","1","78","4300.3154296875"
"18","20","beam","1","20","Answer the question: who wrote song what a friend we have in jesus?","1","27","3337.177734375"
"19","20","beam","1","20","Answer the question: who is the original singer of just when i needed you most?","1","39","4480.67431640625"
"20","20","beam","1","20","Answer the question: what allows chyme to enter the small intestine?","1","69","17749.013671875"
"21","20","beam","1","20","Answer the question: where would the group bacteroids likely be found?","1","42","34269.0703125"
"22","20","beam","1","20","Answer the question: where does the last name andersen originate from?","1","66","19944.96484375"
"23","20","beam","1","20","Answer the question: how long did the democrats control the house and senate?","1","9","9353.3232421875"
"24","20","beam","1","20","Answer the question: who sang in the movie i walk the line?","1","26","20782.982421875"
"25","20","beam","1","20","Answer the question: who is the premier of northern cape 2018?","1","59","28724.529296875"
"26","20","beam","1","20","Answer the question: who owns the biggest house in beverly hills?","1","18","15919.796875"
"27","20","beam","1","20","Answer the question: who sings god is great beer is good?","1","89","44416.7578125"
"28","20","beam","1","20","Answer the question: what does the air gap do on a dishwasher?","1","87","4401.7568359375"
"29","20","beam","1","20","Answer the question: who is the first indian climber of mount everest?","1","97","3061.06396484375"
"30","20","beam","1","20","Answer the question: what is in a pat o brien hurricane?","1","7","35136.078125"
"31","20","beam","1","20","Answer the question: what is the name of son of lord krishna?","1","44","3890.85107421875"
"32","20","beam","1","20","Answer the question: who played anna in once upon a time?","1","84","8530.44140625"
"33","20","beam","1","20","Answer the question: what is the average salary for a us congressman?","1","96","13055.888671875"
"34","20","beam","1","20","Answer the question: what type of joint connects the incus with the malleus?","1","15","1638.72265625"
"35","20","beam","1","20","Answer the question: when was the lupus foundation of america founded?","1","17","10821.98828125"
"36","20","beam","1","20","Answer the question: what started the war between us and japan?","1","41","18701.0546875"
"37","20","beam","1","20","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","8624.240234375"
"38","20","beam","1","20","Answer the question: who played jennifer in back to the future?","1","21","7778.4189453125"
"39","20","beam","1","20","Answer the question: where are the cardiac and vasomotor centers found?","1","22","3371.392822265625"
"40","20","beam","1","20","Answer the question: who was the first to say i'm going to disney world?","1","50","16688.38671875"
"41","20","beam","1","20","Answer the question: who sings the whiskey ain't workin anymore?","1","12","9026.8330078125"
"42","20","beam","1","20","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","12120.0859375"
"43","20","beam","1","20","Answer the question: what goes on the bottom of shepherd's pie?","1","71","28229.322265625"
"44","20","beam","1","20","Answer the question: who sang the most number of songs in the world?","1","75","7873.74169921875"
"45","20","beam","1","20","Answer the question: who owns spirit of the suwannee music park?","1","57","8254.609375"
"46","20","beam","1","20","Answer the question: who is the singer of kal ho na ho?","1","36","7098.1669921875"
"47","20","beam","1","20","Answer the question: what episode does marnie come back in geordie shore?","1","13","13292.8525390625"
"48","20","beam","1","20","Answer the question: is jaffa cakes a biscuit or a cake?","1","55","6771.76171875"
"49","20","beam","1","20","Answer the question: who sings love will keep us alive by the eagles?","1","14","4821.6533203125"
"50","20","beam","1","20","Answer the question: who sings the theme song for the tv show cops?","1","70","18798.505859375"
"51","20","beam","1","20","Answer the question: when did 10 shilling note go out of circulation?","1","2","12822.8056640625"
"52","20","beam","1","20","Answer the question: who sang the songs on walk the line?","1","47","21050.31640625"
"53","20","beam","1","20","Answer the question: who sang the song should have been a cowboy?","1","77","20425.873046875"
"54","20","beam","1","20","Answer the question: who sang i ran all the way home?","1","1","22642.48046875"
"55","20","beam","1","20","Answer the question: what is the second largest country in asia?","1","16","29510.923828125"
"56","20","beam","1","20","Answer the question: who sang the theme song for the man with the golden gun?","1","32","18597.2421875"
"57","20","beam","1","20","Answer the question: where does the last name roberts come from?","1","54","12001.8330078125"
"58","20","beam","1","20","Answer the question: what type of plate boundary is associated with iceland and its volcanic eruptions?","1","83","3780.857666015625"
"59","20","beam","1","20","Answer the question: who is the captain of richmond football club?","1","51","11232.404296875"
"60","20","beam","1","20","Answer the question: what's the difference between salisbury steak and hamburger steak?","1","80","4780.359375"
"61","20","beam","1","20","Answer the question: where is the heart of palm on a palm tree?","1","79","8934.0126953125"
"62","20","beam","1","20","Answer the question: who won the 10m air pistol gold medal at commonwealth shooting championship in brisbane australia?","1","61","2358.42431640625"
"63","20","beam","1","20","Answer the question: how old do you have to be to get a gun licence in nz?","1","46","6203.50732421875"
"64","20","beam","1","20","Answer the question: what is the meaning of gorakh dhanda in urdu?","1","65","2774.65380859375"
"65","20","beam","1","20","Answer the question: when did the song things that make you go hmmm come out?","1","29","9395.072265625"
"66","20","beam","1","20","Answer the question: cast of the have and have nots play?","1","98","8268.07421875"
"67","20","beam","1","20","Answer the question: where does the last name orozco originate from?","1","8","12275.8251953125"
"68","20","beam","1","20","Answer the question: what is the name of india pakistan border?","1","58","9598.984375"
"69","20","beam","1","20","Answer the question: which british city is farthest from the sea?","1","11","4536.4365234375"
"70","20","beam","1","20","Answer the question: who played mrs warboys in one foot in the grave?","1","35","2942.843505859375"
"71","20","beam","1","20","Answer the question: who stepped out of the dithyrambic chorus to become the first actor?","1","19","5483.181640625"
"72","20","beam","1","20","Answer the question: where was the salvation army's christmas collection kettle first introduced?","1","40","15519.828125"
"73","20","beam","1","20","Answer the question: sequel to a christmas story it runs in the family?","1","82","9646.962890625"
"74","20","beam","1","20","Answer the question: where was because i could not stop for death published?","1","4","11302.4970703125"
"75","20","beam","1","20","Answer the question: where does kfc get their chicken in south africa?","1","43","6996.53564453125"
"76","20","beam","1","20","Answer the question: who won the super heavyweight gold medal at the 2000 olympics?","1","88","3910.951171875"
"77","20","beam","1","20","Answer the question: when did men's curling start in the olympics?","1","28","11536.5361328125"
"78","20","beam","1","20","Answer the question: which state is the richest state in nigeria?","1","10","40160.27734375"
"79","20","beam","1","20","Answer the question: who wrote if she knew what she wants?","1","37","9829.205078125"
"80","20","beam","1","20","Answer the question: where was the film coming home for christmas filmed?","1","86","17655.537109375"
"81","20","beam","1","20","Answer the question: who plays the mother of howard on big bang theory?","1","5","6097.09423828125"
"82","20","beam","1","20","Answer the question: who was the dj on in living color?","1","94","34789.8125"
"83","20","beam","1","20","Answer the question: when did the granite mountain hotshots get certified?","1","56","18608.4375"
"84","20","beam","1","20","Answer the question: who has been appointed as the election commissioner of india?","1","6","4571.61083984375"
"85","20","beam","1","20","Answer the question: what is the ultimate objective of financial management?","1","76","45450.6484375"
"86","20","beam","1","20","Answer the question: new movie of ajay devgan and sonakshi sinha?","1","72","16645.375"
"87","20","beam","1","20","Answer the question: who kidnapped ben in the deep end of the ocean?","1","85","13164.26171875"
"88","20","beam","1","20","Answer the question: university of michigan school of public health ranking?","1","90","24604.095703125"
"89","20","beam","1","20","Answer the question: what is the name of the gap between two front teeth?","1","48","9044.6796875"
"90","20","beam","1","20","Answer the question: who plays colin on young and the restless?","1","0","22703.912109375"
"91","20","beam","1","20","Answer the question: when was the last time tug-of-war was an official olympic sport?","1","49","4130.79931640625"
"92","20","beam","1","20","Answer the question: who is the actress who plays baker on blue bloods?","1","95","5618.7548828125"
"93","20","beam","1","20","Answer the question: what is the function of the pericardial sac?","1","73","3664.65185546875"
"94","20","beam","1","20","Answer the question: who won the 2017 sports personality of the year?","1","30","15062.5458984375"
"95","20","beam","1","20","Answer the question: when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal?","1","62","3964.48974609375"
"96","20","beam","1","20","Answer the question: what was the first capital city of australia?","1","34","18505.580078125"
"97","20","beam","1","20","Answer the question: who is the young man in hawthorne's my kinsman major molineux?","1","99","7359.29833984375"
"98","20","beam","1","20","Answer the question: who is the authority or governing body of mca?","1","64","24348.197265625"
"99","20","beam","1","20","Answer the question: who invented the cornell method of note taking?","1","3","9328.53125"
