"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","perplexity"
"0","20","beam","1","1","Answer the question: who sang theme song for license to kill?","1","60","53429.68359375"
"1","20","beam","1","1","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","1","23","3182.772216796875"
"2","20","beam","1","1","Answer the question: who wore number 7 for the green bay packers?","1","93","8921.3525390625"
"3","20","beam","1","1","Answer the question: where does patience is a virtue come from?","1","74","11572.5361328125"
"4","20","beam","1","1","Answer the question: who wrote ain't living long like this?","1","38","42216.203125"
"5","20","beam","1","1","Answer the question: who played the mom on what's eating gilbert grape?","1","25","10047.5302734375"
"6","20","beam","1","1","Answer the question: where do secondary xylem and phloem cells arise from?","1","92","5213.162109375"
"7","20","beam","1","1","Answer the question: who added a press room to the white house?","1","52","24372.775390625"
"8","20","beam","1","1","Answer the question: nodding your head no is an example of?","1","91","14880.177734375"
"9","20","beam","1","1","Answer the question: who sings the theme tune to mum on bbc2?","1","33","4396.4375"
"10","20","beam","1","1","Answer the question: who played the detective in little boy blue?","1","68","52787.01953125"
"11","20","beam","1","1","Answer the question: when was the first horrid henry book written?","1","31","32865.25390625"
"12","20","beam","1","1","Answer the question: who plays grace in the secret life of the american teenager?","1","81","13761.9931640625"
"13","20","beam","1","1","Answer the question: who has won the canada open women's doubles?","1","63","12294.8525390625"
"14","20","beam","1","1","Answer the question: where does the last name waller come from?","1","45","4227.16162109375"
"15","20","beam","1","1","Answer the question: who wrote how do you do it by gerry and the pacemakers?","1","53","2769.064453125"
"16","20","beam","1","1","Answer the question: what type of reproduction do whiptail lizards use?","1","67","17153.279296875"
"17","20","beam","1","1","Answer the question: who sings i don't want to be lonely?","1","78","11008.775390625"
"18","20","beam","1","1","Answer the question: who wrote song what a friend we have in jesus?","1","27","3007.801025390625"
"19","20","beam","1","1","Answer the question: who is the original singer of just when i needed you most?","1","39","18303.5234375"
"20","20","beam","1","1","Answer the question: what allows chyme to enter the small intestine?","1","69","16051.744140625"
"21","20","beam","1","1","Answer the question: where would the group bacteroids likely be found?","1","42","35879.78515625"
"22","20","beam","1","1","Answer the question: where does the last name andersen originate from?","1","66","26407.974609375"
"23","20","beam","1","1","Answer the question: how long did the democrats control the house and senate?","1","9","6221.607421875"
"24","20","beam","1","1","Answer the question: who sang in the movie i walk the line?","1","26","38153.859375"
"25","20","beam","1","1","Answer the question: who is the premier of northern cape 2018?","1","59","30012.552734375"
"26","20","beam","1","1","Answer the question: who owns the biggest house in beverly hills?","1","18","11929.9970703125"
"27","20","beam","1","1","Answer the question: who sings god is great beer is good?","1","89","38946.9921875"
"28","20","beam","1","1","Answer the question: what does the air gap do on a dishwasher?","1","87","5867.52880859375"
"29","20","beam","1","1","Answer the question: who is the first indian climber of mount everest?","1","97","3593.40771484375"
"30","20","beam","1","1","Answer the question: what is in a pat o brien hurricane?","1","7","26453.875"
"31","20","beam","1","1","Answer the question: what is the name of son of lord krishna?","1","44","4924.72021484375"
"32","20","beam","1","1","Answer the question: who played anna in once upon a time?","1","84","16074.8603515625"
"33","20","beam","1","1","Answer the question: what is the average salary for a us congressman?","1","96","5748.63818359375"
"34","20","beam","1","1","Answer the question: what type of joint connects the incus with the malleus?","1","15","859.4788208007812"
"35","20","beam","1","1","Answer the question: when was the lupus foundation of america founded?","1","17","7499.68994140625"
"36","20","beam","1","1","Answer the question: what started the war between us and japan?","1","41","20903.958984375"
"37","20","beam","1","1","Answer the question: who sang i put a spell on you in hocus pocus?","1","24","5576.103515625"
"38","20","beam","1","1","Answer the question: who played jennifer in back to the future?","1","21","8425.1826171875"
"39","20","beam","1","1","Answer the question: where are the cardiac and vasomotor centers found?","1","22","5585.0869140625"
"40","20","beam","1","1","Answer the question: who was the first to say i'm going to disney world?","1","50","3731.435791015625"
"41","20","beam","1","1","Answer the question: who sings the whiskey ain't workin anymore?","1","12","13210.76953125"
"42","20","beam","1","1","Answer the question: this inventor co-created the film fred ott’s sneeze?","1","20","18937.70703125"
"43","20","beam","1","1","Answer the question: what goes on the bottom of shepherd's pie?","1","71","24110.083984375"
"44","20","beam","1","1","Answer the question: who sang the most number of songs in the world?","1","75","4816.0419921875"
