"id","max_length","generation_method","n_retrieval_docs","top_k","userprompt","n_tokens","doc_indices","predicted","gold","logits","bleu","rouge","correct"
"0","20","beam","1","30","Answer the question: who sang theme song for license to kill?","20","60","
Licence to Kill is a 1989 James Bond film starring Timothy Dalton as the fictional MI6","Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight,Gladys Knight","13.884966850280762,10.878036499023438,13.775437355041504,25.77117919921875,49.933074951171875,44.95532989501953,26.330223083496094,37.78718566894531,35.18571853637695,30.8055362701416,49.6076774597168,30.623382568359375,41.491477966308594,20.876392364501953,21.998123168945312,43.56020736694336,32.82090759277344,26.364089965820312,30.181583404541016,34.41897964477539","0","0","0"
"1","20","beam","1","30","Answer the question: a concave mirror can form a real image which is a copy of an object that forms?","22","23","A real image is an image that is formed by a lens or a mirror and is located at","inverted","37.441246032714844,13.361379623413086,43.82722473144531,39.41699981689453,48.377742767333984,46.5035285949707,31.290769577026367,45.179229736328125,48.70180130004883,40.102210998535156,33.27203369140625,32.957462310791016,30.65934944152832,43.434425354003906,42.32749938964844,34.864341735839844,40.715728759765625,33.836708068847656,31.302974700927734,29.884883880615234","0","0","0"
"2","20","beam","1","30","Answer the question: who wore number 7 for the green bay packers?","20","93","The Green Bay Packers are one of the oldest professional football teams in the United States. The team","Don Majkowski,Don Majkowski,Quarterback Don Majkowski,Quarterback Don Majkowski,Don Majkowski","18.79431915283203,15.750432014465332,51.913185119628906,56.860565185546875,53.03287887573242,37.07475662231445,40.95304870605469,47.393409729003906,47.949302673339844,40.52423858642578,35.142765045166016,39.365028381347656,51.71255111694336,50.48628234863281,45.51215744018555,51.80960464477539,60.764122009277344,49.04197311401367,38.021480560302734,51.121150970458984","0","0","0"
"3","20","beam","1","30","Answer the question: where does patience is a virtue come from?","20","74","| | | | | | | | | | | | | | | | | | |","`` Psychomachia , ''","27.938032150268555,23.33649444580078,17.14205551147461,24.105297088623047,24.238862991333008,23.843639373779297,22.79151153564453,26.840761184692383,26.161767959594727,25.488086700439453,27.450515747070312,31.810081481933594,36.431190490722656,38.882423400878906,44.01597595214844,46.54895782470703,46.08643341064453,47.197731018066406,46.49745178222656,46.50663375854492","0","0","0"
"4","20","beam","1","30","Answer the question: who wrote ain't living long like this?","20","38","Rodney Crowell
1978 studio album by Rodney Crowell
Ain't Living Long","Rodney Crowell","20.41257667541504,15.77658748626709,39.59577178955078,35.091636657714844,27.49688720703125,16.859310150146484,19.811017990112305,23.059852600097656,36.77131271362305,34.94521713256836,48.288299560546875,38.15254592895508,41.82253646850586,28.44951057434082,25.684642791748047,19.695133209228516,23.770374298095703,37.50259780883789,54.467437744140625,47.290924072265625","0.05190794196013298","0.2857142857142857","0"
"5","20","beam","1","30","Answer the question: who played the mom on what's eating gilbert grape?","20","25"," on. The Hollywood Reporter. Retrieved 2017-03-26. ^ a b c ""","Darlene Cates,Darlene Cates,Darlene Cates","16.42173957824707,14.285033226013184,22.9451904296875,26.499845504760742,41.11909103393555,36.19127655029297,24.87839126586914,23.072607040405273,25.025827407836914,22.3602294921875,17.957191467285156,50.552921295166016,27.355363845825195,37.40803909301758,31.628297805786133,23.451417922973633,28.389572143554688,26.118099212646484,33.96004104614258,23.766386032104492","0","0","0"
"6","20","beam","1","30","Answer the question: where do secondary xylem and phloem cells arise from?","20","92","The vascular cambium is a layer of cells in the stem and roots of trees and other vascular","The vascular cambium,the vascular cambium,the vascular cambium,the vascular cambium","31.592838287353516,16.07560920715332,37.03942108154297,34.0625114440918,28.917747497558594,33.63631820678711,34.699058532714844,19.946409225463867,40.819557189941406,16.913022994995117,32.928077697753906,20.580862045288086,20.657835006713867,30.278722763061523,20.11166000366211,40.050575256347656,22.441871643066406,43.32378387451172,19.444520950317383,21.906953811645508","0.07490792309814948","0.2857142857142857","0"
"7","20","beam","1","30","Answer the question: who added a press room to the white house?","20","52","The James S.","President Richard Nixon,President Richard Nixon,Richard Nixon,Richard Nixon,President Richard Nixon","20.417083740234375,14.389570236206055,51.244136810302734,59.4383430480957,49.53058624267578","0","0","0"
"8","20","beam","1","30","Answer the question: nodding your head no is an example of?","20","91","
A: nonverbal communication

A gesture of nodding the head is often used to","a gesture","28.609386444091797,19.31612205505371,24.84186553955078,41.97296142578125,34.56975173950195,34.400760650634766,27.47002410888672,45.896034240722656,45.5859489440918,31.869718551635742,24.32140350341797,36.33573532104492,38.72240447998047,47.65114974975586,30.691452026367188,44.9644660949707,33.92383575439453,47.45087814331055,46.19709014892578,48.5596809387207","0.018724372764461875","0.2666666666666667","0"
"9","20","beam","1","30","Answer the question: who sings the theme tune to mum on bbc2?","20","33"," The Guardian Mum ( TV series ) | The Guardian Mum ( TV series ) | The Guardian Mum","Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades,Lulu and the Lampshades","15.566317558288574,16.085844039916992,29.826391220092773,21.33867645263672,24.754310607910156,28.21475601196289,32.3265495300293,25.783485412597656,20.62758445739746,26.468505859375,44.793357849121094,30.204547882080078,29.854232788085938,33.14799118041992,30.596410751342773,36.149681091308594,25.800682067871094,28.76409912109375,45.986507415771484,41.432594299316406","0","0.11764705882352941","0"
