"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","240","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why did Ronnie and Mom go to the Davis house after being kicked out? 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","2033","240_14,240_33,240_21,240_13,240_19,240_38,240_49,240_32,240_12,240_28,240_9,240_46,240_18,240_20,240_27,240_45,240_50,240_22,240_48,240_34,240_11,240_29,240_1,240_15,240_31","0.2215501070022583,0.25078582763671875,0.25667786598205566,0.26149845123291016,0.26458197832107544,0.2701139450073242,0.27063965797424316,0.27424919605255127,0.27452749013900757,0.27454936504364014,0.2787463665008545,0.28214120864868164,0.28350764513015747,0.2838875651359558,0.28463584184646606,0.2868397831916809,0.29115068912506104,0.2960074543952942,0.29727768898010254,0.2973945140838623,0.30050408840179443,0.30056387186050415,0.3012748956680298,0.30405014753341675,0.30488044023513794"," ago.","2","46.81760787963867,55.09634780883789,56.79576110839844","0","0","0"
"rag","93","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author’s thesis? 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","2033","93_9,93_22,93_7,93_24,93_19,93_27,93_14,93_11,93_2,93_15,93_31,93_4,93_30,93_32,93_5,93_20,93_25,93_23,93_6,93_13,93_8,93_28,93_21,93_17,93_10","0.1638767123222351,0.1712174415588379,0.18183398246765137,0.1819489598274231,0.18325138092041016,0.19766920804977417,0.20073091983795166,0.2066730260848999,0.20777511596679688,0.20951354503631592,0.2108815312385559,0.21115326881408691,0.21180641651153564,0.22011041641235352,0.2234886884689331,0.22666126489639282,0.22673249244689941,0.2277594804763794,0.22790956497192383,0.22793996334075928,0.23077374696731567,0.23541468381881714,0.23587912321090698,0.2508331537246704,0.2564203143119812"," rewarded.","1","27.74935531616211,43.747039794921875,59.85060501098633","0","0","0"
"rag","296","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author credit the recent dramatic change in politics to?  1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","1917","296_12,296_19,296_42,296_1,296_26,296_14,296_32,296_36,296_5,296_29,296_30,296_39,296_47,296_40,296_2,296_28,296_22,296_4,296_41,296_31,296_45,296_17,296_3,296_7,296_25","0.19000524282455444,0.19802600145339966,0.20202475786209106,0.21001660823822021,0.2113327980041504,0.21250885725021362,0.21724176406860352,0.21734464168548584,0.21744847297668457,0.22031772136688232,0.22281336784362793,0.22395610809326172,0.22969740629196167,0.2316373586654663,0.2317749261856079,0.23235559463500977,0.23730885982513428,0.23880535364151,0.2412661910057068,0.24210107326507568,0.2452237606048584,0.24626421928405762,0.2479708194732666,0.248907208442688,0.24919134378433228","The author credits the recent dramatic change in politics to the internet as a","1","15.002691268920898,19.291072845458984,54.444725036621094,59.518157958984375,56.51092529296875,53.850521087646484,46.23211669921875,44.24581527709961,60.169490814208984,50.75161361694336,55.045509338378906,46.60896301269531,54.08767318725586,57.06881332397461,53.44043731689453","0","0","0"
"rag","155","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author's overall feeling towards modern dentistry as a whole in this passage? 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","2033","155_32,155_10,155_30,155_22,155_21,155_16,155_24,155_18,155_13,155_27,155_19,155_15,155_34,155_9,155_31,155_2,155_5,155_12,155_23,155_29,155_28,155_11,155_26,155_6,155_14","0.1526026725769043,0.1916128396987915,0.19546222686767578,0.21087956428527832,0.2160876989364624,0.2195817232131958,0.22253090143203735,0.22540587186813354,0.225824773311615,0.229975163936615,0.23570019006729126,0.2429952621459961,0.24610161781311035,0.24625849723815918,0.24865132570266724,0.2641860842704773,0.26740550994873047,0.2675374746322632,0.26837122440338135,0.2732830047607422,0.2741807699203491,0.2747688889503479,0.2776896357536316,0.27915626764297485,0.2929142117500305"," dentistry? A) Positive B) Neutral C) Negative D","4","60.48346710205078,59.281494140625,35.066070556640625,49.8050537109375,37.05717849731445,34.810787200927734,40.78420639038086,43.82680892944336,32.14106369018555,47.5530891418457,28.148923873901367,50.30648422241211,39.406864166259766,45.695072174072266,44.38045120239258","0","0","0"
"rag","102","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What level of depth does the author provide on the subjects they use to make their case? 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","1972","102_4,102_27,102_23,102_15,102_2,102_19,102_10,102_18,102_6,102_31,102_34,102_7,102_32,102_16,102_33,102_9,102_26,102_5,102_14,102_20,102_11,102_13,102_21,102_25,102_17","0.26716554164886475,0.2903504967689514,0.29287463426589966,0.303510844707489,0.3053032159805298,0.3083953261375427,0.30902302265167236,0.31687939167022705,0.32307255268096924,0.32549095153808594,0.32928037643432617,0.330966055393219,0.3313484191894531,0.3324891924858093,0.33842921257019043,0.33931922912597656,0.34177166223526,0.34319740533828735,0.34911131858825684,0.3524807095527649,0.35437434911727905,0.3545297384262085,0.3585388660430908,0.3587150573730469,0.362312376499176","4) They provide the reader with deeper arguments about the monetary system and","2","14.143708229064941,15.724114418029785,34.59526824951172,48.96567153930664,58.20680236816406,58.6695442199707,62.70343780517578,57.50593185424805,52.061336517333984,47.36992263793945,55.267234802246094,49.972679138183594,36.657127380371094,43.22816467285156,52.942745208740234","0","0","0"
"rag","209","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why was a Dr. able to examine Parks without being suspicious? 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","2033","209_23,209_20,209_21,209_34,209_30,209_18,209_13,209_12,209_14,209_15,209_29,209_16,209_2,209_19,209_3,209_17,209_26,209_10,209_9,209_28,209_36,209_11,209_7,209_8,209_1","0.22046113014221191,0.23295772075653076,0.2501770257949829,0.2555451989173889,0.2636348009109497,0.26827871799468994,0.2692808508872986,0.27528804540634155,0.2756531238555908,0.2781490087509155,0.29109859466552734,0.29465728998184204,0.29668325185775757,0.29890966415405273,0.2995925545692444,0.3045734763145447,0.3082839846611023,0.312531054019928,0.31331562995910645,0.3155973553657532,0.3231496214866638,0.3235921859741211,0.32488423585891724,0.3249009847640991,0.3293710947036743","'t know.","3","50.94223403930664,36.08347702026367,54.06081008911133,50.83970260620117","0","0","0"
"rag","135","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What role does technology play in Tannen’s views? 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","2029","135_17,135_27,135_5,135_11,135_25,135_34,135_3,135_18,135_2,135_31,135_20,135_19,135_7,135_24,135_32,135_28,135_33,135_26,135_6,135_15,135_35,135_22,135_29,135_13,135_9","0.15336966514587402,0.18197107315063477,0.18284118175506592,0.1843673586845398,0.1854093074798584,0.2017722725868225,0.2090352177619934,0.20960283279418945,0.20979952812194824,0.21133553981781006,0.2188044786453247,0.21954327821731567,0.22018826007843018,0.22208255529403687,0.23056292533874512,0.23084503412246704,0.23177874088287354,0.23362582921981812,0.23727214336395264,0.24089926481246948,0.24396711587905884,0.26186317205429077,0.26451653242111206,0.2768391966819763,0.28003329038619995","1) Tannen argues that technology has made it easier to spread","3","16.389663696289062,14.888704299926758,44.797847747802734,48.61613464355469,36.650146484375,46.395111083984375,55.17578887939453,47.14695739746094,48.4622802734375,55.9404411315918,49.83388900756836,48.120216369628906,60.55005645751953,59.06187057495117,54.611122131347656","0","0","0"
"rag","272","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author think that social media has the power to amplify? 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","2033","272_12,272_2,272_13,272_3,272_18,272_1,272_14,272_35,272_5,272_11,272_28,272_32,272_17,272_10,272_21,272_20,272_27,272_30,272_31,272_29,272_4,272_15,272_33,272_24,272_9","0.18449783325195312,0.19613796472549438,0.20333874225616455,0.2098989486694336,0.22544819116592407,0.22545146942138672,0.2260420322418213,0.22738325595855713,0.22761166095733643,0.23277854919433594,0.23380088806152344,0.23431426286697388,0.23582130670547485,0.2363121509552002,0.24064922332763672,0.24442505836486816,0.24532932043075562,0.2515290379524231,0.25262904167175293,0.2549160122871399,0.25495392084121704,0.25707298517227173,0.26274049282073975,0.26520097255706787,0.2653082013130188"," culture is a necessary condition for a healthy democracy.","1","32.59370803833008,50.66250228881836,48.17872619628906,46.95780563354492,40.811248779296875,48.069339752197266,57.963829040527344,46.52739715576172,46.36357116699219,46.45313262939453,57.711952209472656","0","0","0"
"rag","125","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author suggest are some traits Said possesses? 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","2033","125_35,125_29,125_12,125_23,125_30,125_31,125_10,125_28,125_8,125_25,125_2,125_33,125_24,125_27,125_3,125_34,125_22,125_11,125_21,125_4,125_7,125_17,125_26,125_14,125_16","0.2702662944793701,0.2765353322029114,0.27732348442077637,0.2956799864768982,0.30260998010635376,0.3055605888366699,0.30572962760925293,0.3095225691795349,0.3127171993255615,0.31489449739456177,0.31669342517852783,0.32762306928634644,0.32782506942749023,0.3320199251174927,0.33321821689605713,0.33544105291366577,0.3475598096847534,0.3478647470474243,0.37074971199035645,0.37510746717453003,0.3812680244445801,0.3836839199066162,0.3947014808654785,0.39975178241729736,0.4011800289154053",""" in 1968, and has been a vocal critic of the Israeli occupation","1","18.603567123413086,53.7713623046875,31.81942367553711,17.647539138793945,63.401145935058594,47.675846099853516,42.23344421386719,47.928897857666016,43.558799743652344,47.99816131591797,54.0699348449707,53.337440490722656,28.23119354248047,23.784626007080078,26.829811096191406","0","0","0"
"rag","325","15","1","25","beam","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is a message of this article? 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","2033","325_16,325_17,325_38,325_20,325_19,325_32,325_22,325_34,325_4,325_12,325_36,325_27,325_30,325_29,325_25,325_13,325_26,325_14,325_33,325_2,325_24,325_35,325_7,325_28,325_8","0.18797141313552856,0.2186170220375061,0.2196161150932312,0.2430049180984497,0.24452155828475952,0.251092791557312,0.2520633339881897,0.256239116191864,0.2593877911567688,0.26043450832366943,0.2605254650115967,0.270529568195343,0.27718061208724976,0.2797238230705261,0.2821275591850281,0.2835623025894165,0.2837620973587036,0.2843383550643921,0.29192525148391724,0.29515373706817627,0.2985635995864868,0.3015732765197754,0.3034616708755493,0.30457252264022827,0.30891042947769165"," reality was more like a rollercoaster ride through a series of ups","1","41.06671905517578,45.02083969116211,52.15033721923828,51.72316360473633,47.25030517578125,44.8985481262207,44.69061279296875,58.30756759643555,37.846435546875,43.72555160522461,49.65721130371094,43.655609130859375,36.09998321533203,25.73567008972168,46.67340087890625","0","0","0"
