"experiment","id","max_length","n_retrieval_docs","top_k","generation_method","embedding_id","userprompt","n_tokens","docs_ids","similarities","predicted","gold","logits","bleu","rouge","correct"
"rag","240","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why did Ronnie and Mom go to the Davis house after being kicked out? 1) They needed to hide from the authorities 2) They new that they would be able to read at the Davis house 3) Mr. Davis had offered Ronnie a place to stay whenever 4) Mr. Davis and his son had been evicted and the house was empty. Answer: ","2033","235_14,240_14,235_33,240_33,235_21,240_21,235_13,240_13,235_19,240_19,82_7,235_38,240_38,235_49,240_49,235_32,240_32,235_12,240_12,235_28,240_28,82_33,235_9,240_9,240_46","0.2215501070022583,0.2215501070022583,0.25078582763671875,0.25078582763671875,0.25667786598205566,0.25667786598205566,0.26149845123291016,0.26149845123291016,0.26458197832107544,0.26458197832107544,0.2672107219696045,0.2701139450073242,0.2701139450073242,0.27063965797424316,0.27063965797424316,0.27424919605255127,0.27424919605255127,0.27452749013900757,0.27452749013900757,0.27454936504364014,0.27454936504364014,0.2764173746109009,0.2787463665008545,0.2787463665008545,0.28214120864868164","—really reading a
","2","56.03391647338867,56.83564376831055,38.42534255981445,56.02013397216797,57.78666687011719,55.76155471801758,46.16427993774414,21.302751541137695","0","0","0"
"rag","93","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author’s thesis? 1) That even Keynesian economists are misinterpreting some of the intentions of Keynes’ original theories 2) There are so many unknowns in Keynes’ theories that it has come time to develop a new set of economic theories separate from his 3) Keynesian economists are more united than divided 4) It’s not possible to know what Keynes’ true intentions were. Answer: ","2033","93_9,93_22,93_7,93_24,93_19,82_37,82_48,93_27,93_14,93_11,93_2,93_15,93_31,93_4,93_30,82_3,235_21,240_21,93_32,235_22,240_22,82_29,93_5,93_20,93_25","0.1638767123222351,0.1712174415588379,0.18183398246765137,0.1819489598274231,0.18325138092041016,0.18971043825149536,0.19612973928451538,0.19766920804977417,0.20073091983795166,0.2066730260848999,0.20777511596679688,0.20951354503631592,0.2108815312385559,0.21115326881408691,0.21180641651153564,0.2162691354751587,0.219818115234375,0.219818115234375,0.22011041641235352,0.2217545509338379,0.2217545509338379,0.22341972589492798,0.2234886884689331,0.22666126489639282,0.22673249244689941"," Fed's policy statements. The Fed's policy is based on the belief","1","40.81197738647461,39.79826354980469,45.23176574707031,39.370670318603516,44.63096618652344,59.026485443115234,47.79976272583008,48.31853485107422,49.47582244873047,41.85743713378906,38.61765670776367,43.31560516357422,59.39860153198242,38.4782829284668,38.46638488769531","0","0","0"
"rag","296","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author credit the recent dramatic change in politics to?  1) The internet as a political tool 2) Geopolitical tension 3) Government dysfunction 4) The Democratic Party. Answer: ","2033","296_12,296_19,296_42,296_1,296_26,296_14,296_32,296_36,296_5,93_19,296_29,296_30,296_39,296_47,296_40,296_2,296_28,296_22,296_4,296_41,296_31,93_22,296_45,296_17,240_21","0.19000524282455444,0.19802600145339966,0.20202475786209106,0.21001660823822021,0.2113327980041504,0.21250885725021362,0.21724176406860352,0.21734464168548584,0.21744847297668457,0.22019028663635254,0.22031772136688232,0.22281336784362793,0.22395610809326172,0.22969740629196167,0.2316373586654663,0.2317749261856079,0.23235559463500977,0.23730885982513428,0.23880535364151,0.2412661910057068,0.24210107326507568,0.24302339553833008,0.2452237606048584,0.24626421928405762,0.2473791241645813"," 1) The internet as a political tool.

The internet has","1","51.807762145996094,51.37948226928711,54.30793762207031,52.633262634277344,57.05859375,56.363243103027344,58.67100143432617,51.69546890258789,53.51985168457031,51.21249008178711,49.701026916503906,22.69075584411621,14.779974937438965,54.42170715332031,53.50347137451172","0","0.18181818181818182","0"
"rag","155","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is the author's overall feeling towards modern dentistry as a whole in this passage? 1) Apathetic; the author reports the developments in the dental industry in an unbiased manor 2) Negative; the author believes that all of the advancements of modern dentistry are an unnecessary scam  3) Positive; the author implies that modern dentistry has only improved the dental hygiene of the public 4) Mixed; the author acknowledges both positives and negative aspects of modern dentistry. Answer: ","2033","155_32,155_10,155_30,93_21,93_19,93_22,93_2,93_24,155_22,155_21,93_28,93_30,93_27,155_16,155_24,155_18,155_13,93_23,155_27,93_9,296_41,296_39,155_19,93_14,93_20","0.1526026725769043,0.1916128396987915,0.19546222686767578,0.197914719581604,0.19803470373153687,0.20114612579345703,0.20922160148620605,0.21008813381195068,0.21087956428527832,0.2160876989364624,0.21661174297332764,0.2167627215385437,0.21893614530563354,0.2195817232131958,0.22253090143203735,0.22540587186813354,0.225824773311615,0.2270268201828003,0.229975163936615,0.2308841347694397,0.23186028003692627,0.23399436473846436,0.23570019006729126,0.24238038063049316,0.24273014068603516"," in the audience snorted and said, ""That's a nice theory","4","46.38715744018555,48.33000564575195,44.15837478637695,41.30492401123047,49.96946334838867,32.5899772644043,43.82499313354492,51.40902328491211,46.99159622192383,49.83323287963867,35.101158142089844,37.274391174316406,27.996400833129883,20.70135498046875,28.50824546813965","0","0","0"
"rag","102","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What level of depth does the author provide on the subjects they use to make their case? 1) Language is really the only thing covered in any depth 2) A broad, but not very deep assessment 3) They provide the reader with deeper arguments about the monetary system and striking tendencies than anything else 4) They provide deep, explanatory statistics to most arguments. Answer: ","2033","155_18,235_21,240_21,93_2,93_19,155_21,235_22,240_22,93_9,93_22,93_25,93_27,93_24,93_14,155_13,93_15,93_5,235_20,240_20,93_7,93_6,93_17,155_22,235_47,240_47","0.2240971326828003,0.22476494312286377,0.22476494312286377,0.22587215900421143,0.2326609492301941,0.2341097593307495,0.23427724838256836,0.23427724838256836,0.23643219470977783,0.2368602752685547,0.24227529764175415,0.24636977910995483,0.24716365337371826,0.24800395965576172,0.2517653703689575,0.25402772426605225,0.25635039806365967,0.2597992420196533,0.2597992420196533,0.2631095051765442,0.26623308658599854,0.2688726782798767,0.2710815668106079,0.2742270231246948,0.2742270231246948"," can
 help you understand them. But sometimes you want to know how","2","48.489681243896484,45.13555145263672,50.72563552856445,46.59663009643555,50.75007629394531,53.476234436035156,53.11589431762695,59.236167907714844,46.751564025878906,47.23938751220703,53.50857162475586,63.370574951171875,54.01503372192383,57.37674331665039,53.12550735473633","0","0","0"
"rag","209","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: Why was a Dr. able to examine Parks without being suspicious? 1) The Dr. was not trained very well 2) Parks used a special technique to confuse and manipulate the Dr. 3) The anatomy of the beings on Parks' planet was almost identical to humans 4) Parks had too strong of a disguise. Answer: ","2033","209_23,209_20,209_21,235_21,209_34,209_30,155_13,209_18,209_13,93_9,155_18,209_12,209_14,209_15,209_29,235_22,93_19,209_16,209_2,235_18,209_19,209_3,155_34,235_25,209_17","0.22046113014221191,0.23295772075653076,0.2501770257949829,0.2533089518547058,0.2555451989173889,0.2636348009109497,0.2674564719200134,0.26827871799468994,0.2692808508872986,0.27393925189971924,0.27403146028518677,0.27528804540634155,0.2756531238555908,0.2781490087509155,0.29109859466552734,0.29241126775741577,0.2938358783721924,0.29465728998184204,0.29668325185775757,0.29749995470046997,0.29890966415405273,0.2995925545692444,0.3027799129486084,0.3030450940132141,0.3045734763145447"," the classifieds?""","3","36.950504302978516,34.660240173339844,33.242103576660156,47.09360885620117,58.738624572753906,49.67451477050781,28.84286117553711","0","0","0"
"rag","135","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What role does technology play in Tannen’s views? 1) It allows the facts to surface and be shared 2) It allows the public to communicate clearly and carefully with each other 3) It can spread misinformation, and enable ready critiquing of each other 4) It supports the first amendment of which there is no criticism. Answer: ","2033","135_17,135_27,135_5,135_11,135_25,135_34,93_19,235_22,235_21,135_3,135_18,135_2,135_31,135_20,135_19,135_7,135_24,93_24,135_32,135_28,135_33,135_26,155_21,135_6,135_15","0.15336966514587402,0.18197107315063477,0.18284118175506592,0.1843673586845398,0.1854093074798584,0.2017722725868225,0.20306909084320068,0.2035101056098938,0.20778906345367432,0.2090352177619934,0.20960283279418945,0.20979952812194824,0.21133553981781006,0.2188044786453247,0.21954327821731567,0.22018826007843018,0.22208255529403687,0.22286415100097656,0.23056292533874512,0.23084503412246704,0.23177874088287354,0.23362582921981812,0.2364988923072815,0.23727214336395264,0.24089926481246948","","3","40.78272247314453,27.300785064697266","0","0","0"
"rag","272","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author think that social media has the power to amplify? 1) Both Positive and Negative Social Behaviors 2) Negative Social Interactions 3) Antisocial Behaviors 4) Positive Altruistic Behavior. Answer: ","2033","272_12,272_2,272_13,272_3,272_18,272_1,272_14,135_5,272_35,272_5,272_11,272_28,272_32,272_17,272_10,272_21,135_19,272_20,272_27,135_11,135_15,272_30,272_31,135_17,272_29","0.18449783325195312,0.19613796472549438,0.20333874225616455,0.2098989486694336,0.22544819116592407,0.22545146942138672,0.2260420322418213,0.22613203525543213,0.22738325595855713,0.22761166095733643,0.23277854919433594,0.23380088806152344,0.23431426286697388,0.23582130670547485,0.2363121509552002,0.24064922332763672,0.24316799640655518,0.24442505836486816,0.24532932043075562,0.24725210666656494,0.25084495544433594,0.2515290379524231,0.25262904167175293,0.25467783212661743,0.2549160122871399"," a technical-social characteristic.
The power of social media is that","1","57.0186767578125,60.23398971557617,57.7176513671875,58.62581253051758,47.19023513793945,60.0322380065918,55.23968505859375,43.94926071166992,34.24233627319336,47.213340759277344,47.40581130981445,54.50215530395508,56.932193756103516,51.83390808105469,45.450897216796875","0","0","0"
"rag","125","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What does the author suggest are some traits Said possesses? 1) Boldness, confidence 2) Vanity, disorganization 3) Inventiveness, shyness 4) Charisma, people-pleasing. Answer: ","2033","135_17,135_9,272_2,125_35,272_1,125_29,125_12,272_3,135_18,135_11,135_34,125_23,135_5,272_17,272_4,272_11,125_30,125_31,125_10,272_12,125_28,135_6,155_13,125_8,135_35","0.2532200217247009,0.26532548666000366,0.26755332946777344,0.2702662944793701,0.27143460512161255,0.2765353322029114,0.27732348442077637,0.27776163816452026,0.2806389331817627,0.2829378843307495,0.28328919410705566,0.2956799864768982,0.29611706733703613,0.2996235489845276,0.29971134662628174,0.2997424006462097,0.30260998010635376,0.3055605888366699,0.30572962760925293,0.30594348907470703,0.3095225691795349,0.30966728925704956,0.31219810247421265,0.3127171993255615,0.3139517903327942"," that he is a man of great integrity.","1","44.769126892089844,46.942752838134766,47.90162658691406,56.34550857543945,53.039947509765625,46.64921569824219,50.62587356567383,45.254241943359375,44.688194274902344,48.72930145263672,42.65547180175781,25.43721580505371","0","0","0"
"rag","325","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What is a message of this article? 1) Technology will continue to change 2) It is important to understand the history of trains 3) Birmingham is a progressive city 4) Maglev was a failure. Answer: ","2033","325_16,325_17,325_38,325_20,325_19,325_32,325_22,325_34,325_4,325_12,325_36,272_12,272_21,325_27,235_21,325_30,155_10,325_29,235_22,325_25,272_17,325_13,325_26,272_20,325_14","0.18797141313552856,0.2186170220375061,0.2196161150932312,0.2430049180984497,0.24452155828475952,0.251092791557312,0.2520633339881897,0.256239116191864,0.2593877911567688,0.26043450832366943,0.2605254650115967,0.263001024723053,0.26391488313674927,0.270529568195343,0.2750092148780823,0.27718061208724976,0.2775799036026001,0.2797238230705261,0.27974969148635864,0.2821275591850281,0.2831656336784363,0.2835623025894165,0.2837620973587036,0.2843285799026489,0.2843383550643921"," the internet to function. The internet is a network of networks, a","1","49.74501419067383,51.136165618896484,53.972984313964844,46.75819396972656,57.99773406982422,50.32553482055664,48.30802536010742,51.963600158691406,49.61307144165039,48.90324020385742,46.21664810180664,43.443782806396484,48.211631774902344,48.488670349121094,45.8515510559082","0","0","0"
"rag","255","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What caused Skippy to start hearing different voices? 1) Using his telepathy too much 2) Being hit in the head by Henry 3) Spending too much on his own 4) Getting over excited by winning too much money. Answer: ","2033","255_43,255_41,255_42,255_19,255_26,255_9,255_39,255_37,255_38,255_35,255_40,255_10,255_36,255_25,255_16,255_30,255_18,255_33,155_27,255_17,255_2,255_45,255_20,255_27,255_46","0.24613678455352783,0.24638205766677856,0.2729138731956482,0.27646106481552124,0.28652048110961914,0.2917633056640625,0.29805004596710205,0.3008132576942444,0.3028073310852051,0.30569231510162354,0.3095524311065674,0.31354182958602905,0.31416624784469604,0.32016944885253906,0.3225259780883789,0.32801109552383423,0.3309624195098877,0.33368563652038574,0.33389538526535034,0.33477163314819336,0.3358963131904602,0.3369252681732178,0.342285692691803,0.3444293141365051,0.3483359217643738"," how it came. I had to
 figure out how to get Sk","2","46.43811798095703,62.11412048339844,49.6961669921875,54.66484069824219,53.735816955566406,53.33601379394531,54.816673278808594,48.72218704223633,51.331607818603516,52.163719177246094,54.78008270263672,53.4247932434082,56.73551940917969,54.70463943481445,56.20843505859375","0","0","0"
"rag","181","15","5","25","sampling_top_p","sentence-transformers/facebook-dpr-ctx_encoder-single-nq-base",". Question: What was different about the Kung Fu class? 1) Participants sparred with each other.  2) The author was not allowed to participate, but was only allowed to watch.  3) The participants wore uniforms.  4) The class was done in the park. . Answer: ","2033","181_19,181_9,181_25,181_29,181_22,181_4,181_16,181_30,181_23,181_15,181_27,181_12,181_17,181_42,181_3,181_6,181_13,181_28,181_41,181_14,181_36,272_7,181_35,181_20,181_18","0.15959680080413818,0.17493188381195068,0.19955986738204956,0.20469379425048828,0.20903027057647705,0.2168874740600586,0.2170048952102661,0.22392338514328003,0.2319624423980713,0.2320002317428589,0.23624145984649658,0.23789596557617188,0.24368762969970703,0.24916863441467285,0.24941831827163696,0.25313156843185425,0.2596436142921448,0.26500022411346436,0.2687337398529053,0.2785826325416565,0.27909213304519653,0.28108394145965576,0.2821615934371948,0.2825168967247009,0.28831946849823",". 

                         Strength Workout: 3              

         The drills","2","43.76393127441406,50.60403060913086,45.135108947753906,43.13630676269531,48.84977722167969,37.47830581665039,48.21690368652344,59.993865966796875,50.32719421386719,52.29579162597656,48.28069305419922,43.006561279296875,25.842247009277344,35.7498779296875,40.429439544677734","0","0","0"
